model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
FeaturedMoE_N3,0.0811,0.0811,0.0811,0.1152,0.1152,0.1152,0.1621,0.1621,0.1621,0.1887,0.1887,0.1887,Y,Y,Y,Y,1,1/10,running,R_base_C1,FeaturedMoE_N3,plain -,drop=0.15 lr=0.000444 wd=1e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_R_base_C1_20260316_134009.log
FeaturedMoE_N3,0.0811,0.0811,0.0811,0.1155,0.1155,0.1155,0.1624,0.1624,0.1624,0.1892,0.1892,0.1892,,Y,Y,Y,2,2/10,running,R_base_C1,FeaturedMoE_N3,plain -,drop=0.10 lr=0.00138 wd=1e-06,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_R_base_C1_20260316_134009.log
FeaturedMoE_N3,0.0811,0.0811,0.0809,0.1163,0.1163,0.1163,0.1624,0.1624,0.1612,0.1892,0.1892,0.1886,,Y,,,3,3/10,running,R_base_C1,FeaturedMoE_N3,plain -,drop=0.20 lr=0.000897 wd=5e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/001_R_base_C1_20260316_134009.log
FeaturedMoE_N3,0.0811,0.0811,0.0811,0.1163,0.1149,0.1149,0.1624,0.1623,0.1623,0.1895,0.1895,0.1895,Y,Y,Y,Y,1,1/10,running,R_base_C2,FeaturedMoE_N3,plain -,drop=0.15 lr=0.000271 wd=1e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/019_R_base_C2_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0812,0.0812,0.1163,0.1149,0.1147,0.1624,0.1623,0.1622,0.1898,0.1898,0.1898,Y,,,Y,2,2/10,running,R_base_C2,FeaturedMoE_N3,plain -,drop=0.15 lr=0.00036 wd=1e-06,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/019_R_base_C2_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0812,0.0808,0.1163,0.1156,0.1156,0.1624,0.1623,0.1606,0.1898,0.1898,0.1869,,Y,,,3,3/10,running,R_base_C2,FeaturedMoE_N3,plain -,drop=0.20 lr=0.00121 wd=5e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/019_R_base_C2_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0802,0.0802,0.1163,0.1111,0.1111,0.1624,0.1615,0.1615,0.1898,0.1877,0.1877,Y,Y,Y,Y,1,1/10,running,R_base_C3,FeaturedMoE_N3,plain -,drop=0.10 lr=0.00121 wd=1e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/037_R_base_C3_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0804,0.0804,0.1163,0.1132,0.1132,0.1624,0.1620,0.1620,0.1898,0.1891,0.1891,Y,Y,Y,Y,2,2/10,running,R_base_C3,FeaturedMoE_N3,plain -,drop=0.15 lr=0.000204 wd=1e-06,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/037_R_base_C3_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0804,0.0804,0.1163,0.1138,0.1138,0.1624,0.1620,0.1620,0.1898,0.1891,0.1888,,Y,,,3,3/10,running,R_base_C3,FeaturedMoE_N3,plain -,drop=0.15 lr=0.00143 wd=1e-07,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/037_R_base_C3_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0801,0.0801,0.1163,0.1129,0.1129,0.1624,0.1609,0.1609,0.1898,0.1873,0.1873,Y,Y,Y,Y,1,1/10,running,R_base_C4,FeaturedMoE_N3,plain -,drop=0.15 lr=0.00101 wd=5e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/055_R_base_C4_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0804,0.0804,0.1163,0.1139,0.1139,0.1624,0.1618,0.1618,0.1898,0.1883,0.1883,Y,Y,Y,Y,2,2/10,running,R_base_C4,FeaturedMoE_N3,plain -,drop=0.15 lr=0.000638 wd=1e-06,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/055_R_base_C4_20260316_134009.log
FeaturedMoE_N3,0.0812,0.0804,0.0804,0.1163,0.1139,0.1123,0.1624,0.1618,0.1617,0.1898,0.1890,0.1890,,,,Y,3,3/10,running,R_base_C4,FeaturedMoE_N3,plain -,drop=0.10 lr=0.000444 wd=1e-05,P4/KuaiRecLargeStrictPosV2_0.2/FMoEN3/055_R_base_C4_20260316_134009.log
