best_mrr20_seen,best_run_result_file,combo_id,dataset,latest_best_mrr20,latest_result_file,latest_test_mrr20,model,run_count
0.0812,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c1_20260316_164842_064195_pid10180.json,R_base_C1,KuaiRecLargeStrictPosV2_0.2,0.0812,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c1_20260316_164842_064195_pid10180.json,0.1622,FeaturedMoE_N3,1
0.0811,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c2_20260316_164842_145981_pid10181.json,R_base_C2,KuaiRecLargeStrictPosV2_0.2,0.0811,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c2_20260316_164842_145981_pid10181.json,0.1622,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c3_20260316_164842_195614_pid10182.json,R_base_C3,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c3_20260316_164842_195614_pid10182.json,0.1612,FeaturedMoE_N3,1
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c4_20260316_164842_277107_pid10183.json,R_base_C4,KuaiRecLargeStrictPosV2_0.2,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_base_c4_20260316_164842_277107_pid10183.json,0.1615,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010.json,R_shared_moe_fixed03_C1,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c1_20260316_175341_591931_pid11010.json,0.1605,FeaturedMoE_N3,1
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030.json,R_shared_moe_fixed03_C2,KuaiRecLargeStrictPosV2_0.2,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c2_20260316_175522_204325_pid11030.json,0.1612,FeaturedMoE_N3,1
0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c3_20260316_181330_230955_pid11091.json,R_shared_moe_fixed03_C3,KuaiRecLargeStrictPosV2_0.2,0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c3_20260316_181330_230955_pid11091.json,0.1613,FeaturedMoE_N3,1
0.0801,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c4_20260316_180258_426844_pid11058.json,R_shared_moe_fixed03_C4,KuaiRecLargeStrictPosV2_0.2,0.0801,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed03_c4_20260316_180258_426844_pid11058.json,0.1605,FeaturedMoE_N3,1
0.0809,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c1_20260316_182807_182671_pid11134.json,R_shared_moe_fixed05_C1,KuaiRecLargeStrictPosV2_0.2,0.0809,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c1_20260316_182807_182671_pid11134.json,0.1613,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149.json,R_shared_moe_fixed05_C2,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c2_20260316_182837_661563_pid11149.json,0.1609,FeaturedMoE_N3,1
0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c3_20260316_185036_479458_pid11311.json,R_shared_moe_fixed05_C3,KuaiRecLargeStrictPosV2_0.2,0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c3_20260316_185036_479458_pid11311.json,0.1614,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228.json,R_shared_moe_fixed05_C4,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_fixed05_c4_20260316_183744_404865_pid11228.json,0.1609,FeaturedMoE_N3,1
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c1_20260316_190538_931410_pid11413.json,R_shared_moe_global_C1,KuaiRecLargeStrictPosV2_0.2,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c1_20260316_190538_931410_pid11413.json,0.1608,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c2_20260316_185952_965067_pid11346.json,R_shared_moe_global_C2,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c2_20260316_185952_965067_pid11346.json,0.1605,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c3_20260316_193814_729747_pid11669.json,R_shared_moe_global_C3,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c3_20260316_193814_729747_pid11669.json,0.1615,FeaturedMoE_N3,1
0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c4_20260316_191605_648076_pid11453.json,R_shared_moe_global_C4,KuaiRecLargeStrictPosV2_0.2,0.0805,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_global_c4_20260316_191605_648076_pid11453.json,0.1614,FeaturedMoE_N3,1
0.0809,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c1_20260316_193448_679113_pid11645.json,R_shared_moe_stage_C1,KuaiRecLargeStrictPosV2_0.2,0.0809,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c1_20260316_193448_679113_pid11645.json,0.1613,FeaturedMoE_N3,1
0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c2_20260316_193303_144679_pid11623.json,R_shared_moe_stage_C2,KuaiRecLargeStrictPosV2_0.2,0.0808,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c2_20260316_193303_144679_pid11623.json,0.1604,FeaturedMoE_N3,1
0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c3_20260316_201716_274765_pid11809.json,R_shared_moe_stage_C3,KuaiRecLargeStrictPosV2_0.2,0.0804,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c3_20260316_201716_274765_pid11809.json,0.1612,FeaturedMoE_N3,1
0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c4_20260316_195522_408248_pid11713.json,R_shared_moe_stage_C4,KuaiRecLargeStrictPosV2_0.2,0.0806,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_stage_c4_20260316_195522_408248_pid11713.json,0.1609,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c1_20260316_201620_853780_pid11785.json,R_shared_moe_warmup_C1,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c1_20260316_201620_853780_pid11785.json,0.1612,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c2_20260316_200744_557011_pid11750.json,R_shared_moe_warmup_C2,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c2_20260316_200744_557011_pid11750.json,0.161,FeaturedMoE_N3,1
0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c3_20260316_210504_561599_pid12037.json,R_shared_moe_warmup_C3,KuaiRecLargeStrictPosV2_0.2,0.0803,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c3_20260316_210504_561599_pid12037.json,0.1604,FeaturedMoE_N3,1
0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c4_20260316_203118_669589_pid11932.json,R_shared_moe_warmup_C4,KuaiRecLargeStrictPosV2_0.2,0.0807,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_moe_warmup_c4_20260316_203118_669589_pid11932.json,0.1616,FeaturedMoE_N3,1
0.0786,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c1_20260316_172146_711595_pid10895.json,R_shared_only_C1,KuaiRecLargeStrictPosV2_0.2,0.0786,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c1_20260316_172146_711595_pid10895.json,0.1581,FeaturedMoE_N3,1
0.0785,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c2_20260316_172512_719148_pid10938.json,R_shared_only_C2,KuaiRecLargeStrictPosV2_0.2,0.0785,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c2_20260316_172512_719148_pid10938.json,0.1591,FeaturedMoE_N3,1
0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c3_20260316_172953_523558_pid10962.json,R_shared_only_C3,KuaiRecLargeStrictPosV2_0.2,0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c3_20260316_172953_523558_pid10962.json,0.1592,FeaturedMoE_N3,1
0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c4_20260316_172257_256940_pid10915.json,R_shared_only_C4,KuaiRecLargeStrictPosV2_0.2,0.0784,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_r_shared_only_c4_20260316_172257_256940_pid10915.json,0.1594,FeaturedMoE_N3,1
