model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
GRU4Rec,0.177200,0.173400,0.177200,0.173400,0.175900,0.171400,P23_SH_C05_MGRU4REC_OLD_C7_D5_LRHI_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_LRHI_S1,lastfm0.03,OLD_C7_D5_LRHI,1,5,run_complete,3,False,True,OLD_C7_D5_LRHI,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_old_c7_d5_lrhi_s1_20260409_101318_011059_pid493879.json,2026-04-09T10:16:51.130968Z
GRU4Rec,0.182200,0.183200,0.182200,0.183200,0.182200,0.183200,P23_SH_C05_MGRU4REC_OLD_C7_D5_DROP_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_DROP_S1,lastfm0.03,OLD_C7_D5_DROP,1,4,run_complete,3,False,True,OLD_C7_D5_DROP,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_old_c7_d5_drop_s1_20260409_101323_023942_pid493896.json,2026-04-09T10:16:59.148607Z
GRU4Rec,0.182200,0.183200,0.182200,0.183200,0.001700,0.001200,P23_SH_C05_MGRU4REC_LFM_GRU_STAGEH_REC1_DROP_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_DROP_S1,lastfm0.03,LFM_GRU_STAGEH_REC1_DROP,1,5,run_complete,3,False,True,LFM_GRU_STAGEH_REC1_DROP,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_lfm_gru_stageh_rec1_drop_s1_20260409_101655_992173_pid493976.json,2026-04-09T10:17:49.209492Z
GRU4Rec,0.182200,0.183200,0.182200,0.183200,0.169600,0.170500,P23_SH_C05_MGRU4REC_LFM_GRU_STAGEH_REC1_WDLO_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_WDLO_S1,lastfm0.03,LFM_GRU_STAGEH_REC1_WDLO,1,4,run_complete,3,False,True,LFM_GRU_STAGEH_REC1_WDLO,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_lfm_gru_stageh_rec1_wdlo_s1_20260409_101703_755482_pid493988.json,2026-04-09T10:18:55.283793Z
GRU4Rec,0.191700,0.196800,0.191700,0.196800,0.191700,0.196800,P23_SH_C05_MGRU4REC_OLD_C7_D5_WDLO_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_WDLO_S1,lastfm0.03,OLD_C7_D5_WDLO,1,7,run_complete,3,False,True,OLD_C7_D5_WDLO,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_old_c7_d5_wdlo_s1_20260409_101558_259494_pid493944.json,2026-04-09T10:19:36.330797Z
GRU4Rec,0.191700,0.196800,0.191700,0.196800,0.167600,0.168500,P23_SH_C05_MGRU4REC_LFM_GRU_STAGEH_REC1_LRHI_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_LRHI_S1,lastfm0.03,LFM_GRU_STAGEH_REC1_LRHI,1,6,run_complete,3,False,True,LFM_GRU_STAGEH_REC1_LRHI,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c05_mgru4rec_lfm_gru_stageh_rec1_lrhi_s1_20260409_101648_984849_pid493964.json,2026-04-09T10:20:15.386050Z
SIGMA,0.191700,0.196800,0.153700,0.152900,0.037000,0.030800,P23_SH_C02_MSIGMA_FAD_H4_R2_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_S1,lastfm0.03,FAD_H4_R2,1,5,run_complete,4,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h4_r2_s1_20260409_135608_361216_pid501922.json,2026-04-09T14:08:10.152339Z
SIGMA,0.191700,0.196800,0.153700,0.152900,0.018700,0.016100,P23_SH_C02_MSIGMA_FAD_H2_R1_STRUCTS_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_STRUCTS_S1,lastfm0.03,FAD_H2_R1_STRUCTS,1,7,run_complete,4,False,True,FAD_H2_R1_STRUCTS,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h2_r1_structs_s1_20260409_135608_161199_pid501924.json,2026-04-09T14:50:51.838483Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.195100,0.198900,P23_SH_C02_MSIGMA_LFM_SIGMA_STAGEH_REC1_S1,SH_LASTFM0_03_SIGMA_LFM_SIGMA_STAGEH_REC1_S1,lastfm0.03,LFM_SIGMA_STAGEH_REC1,1,6,run_complete,4,False,True,LFM_SIGMA_STAGEH_REC1,manual,stageh_manual_bank,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_lfm_sigma_stageh_rec1_s1_20260409_135608_445980_pid501923.json,2026-04-09T14:52:01.920164Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.027400,0.027900,P23_SH_C02_MSIGMA_FAD_H2_R1_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_S1,lastfm0.03,FAD_H2_R1,1,4,run_complete,4,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h2_r1_s1_20260409_135608_384201_pid501921.json,2026-04-09T14:55:00.116166Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.002400,0.001000,P23_SH_C02_MSIGMA_FAD_H2_R1_PASS2_TINY_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_PASS2_TINY_S1,lastfm0.03,FAD_H2_R1_PASS2_TINY,1,7,run_complete,4,False,True,FAD_H2_R1_PASS2_TINY,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h2_r1_pass2_tiny_s1_20260409_145056_701231_pid506496.json,2026-04-09T14:57:18.261433Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.008000,0.006800,P23_SH_C02_MSIGMA_FAD_H4_R2_STRUCTS_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_STRUCTS_S1,lastfm0.03,FAD_H4_R2_STRUCTS,1,4,run_complete,4,False,True,FAD_H4_R2_STRUCTS,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h4_r2_structs_s1_20260409_145505_492856_pid506788.json,2026-04-09T15:01:29.527889Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.005700,0.005600,P23_SH_C02_MSIGMA_FAD_H4_R2_PASS2_TINY_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_PASS2_TINY_S1,lastfm0.03,FAD_H4_R2_PASS2_TINY,1,4,run_complete,4,False,True,FAD_H4_R2_PASS2_TINY,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h4_r2_pass2_tiny_s1_20260409_150134_419381_pid507220.json,2026-04-09T15:07:43.918686Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.048300,0.044800,P23_SH_C02_MSIGMA_FAD_H2_R1_STRUCTL_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_STRUCTL_S1,lastfm0.03,FAD_H2_R1_STRUCTL,1,5,run_complete,4,False,True,FAD_H2_R1_STRUCTL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h2_r1_structl_s1_20260409_140815_460157_pid503528.json,2026-04-09T15:14:08.333904Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.040000,0.031800,P23_SH_C02_MSIGMA_FAD_H4_R2_STRUCTL_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_STRUCTL_S1,lastfm0.03,FAD_H4_R2_STRUCTL,1,7,run_complete,4,False,True,FAD_H4_R2_STRUCTL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h4_r2_structl_s1_20260409_145723_356454_pid506976.json,2026-04-09T15:30:45.385620Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.162000,0.162600,P23_SH_C02_MSIGMA_LFM_SIGMA_STAGEH_REC1_STRUCTS_S1,SH_LASTFM0_03_SIGMA_LFM_SIGMA_STAGEH_REC1_STRUCTS_S1,lastfm0.03,LFM_SIGMA_STAGEH_REC1_STRUCTS,1,5,run_complete,4,False,True,LFM_SIGMA_STAGEH_REC1_STRUCTS,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_lfm_sigma_stageh_rec1_structs_s1_20260409_151413_345473_pid508116.json,2026-04-09T16:01:12.509351Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.039000,0.033100,P23_SH_C02_MSIGMA_FAD_H4_R2_PASS2_DEEPL_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_PASS2_DEEPL_S1,lastfm0.03,FAD_H4_R2_PASS2_DEEPL,1,4,run_complete,4,False,True,FAD_H4_R2_PASS2_DEEPL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h4_r2_pass2_deepl_s1_20260409_150748_939769_pid507555.json,2026-04-09T16:05:54.834330Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.065700,0.060100,P23_SH_C02_MSIGMA_FAD_H2_R1_PASS2_DEEPL_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_PASS2_DEEPL_S1,lastfm0.03,FAD_H2_R1_PASS2_DEEPL,1,6,run_complete,4,False,True,FAD_H2_R1_PASS2_DEEPL,stageh_screen_variant,Final_all_datasets_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c02_msigma_fad_h2_r1_pass2_deepl_s1_20260409_145206_812213_pid506595.json,2026-04-09T16:31:55.673289Z
SIGMA,0.195100,0.198900,0.195100,0.198900,0.004100,0.002500,P23_SH_C05_MSIGMA_FAD_H4_R2_S1,SH_LASTFM0_03_SIGMA_FAD_H4_R2_S1,lastfm0.03,FAD_H4_R2,1,6,run_complete,6,False,True,FAD_H4_R2,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c05_msigma_fad_h4_r2_s1_20260409_172914_754154_pid512448.json,2026-04-09T17:43:26.677633Z
SIGMA,0.229600,0.235100,0.229600,0.235100,0.229600,0.235100,P23_SH_C05_MSIGMA_LFM_SIGMA_STAGEH_REC1_S1,SH_LASTFM0_03_SIGMA_LFM_SIGMA_STAGEH_REC1_S1,lastfm0.03,LFM_SIGMA_STAGEH_REC1,1,4,run_complete,6,False,True,LFM_SIGMA_STAGEH_REC1,manual,stageh_manual_bank,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c05_msigma_lfm_sigma_stageh_rec1_s1_20260409_172914_803613_pid512446.json,2026-04-09T19:46:01.460737Z
SIGMA,0.229600,0.235100,0.229600,0.235100,0.054700,0.049900,P23_SH_C05_MSIGMA_FAD_H2_R1_S1,SH_LASTFM0_03_SIGMA_FAD_H2_R1_S1,lastfm0.03,FAD_H2_R1,1,5,run_complete,6,False,True,FAD_H2_R1,final_same_dataset,Final_all_datasets,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/SIGMA/lastfm0.03_SIGMA_p23_sh_c05_msigma_fad_h2_r1_s1_20260409_172914_682522_pid512447.json,2026-04-09T20:08:59.915113Z
GRU4Rec,0.229600,0.235100,0.201500,0.199100,0.201500,0.199100,P23_SH_C23_MGRU4REC_OLD_C7_D5_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_S1,lastfm0.03,OLD_C7_D5,1,7,run_complete,6,False,True,OLD_C7_D5,stage_summary,StageD_MicroWide_anchor2_core5,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_old_c7_d5_s1_20260410_024526_450907_pid525693.json,2026-04-10T03:00:28.194608Z
GRU4Rec,0.229600,0.235100,0.201500,0.199100,0.180100,0.182100,P23_SH_C23_MGRU4REC_LFM_GRU_STAGEH_REC1_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_S1,lastfm0.03,LFM_GRU_STAGEH_REC1,1,5,run_complete,6,False,True,LFM_GRU_STAGEH_REC1,manual,stageh_manual_bank,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_lfm_gru_stageh_rec1_s1_20260410_025426_984052_pid526194.json,2026-04-10T03:09:37.770457Z
GRU4Rec,0.229600,0.235100,0.201500,0.199800,0.200500,0.199800,P23_SH_C23_MGRU4REC_OLD_C7_D5_LRHI_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_LRHI_S1,lastfm0.03,OLD_C7_D5_LRHI,1,7,run_complete,6,False,True,OLD_C7_D5_LRHI,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_old_c7_d5_lrhi_s1_20260410_030033_757738_pid526556.json,2026-04-10T03:15:45.153164Z
GRU4Rec,0.229600,0.235100,0.201500,0.203000,0.200600,0.203000,P23_SH_C23_MGRU4REC_OLD_C7_D5_DROP_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_DROP_S1,lastfm0.03,OLD_C7_D5_DROP,1,6,run_complete,6,False,True,OLD_C7_D5_DROP,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_old_c7_d5_drop_s1_20260410_030516_657242_pid526838.json,2026-04-10T03:20:01.422019Z
GRU4Rec,0.229600,0.235100,0.202900,0.203000,0.202900,0.199000,P23_SH_C23_MGRU4REC_OLD_C7_D5_WDLO_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_WDLO_S1,lastfm0.03,OLD_C7_D5_WDLO,1,5,run_complete,6,False,True,OLD_C7_D5_WDLO,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_old_c7_d5_wdlo_s1_20260410_030942_673477_pid527061.json,2026-04-10T03:24:12.688086Z
GRU4Rec,0.229600,0.235100,0.202900,0.203000,0.199900,0.196000,P23_SH_C23_MGRU4REC_OLD_C7_D5_PASS3_ULTRATINY_S1,SH_LASTFM0_03_GRU4REC_OLD_C7_D5_PASS3_ULTRATINY_S1,lastfm0.03,OLD_C7_D5_PASS3_ULTRATINY,1,4,run_complete,6,False,True,OLD_C7_D5_PASS3_ULTRATINY,stageh_screen_variant,StageD_MicroWide_anchor2_core5_variant,,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_old_c7_d5_pass3_ultratiny_s1_20260410_031510_255791_pid527349.json,2026-04-10T03:27:46.913683Z
GRU4Rec,0.229600,0.235100,0.202900,0.203000,0.185400,0.180500,P23_SH_C23_MGRU4REC_LFM_GRU_STAGEH_REC1_LRHI_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_LRHI_S1,lastfm0.03,LFM_GRU_STAGEH_REC1_LRHI,1,6,run_complete,6,False,True,LFM_GRU_STAGEH_REC1_LRHI,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_lfm_gru_stageh_rec1_lrhi_s1_20260410_032006_580972_pid527670.json,2026-04-10T03:33:02.246878Z
GRU4Rec,0.229600,0.235100,0.202900,0.203000,0.179100,0.178300,P23_SH_C23_MGRU4REC_LFM_GRU_STAGEH_REC1_DROP_S1,SH_LASTFM0_03_GRU4REC_LFM_GRU_STAGEH_REC1_DROP_S1,lastfm0.03,LFM_GRU_STAGEH_REC1_DROP,1,5,run_complete,6,False,True,LFM_GRU_STAGEH_REC1_DROP,stageh_screen_variant,stageh_manual_bank_variant,lastfm0.03,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p23_sh_c23_mgru4rec_lfm_gru_stageh_rec1_drop_s1_20260410_032417_820382_pid527952.json,2026-04-10T03:33:50.300942Z
