stage_name,stage_key,split,aggregation_level,node_kind,node_name,route_space,support_size,wrapper_name,source_type,temperature,top_k,entropy_norm,n_eff_norm,top1_monopoly_norm,jitter_adj_norm,knn_consistency_score,knn_consistency_js,n_eff,cv_usage,top1_max_frac,entropy_mean
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Exposure,intra,3,ScalarGroupConditionalProductWrapper,feature,1.0,,0.992407739713929,0.9986498727551799,0.32146860986547093,0.0,0.9998608395757661,0.00013917010794416,2.9959496182655396,0.03676726186969096,0.547645739910314,1.0902713382190654
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Focus,intra,3,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9580313501359188,0.9985985159482648,0.15751121076233182,0.0,0.9993273099762792,0.0006729163811727764,2.995795547844794,0.037464242243342334,0.4383408071748879,1.052505014188621
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Memory,intra,3,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9912479646846555,0.9908117083651762,0.3193665919282512,0.0,0.9999456197265324,5.438175212823603e-05,2.9724351250955285,0.09629907917085054,0.5462443946188341,1.088997195119815
micro,micro@1,best_valid,token,primitive,primitive.d_cond.Tempo,intra,3,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9878326667022587,0.9990784086315642,0.05030829596412561,0.0,0.999790192939187,0.0002098290733933639,2.9972352258946926,0.03037297906714553,0.36687219730941706,1.0852451067868905
micro,micro@1,best_valid,token,primitive,primitive.e_scalar,group,4,ScalarGroupConditionalProductWrapper,feature,1.0,,0.9291234412263247,0.9793284217914434,0.2115097159940209,0.0,0.9987387409022497,0.0012620551544323302,3.9173136871657737,0.14528557658195496,0.4086322869955157,1.288038587356362
micro,micro@1,best_valid,token,wrapper,wrapper.group,group,4,ScalarGroupConditionalProductWrapper,,,,0.9291234412263247,0.9793284217914434,0.2115097159940209,0.0,0.9987387409022497,0.0012620551544323302,3.9173136871657737,0.14528557658195496,0.4086322869955157,1.288038587356362
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Exposure,intra,3,ScalarGroupConditionalProductWrapper,,,,0.992407739713929,0.9986498727551799,0.32146860986547093,0.0,0.9998608395757661,0.00013917010794416,2.9959496182655396,0.03676726186969096,0.547645739910314,1.0902713382190654
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Focus,intra,3,ScalarGroupConditionalProductWrapper,,,,0.9580313501359188,0.9985985159482648,0.15751121076233182,0.0,0.9993273099762792,0.0006729163811727764,2.995795547844794,0.037464242243342334,0.4383408071748879,1.052505014188621
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Memory,intra,3,ScalarGroupConditionalProductWrapper,,,,0.9912479646846555,0.9908117083651762,0.3193665919282512,0.0,0.9999456197265324,5.438175212823603e-05,2.9724351250955285,0.09629907917085054,0.5462443946188341,1.088997195119815
micro,micro@1,best_valid,token,wrapper,wrapper.intra.Tempo,intra,3,ScalarGroupConditionalProductWrapper,,,,0.9878326667022587,0.9990784086315642,0.05030829596412561,0.0,0.999790192939187,0.0002098290733933639,2.9972352258946926,0.03037297906714553,0.36687219730941706,1.0852451067868905
