early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,15,0.0065,ok,0.2292,0.205,1
True,16,0.0075,ok,0.2112,0.1871,2
True,24,0.0083,ok,0.2982,0.2873,3
True,12,0.0072,ok,0.1454,0.1256,4
True,13,0.0085,ok,0.325,0.323,5
True,13,0.0078,ok,0.1561,0.1321,6
True,21,0.0091,ok,0.3222,0.3164,7
True,10,0.0087,ok,0.3143,0.3056,8
True,10,0.008,ok,0.1746,0.1557,9
True,14,0.0085,ok,0.3233,0.3229,10
