global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,pair_id,phase_kind,architecture_id,architecture_key,architecture_name,setting_id,setting_key,setting_desc,setting_group,setting_detail,hparam_id,source_hparam_id,target_hparam_id,transfer_mode,source_dataset,target_dataset,source_checkpoint,source_run_phase,run_id
0.169500,0.169500,P15A_SRC_kuairec_to_lastfm_A12_H7_S1,A12 source H7,transfer_stageA,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,3,running,0.168400,,,,,,2026-04-13T01:26:26.896091Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_kuairec_to_lastfm_A12_H7_S1,SRC_kuairec_to_lastfm_A12_H7,kuairec_to_lastfm source pretrain A12 H7,source_pretrain,source_dataset=KuaiRecLargeStrictPosV2_0.2 target_dataset=lastfm0.03,H7,H7,,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_SRC_H7_S1
0.170000,0.170000,P15A_SRC_kuairec_to_lastfm_A12_H3_S1,A12 source H3,transfer_stageA,trial_new_best,KuaiRecLargeStrictPosV2_0.2,1,2,running,0.168100,,,,,,2026-04-13T01:26:56.932503Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_kuairec_to_lastfm_A12_H3_S1,SRC_kuairec_to_lastfm_A12_H3,kuairec_to_lastfm source pretrain A12 H3,source_pretrain,source_dataset=KuaiRecLargeStrictPosV2_0.2 target_dataset=lastfm0.03,H3,H3,,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_SRC_H3_S1
0.170000,0.170000,P15A_SRC_kuairec_to_lastfm_A12_H7_S1,A12 source H7,transfer_stageA,run_complete,KuaiRecLargeStrictPosV2_0.2,1,3,run_complete_no_result,0.168400,,,False,False,,2026-04-13T01:34:44.559718Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_kuairec_to_lastfm_A12_H7_S1,SRC_kuairec_to_lastfm_A12_H7,kuairec_to_lastfm source pretrain A12 H7,source_pretrain,source_dataset=KuaiRecLargeStrictPosV2_0.2 target_dataset=lastfm0.03,H7,H7,,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_SRC_H7_S1
0.170000,0.170000,P15A_SRC_kuairec_to_lastfm_A12_H3_S1,A12 source H3,transfer_stageA,run_complete,KuaiRecLargeStrictPosV2_0.2,1,2,run_complete_no_result,0.168100,,,False,False,,2026-04-13T01:35:22.731723Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_kuairec_to_lastfm_A12_H3_S1,SRC_kuairec_to_lastfm_A12_H3,kuairec_to_lastfm source pretrain A12 H3,source_pretrain,source_dataset=KuaiRecLargeStrictPosV2_0.2 target_dataset=lastfm0.03,H3,H3,,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_SRC_H3_S1
0.236200,0.236200,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,A12 native H3,transfer_stageA,trial_new_best,lastfm0.03,1,2,running,0.235500,,,,,,2026-04-13T02:38:13.712849Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,native_kuairec_to_lastfm_A12_native_H3,kuairec_to_lastfm A12 native native->H3,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H3,,H3,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H3_S1
0.236400,0.236400,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,A12 native H7,transfer_stageA,trial_new_best,lastfm0.03,1,3,running,0.238300,,,,,,2026-04-13T02:46:32.290819Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,native_kuairec_to_lastfm_A12_native_H7,kuairec_to_lastfm A12 native native->H7,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H7,,H7,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H7_S1
0.236500,0.236500,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,A12 native H3,transfer_stageA,trial_new_best,lastfm0.03,1,2,running,0.237300,,,,,,2026-04-13T02:50:50.594728Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,native_kuairec_to_lastfm_A12_native_H3,kuairec_to_lastfm A12 native native->H3,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H3,,H3,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H3_S1
0.236700,0.236700,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,A12 native H7,transfer_stageA,trial_new_best,lastfm0.03,1,3,running,0.237700,,,,,,2026-04-13T03:11:46.070433Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,native_kuairec_to_lastfm_A12_native_H7,kuairec_to_lastfm A12 native native->H7,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H7,,H7,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H7_S1
0.236700,0.236700,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,A12 native H7,transfer_stageA,run_complete,lastfm0.03,1,3,run_complete_no_result,0.237700,,,False,False,,2026-04-13T03:18:48.501445Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H7_S1,native_kuairec_to_lastfm_A12_native_H7,kuairec_to_lastfm A12 native native->H7,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H7,,H7,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H7_S1
0.236700,0.236500,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,A12 native H3,transfer_stageA,run_complete,lastfm0.03,1,2,run_complete_no_result,0.237300,,,False,False,,2026-04-13T03:49:46.570071Z,P15A,TLA,transfer_learning_stageA_v1,kuairec_to_lastfm,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_kuairec_to_lastfm_A12_native_native_H3_S1,native_kuairec_to_lastfm_A12_native_H3,kuairec_to_lastfm A12 native native->H3,target_native,source=KuaiRecLargeStrictPosV2_0.2 target=lastfm0.03 mode=none,H3,,H3,none,KuaiRecLargeStrictPosV2_0.2,lastfm0.03,,,kuairec_to_lastfm_A12_native_native_H3_S1
