global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,combo_band,main_eval_target_mode,history_input_mode,history_eval_policy,aux_route_consistency_lambda,aux_z_loss_lambda
0.083800,0.083800,FH1_FH_MOVIELENS1M_M02_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,4,running,0.058000,,,,,,2026-04-16T13:48:11.633392Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M02_h6_e2_compact,full_history_combo,prior_strong,H6,M05_h6_e2_compact,compact H6 transfer line with the strongest early movielens carry-over,tpe,M05_h6_e2_compact,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.090100,0.090100,FH1_FH_MOVIELENS1M_M01_H6_COMPACT_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,0,running,0.060500,,,,,,2026-04-16T13:48:23.649344Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M01_h6_compact_validate,full_history_combo,prior_strong,H6,M08_h6_compact_validate,best movielens valid line in the current portfolio,tpe,M08_h6_compact_validate,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.091600,0.091600,FH1_FH_MOVIELENS1M_M01_H6_COMPACT_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,0,running,0.061200,,,,,,2026-04-16T14:03:35.981449Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M01_h6_compact_validate,full_history_combo,prior_strong,H6,M08_h6_compact_validate,best movielens valid line in the current portfolio,tpe,M08_h6_compact_validate,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.091800,0.091800,FH1_FH_MOVIELENS1M_M02_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,4,running,0.059000,,,,,,2026-04-16T14:07:55.027631Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M02_h6_e2_compact,full_history_combo,prior_strong,H6,M05_h6_e2_compact,compact H6 transfer line with the strongest early movielens carry-over,tpe,M05_h6_e2_compact,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.092100,0.092100,FH1_FH_MOVIELENS1M_M05_FH_H6_LEN35_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,2,running,0.059600,,,,,,2026-04-16T14:10:49.239717Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M05_fh_h6_len35,full_history_combo,full_history_conservative,H6,M08_h6_compact_validate,compact H6 line adjusted for longer full-history windows,tpe,M08_h6_compact_validate,full_history,8,full_history_conservative,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.093800,0.093800,FH1_FH_MOVIELENS1M_M01_H6_COMPACT_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,0,running,0.063200,,,,,,2026-04-16T14:26:36.105779Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M01_h6_compact_validate,full_history_combo,prior_strong,H6,M08_h6_compact_validate,best movielens valid line in the current portfolio,tpe,M08_h6_compact_validate,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.093800,0.088100,FH1_FH_MOVIELENS1M_M04_H14_CAPACITY_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,3,run_complete_no_result,0.053500,,,False,False,,2026-04-16T14:33:40.291999Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M04_h14_capacity_attack,full_history_combo,prior_strong,H14,M10_h14_capacity_attack,capacity attack retained as the strongest wider-family movielens candidate,tpe,M10_h14_capacity_attack,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.093800,0.093800,FH1_FH_MOVIELENS1M_M01_H6_COMPACT_VALIDATE_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,0,run_complete_no_result,0.063200,,,False,False,,2026-04-16T14:42:41.576924Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M01_h6_compact_validate,full_history_combo,prior_strong,H6,M08_h6_compact_validate,best movielens valid line in the current portfolio,tpe,M08_h6_compact_validate,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.098000,0.098000,FH1_FH_MOVIELENS1M_M02_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,trial_new_best,movielens1m,1,4,running,0.061800,,,,,,2026-04-16T14:54:54.528092Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M02_h6_e2_compact,full_history_combo,prior_strong,H6,M05_h6_e2_compact,compact H6 transfer line with the strongest early movielens carry-over,tpe,M05_h6_e2_compact,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.098000,0.098000,FH1_FH_MOVIELENS1M_M02_H6_E2_COMPACT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,4,run_complete_no_result,0.061800,,,False,False,,2026-04-16T14:55:22.137088Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M02_h6_e2_compact,full_history_combo,prior_strong,H6,M05_h6_e2_compact,compact H6 transfer line with the strongest early movielens carry-over,tpe,M05_h6_e2_compact,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.098000,0.088500,FH1_FH_MOVIELENS1M_M07_FH_H14_CTX_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,7,run_complete_no_result,0.053700,,,False,False,,2026-04-16T15:19:24.602689Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M07_fh_h14_ctx_attack,full_history_combo,full_history_aggressive,H14,M10_h14_capacity_attack,larger-capacity movielens family under longer prefixes,tpe,M10_h14_capacity_attack,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.098000,0.090900,FH1_FH_MOVIELENS1M_M08_FH_H1_HIGHLR_ATTACK_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,6,run_complete_no_result,0.058100,,,False,False,,2026-04-16T15:21:07.866967Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M08_fh_h1_highlr_attack,full_history_combo,full_history_aggressive,H1,M07_h1_highlr_validate,keep one high-lr compact baseline as a full-history stress test,tpe,M07_h1_highlr_validate,full_history,8,full_history_aggressive,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
0.098000,0.088000,FH1_FH_MOVIELENS1M_M03_H5_LEN25_TRANSFER_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,run_complete,movielens1m,1,5,run_complete_no_result,0.055800,,,False,False,,2026-04-16T15:22:14.582455Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,full_history,M03_h5_len25_transfer,full_history_combo,prior_strong,H5,M03_h5_len25_transfer,compact H5 transfer family with not-bad valid and decent test,tpe,M03_h5_len25_transfer,full_history,8,prior_strong,seen_target,full_history_session_targets,strict_train_prefix,0.0005,0.0001
