stage,dataset,model,family,job_id,parent_job_id,run_phase,runtime_seed,gpu_id,status,valid_score,test_score,best_valid_mrr20,test_mrr20,result_path,log_path,elapsed_sec,error,timestamp_utc
stage2,beauty,difsr,baseline,S2_BEAUTY_DIFSR,S1_BEAUTY_DIFSR,S2_BEAUTY_DIFSR,710004,3,ok,0.0206100500709494,0.017488888888888887,0.0164,0.013,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_DIFSR_s2_beauty_difsr_20260418_091523_847279_pid1674186.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/difsr/baseline/S2_BEAUTY_DIFSR.log,186.5140986442566,,2026-04-18T09:18:24.875260Z
stage2,beauty,bsarec,baseline,S2_BEAUTY_BSAREC,S1_BEAUTY_BSAREC,S2_BEAUTY_BSAREC,710002,1,ok,0.027691620837154,0.020223089869483114,0.0194,0.0147,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_BSARec_s2_beauty_bsarec_20260418_091525_545821_pid1674190.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/bsarec/baseline/S2_BEAUTY_BSAREC.log,197.92588710784912,,2026-04-18T09:18:36.284367Z
stage2,beauty,sasrec,baseline,S2_BEAUTY_SASREC,S1_BEAUTY_SASREC,S2_BEAUTY_SASREC,710003,2,ok,0.11066840831664113,0.08749021535554877,0.0847,0.0616,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_SASRec_s2_beauty_sasrec_20260418_091521_977495_pid1674187.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/sasrec/baseline/S2_BEAUTY_SASREC.log,312.0038547515869,,2026-04-18T09:20:30.364090Z
stage2,foursquare,sasrec,baseline,S2_FOURSQUARE_SASREC,S1_FOURSQUARE_SASREC,S2_FOURSQUARE_SASREC,710007,6,ok,0.2571789273784601,0.2257622403980826,0.1942,0.1688,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_SASRec_s2_foursquare_sasrec_20260418_091522_012203_pid1674193.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/sasrec/baseline/S2_FOURSQUARE_SASREC.log,611.3758380413055,,2026-04-18T09:25:29.742997Z
stage2,beauty,tisasrec,baseline,S2_BEAUTY_TISASREC,S1_BEAUTY_TISASREC,S2_BEAUTY_TISASREC,710001,0,ok,0.11778888888888889,0.07958888888888889,0.0931,0.0563,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/beauty_TiSASRec_s2_beauty_tisasrec_20260418_091521_753219_pid1674189.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/beauty/tisasrec/baseline/S2_BEAUTY_TISASREC.log,688.8518772125244,,2026-04-18T09:26:47.210694Z
stage2,KuaiRecLargeStrictPosV2_0.2,bsarec,baseline,S2_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC,S1_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC,S2_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC,710010,1,ok,0.023063130639102914,0.2878172173933876,0.017,0.2669,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_BSARec_s2_kuaireclargestrictposv2_0_2_bsarec_20260418_091843_504323_pid1674712.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/bsarec/baseline/S2_KUAIRECLARGESTRICTPOSV2_0_2_BSAREC.log,515.919685125351,,2026-04-18T09:27:12.209280Z
stage2,KuaiRecLargeStrictPosV2_0.2,difsr,baseline,S2_KUAIRECLARGESTRICTPOSV2_0_2_DIFSR,S1_KUAIRECLARGESTRICTPOSV2_0_2_DIFSR,S2_KUAIRECLARGESTRICTPOSV2_0_2_DIFSR,710012,6,ok,0.017822222222222222,0.3090111111111111,0.0154,0.3012,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_DIFSR_s2_kuaireclargestrictposv2_0_2_difsr_20260418_092535_427759_pid1675425.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/difsr/baseline/S2_KUAIRECLARGESTRICTPOSV2_0_2_DIFSR.log,410.46246886253357,,2026-04-18T09:32:20.212191Z
stage2,KuaiRecLargeStrictPosV2_0.2,tisasrec,baseline,S2_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC,S1_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC,S2_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC,710009,3,ok,0.02628888888888889,0.30567777777777777,0.019,0.2907,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_TiSASRec_s2_kuaireclargestrictposv2_0_2_tisasrec_20260418_091828_359775_pid1674662.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/tisasrec/baseline/S2_KUAIRECLARGESTRICTPOSV2_0_2_TISASREC.log,912.3476099967957,,2026-04-18T09:33:37.229136Z
stage2,foursquare,difsr,baseline,S2_FOURSQUARE_DIFSR,S1_FOURSQUARE_DIFSR,S2_FOURSQUARE_DIFSR,710008,7,ok,0.1559674632568116,0.1264111111111111,0.1301,0.1026,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_DIFSR_s2_foursquare_difsr_20260418_091523_885923_pid1674194.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/difsr/baseline/S2_FOURSQUARE_DIFSR.log,1188.1165504455566,,2026-04-18T09:35:06.483367Z
stage2,KuaiRecLargeStrictPosV2_0.2,sasrec,baseline,S2_KUAIRECLARGESTRICTPOSV2_0_2_SASREC,S1_KUAIRECLARGESTRICTPOSV2_0_2_SASREC,S2_KUAIRECLARGESTRICTPOSV2_0_2_SASREC,710011,2,ok,0.026095134706813346,0.33937637827788936,0.0189,0.3284,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/KuaiRecLargeStrictPosV2_0.2_SASRec_s2_kuaireclargestrictposv2_0_2_sasrec_20260418_092034_016590_pid1674925.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/kuaireclargestrictposv2_0_2/sasrec/baseline/S2_KUAIRECLARGESTRICTPOSV2_0_2_SASREC.log,1155.7100946903229,,2026-04-18T09:39:46.080752Z
stage2,foursquare,bsarec,baseline,S2_FOURSQUARE_BSAREC,S1_FOURSQUARE_BSAREC,S2_FOURSQUARE_BSAREC,710006,5,ok,0.2172612639127571,0.1817,0.1773,0.1429,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_BSARec_s2_foursquare_bsarec_20260418_091525_823603_pid1674192.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/bsarec/baseline/S2_FOURSQUARE_BSAREC.log,1664.6359708309174,,2026-04-18T09:43:02.997935Z
stage2,foursquare,tisasrec,baseline,S2_FOURSQUARE_TISASREC,S1_FOURSQUARE_TISASREC,S2_FOURSQUARE_TISASREC,710005,4,ok,0.26135555555555556,0.2214677355955558,0.2019,0.167,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/foursquare_TiSASRec_s2_foursquare_tisasrec_20260418_091521_758598_pid1674191.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/foursquare/tisasrec/baseline/S2_FOURSQUARE_TISASREC.log,2603.602394580841,,2026-04-18T09:58:41.964303Z
stage2,lastfm0.03,bsarec,baseline,S2_LASTFM0_03_BSAREC,S1_LASTFM0_03_BSAREC,S2_LASTFM0_03_BSAREC,710014,1,ok,0.3115888888888889,0.3053111111111111,0.297,0.287,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/lastfm0.03_BSARec_s2_lastfm0_03_bsarec_20260418_092719_604178_pid1675680.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/lastfm0_03/bsarec/baseline/S2_LASTFM0_03_BSAREC.log,3648.191981077194,,2026-04-18T10:28:00.407629Z
stage2,movielens1m,bsarec,baseline,S2_MOVIELENS1M_BSAREC,S1_MOVIELENS1M_BSAREC,S2_MOVIELENS1M_BSAREC,710018,2,ok,0.13662222222222223,0.09889004911761154,0.0921,0.0642,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment/movielens1m_BSARec_s2_movielens1m_bsarec_20260418_093953_701036_pid1676807.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment/stage2/movielens1m/bsarec/baseline/S2_MOVIELENS1M_BSAREC.log,3233.922860622406,,2026-04-18T10:33:40.010366Z
