early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0623,ok,0.1047,0.0627,1
True,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0449,ok,0.0486,0.0431,2
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1615,ok,0.1721,0.1645,3
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1624,ok,0.1721,0.1642,4
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1624,ok,0.1738,0.1649,5
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1631,ok,0.1724,0.1657,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657,ok,0.1124,0.0666,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0853,ok,0.1408,0.0845,8
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,ok,0.0543,0.0455,9
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0462,ok,0.0562,0.0447,10
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1066,ok,0.1579,0.1062,11
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,ok,0.1738,0.1648,12
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,ok,0.1727,0.1454,13
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0805,ok,0.1339,0.0807,14
True,13,1.0,1.0,0.0,0.3243215351892433,0.0,1.72537059263873,0.4104039967060089,0.22030040621757507,0.0,0.0035746642494042277,0.6922075444508062,1.9999747279499576,0.649964408405806,4.913464458776959,5.428958836534445,4.913464458776959,0.0,1.0,0.0,1.0,0.0,1.0,9.339310710885113e-05,0.9999066112538916,0.00063315667710342,0.9993671073257799,0.000728242032162778,0.9992720230717088,0.0,0.0,6.158433575621076,4.913464458776959,0.9207081179783975,0.1642,ok,0.1718,0.165,15
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1618,ok,0.1678,0.164,16
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1469,ok,0.1738,0.1515,17
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235,ok,0.1656,0.1232,18
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1641,ok,0.1721,0.1651,19
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1626,ok,0.1724,0.1627,20
