model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
fame,0.0200,0.0014,0.0014,0.0518,0.0035,0.0035,0.0180,0.0012,0.0012,0.0484,0.0033,0.0033,Y,Y,Y,Y,1,1/10,success,P0_A_pair02_C2,fame,C2 std_bs_mid,drop=0.20 lr=0.000406 wd=0,P0/fame_028_a_c2_std_bs_mid.log
fame,0.0200,0.0014,0.0014,0.0518,0.0037,0.0037,0.0180,0.0012,0.0011,0.0484,0.0034,0.0034,,Y,,Y,2,2/10,success,P0_A_pair02_C2,fame,C2 std_bs_mid,drop=0.10 lr=0.000386 wd=0.0001,P0/fame_028_a_c2_std_bs_mid.log
fame,0.0200,0.0014,0.0013,0.0518,0.0037,0.0035,0.0180,0.0013,0.0013,0.0484,0.0035,0.0035,,,Y,Y,4,4/10,success,P0_A_pair02_C2,fame,C2 std_bs_mid,drop=0.10 lr=7.32e-05 wd=5e-05,P0/fame_028_a_c2_std_bs_mid.log
fame,0.0221,0.0221,0.0221,0.0564,0.0564,0.0564,0.0195,0.0195,0.0195,0.0531,0.0531,0.0531,Y,Y,Y,Y,7,7/10,success,P0_A_pair02_C2,fame,C2 std_bs_mid,drop=0.15 lr=0.00198 wd=0.0001,P0/fame_028_a_c2_std_bs_mid.log
gru4rec,0.0227,0.0227,0.0227,0.0623,0.0623,0.0623,0.0223,0.0223,0.0223,0.0607,0.0607,0.0607,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.15 lr=0.00151 wd=0,P0/gru4rec_019_a_c1_hi_bs_short.log
gru4rec,0.0227,0.0227,0.0226,0.0636,0.0636,0.0636,0.0223,0.0223,0.0212,0.0607,0.0607,0.0593,,Y,,,2,2/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.05 lr=0.00144 wd=0.0001,P0/gru4rec_019_a_c1_hi_bs_short.log
gru4rec,0.0229,0.0229,0.0229,0.0636,0.0636,0.0592,0.0223,0.0223,0.0214,0.0607,0.0607,0.0581,Y,,,,7,7/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.10 lr=0.00789 wd=0.0001,P0/gru4rec_019_a_c1_hi_bs_short.log
gru4rec,0.0232,0.0232,0.0232,0.0641,0.0641,0.0641,0.0223,0.0223,0.0213,0.0607,0.0607,0.0581,Y,Y,,,8,8/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.00 lr=0.0038 wd=1e-05,P0/gru4rec_019_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0234,0.0234,0.0641,0.0641,0.0637,0.0223,0.0223,0.0214,0.0607,0.0607,0.0598,Y,,,,9,9/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.10 lr=0.00294 wd=0,P0/gru4rec_019_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0227,0.0227,0.0641,0.0608,0.0608,0.0223,0.0214,0.0214,0.0607,0.0595,0.0595,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C2,gru4rec,C2 std_bs_mid,drop=0.20 lr=0.000988 wd=0,P0/gru4rec_021_a_c2_std_bs_mid.log
gru4rec,0.0234,0.0232,0.0232,0.0645,0.0645,0.0645,0.0223,0.0218,0.0218,0.0607,0.0606,0.0606,Y,Y,Y,Y,2,2/10,success,P0_A_pair01_C2,gru4rec,C2 std_bs_mid,drop=0.10 lr=0.000939 wd=0.0001,P0/gru4rec_021_a_c2_std_bs_mid.log
gru4rec,0.0234,0.0227,0.0227,0.0645,0.0623,0.0623,0.0223,0.0223,0.0223,0.0607,0.0607,0.0607,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.15 lr=0.00151 wd=0,P0/gru4rec_023_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0227,0.0226,0.0645,0.0636,0.0636,0.0223,0.0223,0.0212,0.0607,0.0607,0.0593,,Y,,,2,2/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.05 lr=0.00144 wd=0.0001,P0/gru4rec_023_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0229,0.0229,0.0645,0.0636,0.0592,0.0223,0.0223,0.0214,0.0607,0.0607,0.0581,Y,,,,7,7/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.10 lr=0.00789 wd=0.0001,P0/gru4rec_023_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0232,0.0232,0.0645,0.0641,0.0641,0.0223,0.0223,0.0213,0.0607,0.0607,0.0581,Y,Y,,,8,8/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.00 lr=0.0038 wd=1e-05,P0/gru4rec_023_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0234,0.0234,0.0645,0.0641,0.0637,0.0223,0.0223,0.0214,0.0607,0.0607,0.0598,Y,,,,9,9/10,success,P0_A_pair01_C1,gru4rec,C1 hi_bs_short,drop=0.10 lr=0.00294 wd=0,P0/gru4rec_023_a_c1_hi_bs_short.log
gru4rec,0.0234,0.0227,0.0227,0.0645,0.0608,0.0608,0.0223,0.0214,0.0214,0.0607,0.0595,0.0595,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C2,gru4rec,C2 std_bs_mid,drop=0.20 lr=0.000988 wd=0,P0/gru4rec_025_a_c2_std_bs_mid.log
gru4rec,0.0234,0.0232,0.0232,0.0645,0.0645,0.0645,0.0223,0.0218,0.0218,0.0607,0.0606,0.0606,Y,Y,Y,Y,2,2/10,success,P0_A_pair01_C2,gru4rec,C2 std_bs_mid,drop=0.10 lr=0.000939 wd=0.0001,P0/gru4rec_025_a_c2_std_bs_mid.log
sasrec,0.0185,0.0185,0.0185,0.0646,0.0646,0.0646,0.0174,0.0174,0.0174,0.0605,0.0605,0.0605,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.15 lr=0.00151 wd=0,P0/sasrec_018_a_c1_hi_bs_short.log
sasrec,0.0188,0.0188,0.0188,0.0646,0.0646,0.0616,0.0174,0.0174,0.0173,0.0605,0.0605,0.0570,Y,,,,3,3/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.00 lr=0.000138 wd=0,P0/sasrec_018_a_c1_hi_bs_short.log
sasrec,0.0195,0.0195,0.0195,0.0646,0.0646,0.0640,0.0177,0.0177,0.0177,0.0605,0.0605,0.0587,Y,,Y,,4,4/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.05 lr=0.000253 wd=5e-05,P0/sasrec_018_a_c1_hi_bs_short.log
sasrec,0.0197,0.0197,0.0197,0.0646,0.0646,0.0637,0.0182,0.0182,0.0182,0.0605,0.0605,0.0582,Y,,Y,,5,5/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.10 lr=0.000153 wd=1e-06,P0/sasrec_018_a_c1_hi_bs_short.log
sasrec,0.0197,0.0191,0.0191,0.0646,0.0621,0.0621,0.0182,0.0173,0.0173,0.0605,0.0554,0.0554,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.20 lr=0.000988 wd=0,P0/sasrec_020_a_c2_std_bs_mid.log
sasrec,0.0197,0.0191,0.0186,0.0646,0.0637,0.0637,0.0182,0.0173,0.0173,0.0605,0.0583,0.0583,,Y,,Y,2,2/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000939 wd=0.0001,P0/sasrec_020_a_c2_std_bs_mid.log
sasrec,0.0197,0.0193,0.0193,0.0646,0.0637,0.0622,0.0182,0.0177,0.0177,0.0605,0.0583,0.0583,Y,,Y,,3,3/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.05 lr=9.59e-05 wd=0,P0/sasrec_020_a_c2_std_bs_mid.log
sasrec,0.0197,0.0195,0.0195,0.0646,0.0637,0.0626,0.0182,0.0180,0.0180,0.0605,0.0583,0.0580,Y,,Y,,4,4/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000173 wd=5e-05,P0/sasrec_020_a_c2_std_bs_mid.log
sasrec,0.0198,0.0198,0.0198,0.0646,0.0643,0.0643,0.0182,0.0182,0.0182,0.0605,0.0587,0.0587,Y,Y,Y,Y,5,5/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.15 lr=0.000106 wd=1e-06,P0/sasrec_020_a_c2_std_bs_mid.log
sasrec,0.0198,0.0185,0.0185,0.0646,0.0646,0.0646,0.0182,0.0174,0.0174,0.0605,0.0605,0.0605,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.15 lr=0.00151 wd=0,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.0198,0.0188,0.0188,0.0646,0.0646,0.0616,0.0182,0.0174,0.0173,0.0605,0.0605,0.0570,Y,,,,3,3/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.00 lr=0.000138 wd=0,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.0198,0.0195,0.0195,0.0646,0.0646,0.0640,0.0182,0.0177,0.0177,0.0605,0.0605,0.0587,Y,,Y,,4,4/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.05 lr=0.000253 wd=5e-05,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.0198,0.0197,0.0197,0.0646,0.0646,0.0637,0.0182,0.0182,0.0182,0.0605,0.0605,0.0582,Y,,Y,,5,5/10,success,P0_A_pair01_C1,sasrec,C1 hi_bs_short,drop=0.10 lr=0.000153 wd=1e-06,P0/sasrec_022_a_c1_hi_bs_short.log
sasrec,0.0198,0.0191,0.0191,0.0646,0.0621,0.0621,0.0182,0.0173,0.0173,0.0605,0.0554,0.0554,Y,Y,Y,Y,1,1/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.20 lr=0.000988 wd=0,P0/sasrec_024_a_c2_std_bs_mid.log
sasrec,0.0198,0.0191,0.0186,0.0646,0.0637,0.0637,0.0182,0.0173,0.0173,0.0605,0.0583,0.0583,,Y,,Y,2,2/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000939 wd=0.0001,P0/sasrec_024_a_c2_std_bs_mid.log
sasrec,0.0198,0.0193,0.0193,0.0646,0.0637,0.0622,0.0182,0.0177,0.0177,0.0605,0.0583,0.0583,Y,,Y,,3,3/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.05 lr=9.59e-05 wd=0,P0/sasrec_024_a_c2_std_bs_mid.log
sasrec,0.0198,0.0195,0.0195,0.0646,0.0637,0.0626,0.0182,0.0180,0.0180,0.0605,0.0583,0.0580,Y,,Y,,4,4/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.10 lr=0.000173 wd=5e-05,P0/sasrec_024_a_c2_std_bs_mid.log
sasrec,0.0198,0.0198,0.0198,0.0646,0.0643,0.0643,0.0182,0.0182,0.0182,0.0605,0.0587,0.0587,Y,Y,Y,Y,5,5/10,success,P0_A_pair01_C2,sasrec,C2 std_bs_mid,drop=0.15 lr=0.000106 wd=1e-06,P0/sasrec_024_a_c2_std_bs_mid.log
