early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,14,0.08,ok,0.1864,0.1612,1
True,15,0.0807,ok,0.1885,0.1618,2
True,16,0.0805,ok,0.188,0.1617,3
True,14,0.0803,ok,0.1869,0.1606,4
True,15,0.0799,ok,0.187,0.1613,5
True,16,0.0806,ok,0.1879,0.1616,6
True,31,0.0811,ok,0.1888,0.1615,7
True,27,0.0809,ok,0.188,0.1617,8
True,37,0.0808,ok,0.1877,0.1616,9
True,16,0.0804,ok,0.1877,0.1616,10
