early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,21,0.2024,ok,0.3149,0.1719,1
True,17,0.2012,ok,0.3213,0.1735,2
True,16,0.2058,ok,0.3229,0.1755,3
True,17,0.1955,ok,0.3221,0.1631,4
True,27,0.1983,ok,0.3201,0.1673,5
True,17,0.2025,ok,0.3189,0.1717,6
True,21,0.2079,ok,0.3189,0.1752,7
True,21,0.2083,ok,0.3185,0.1748,8
True,16,0.206,ok,0.3237,0.1756,9
True,23,0.2048,ok,0.3173,0.1745,10
True,27,0.1976,ok,0.3177,0.1651,11
True,27,0.1973,ok,0.3177,0.1668,12
True,17,0.205,ok,0.3209,0.1759,13
True,17,0.2049,ok,0.3197,0.1754,14
True,17,0.2051,ok,0.3185,0.1754,15
True,16,0.2061,ok,0.3241,0.1746,16
True,18,0.2031,ok,0.3249,0.1735,17
True,23,0.2065,ok,0.3161,0.1749,18
True,18,0.2067,ok,0.3225,0.1743,19
True,21,0.2064,ok,0.3161,0.1726,20
True,21,0.2084,ok,0.3217,0.1758,21
True,21,0.2076,ok,0.3193,0.1748,22
True,21,0.2077,ok,0.3197,0.1751,23
True,21,0.2082,ok,0.3189,0.1754,24
True,21,0.2064,ok,0.3173,0.1733,25
True,21,0.2078,ok,0.3173,0.1745,26
True,21,0.208,ok,0.3217,0.1757,27
True,21,0.2056,ok,0.3169,0.173,28
True,21,0.208,ok,0.3165,0.1738,29
True,17,0.2058,ok,0.3201,0.1739,30
