global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,selected_from_stage,selection_score,search_algo,source_family_id,stage_group,template_count,aux_route_consistency_lambda,aux_z_loss_lambda
0.310000,0.310000,P4XD_XD_LASTFM0_03_L03_H11_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,lastfm0.03,1,3,running,0.307900,,,,,,2026-04-15T15:06:39.611968Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L03_h11_fast,template,transfer,H11,kuai_h11_fast,one wide-cap sparse probe,tpe,kuai_h11_fast,cross_dataset,4,0.0008,0.0002
0.311500,0.311500,P4XD_XD_LASTFM0_03_L04_H2_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,lastfm0.03,1,5,running,0.307800,,,,,,2026-04-15T15:33:54.965858Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L04_h2_regularized,template,transfer,H2,kuai_h2_regularized,regularized sparse transfer,tpe,kuai_h2_regularized,cross_dataset,4,0.0008,0.0002
0.311600,0.311600,P4XD_XD_LASTFM0_03_L04_H2_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,trial_new_best,lastfm0.03,1,5,running,0.309900,,,,,,2026-04-15T15:50:56.954775Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L04_h2_regularized,template,transfer,H2,kuai_h2_regularized,regularized sparse transfer,tpe,kuai_h2_regularized,cross_dataset,4,0.0008,0.0002
0.311600,0.311300,P4XD_XD_LASTFM0_03_L03_H11_FAST_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,lastfm0.03,1,3,run_complete_no_result,0.308500,,,False,False,,2026-04-15T15:58:43.222673Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L03_h11_fast,template,transfer,H11,kuai_h11_fast,one wide-cap sparse probe,tpe,kuai_h11_fast,cross_dataset,4,0.0008,0.0002
0.311600,0.309200,P4XD_XD_LASTFM0_03_L02_H15_LIGHT_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,lastfm0.03,1,4,run_complete_no_result,0.304000,,,False,False,,2026-04-15T16:32:37.484499Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L02_h15_light,template,exploit,H15,v3_sparse_light_anchor,light sparse backup,tpe,v3_sparse_light_anchor,cross_dataset,4,0.0008,0.0002
0.311600,0.310500,P4XD_XD_LASTFM0_03_L01_H5_ANCHOR_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,lastfm0.03,1,1,run_complete_no_result,0.312100,,,False,False,,2026-04-15T16:40:05.557805Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L01_h5_anchor,template,exploit,H5,v3_lastfm_default_outlier,minimal lastfm carry-over,tpe,v3_lastfm_default_outlier,cross_dataset,4,0.0005,0.0001
0.311600,0.311600,P4XD_XD_LASTFM0_03_L04_H2_REGULARIZED_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,run_complete,lastfm0.03,1,5,run_complete_no_result,0.309900,,,False,False,,2026-04-15T17:01:33.832332Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,cross_dataset,L04_h2_regularized,template,transfer,H2,kuai_h2_regularized,regularized sparse transfer,tpe,kuai_h2_regularized,cross_dataset,4,0.0008,0.0002
