global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,parent_profile_id,concept_id,detail_id,parent_run_phase,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.195900,0.199500,GRU4Rec,0.195900,0.199500,0.195900,0.199500,D1,C7,FOCUS,D1,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",2.127341e-03,8.500000e-03,4.252340e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D1_S1,SC_LASTFM0_03_GRU4REC_C7_D1_S1,lastfm0.03,C7_D1,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d1_s1_20260402_004942_611638_pid5905.json,2026-04-02T01:16:00.479244Z
0.195900,0.199500,GRU4Rec,0.195900,0.199500,0.190200,0.191700,D2,C7,FOCUS,D2,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",2.169888e-03,9.720000e-03,4.592528e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D2_S1,SC_LASTFM0_03_GRU4REC_C7_D2_S1,lastfm0.03,C7_D2,1,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d2_s1_20260402_004943_041494_pid5906.json,2026-04-02T01:22:20.941792Z
0.195900,0.199500,GRU4Rec,0.195900,0.199500,0.190700,0.186600,D4,C7,FOCUS,D4,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.735910e-03,1.000000e-02,4.166426e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D4_S1,SC_LASTFM0_03_GRU4REC_C7_D4_S1,lastfm0.03,C7_D4,1,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d4_s1_20260402_004943_042005_pid5908.json,2026-04-02T01:26:09.246967Z
0.201500,0.199500,GRU4Rec,0.201500,0.199500,0.201500,0.196900,D3,C7,FOCUS,D3,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.713069e-03,8.550000e-03,3.827106e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D3_S1,SC_LASTFM0_03_GRU4REC_C7_D3_S1,lastfm0.03,C7_D3,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d3_s1_20260402_004942_890973_pid5907.json,2026-04-02T01:34:00.802070Z
0.201500,0.199500,GRU4Rec,0.201500,0.199500,0.200200,0.195900,D6,C7,FOCUS,D6,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.894346e-03,1.000000e-02,4.352409e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D6_S1,SC_LASTFM0_03_GRU4REC_C7_D6_S1,lastfm0.03,C7_D6,1,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d6_s1_20260402_012226_068849_pid7742.json,2026-04-02T01:49:59.861289Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.204800,0.201200,D5,C7,FOCUS,D5,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.232891e-03,8.250000e-03,3.189255e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D5_S1,SC_LASTFM0_03_GRU4REC_C7_D5_S1,lastfm0.03,C7_D5,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d5_s1_20260402_011605_619414_pid7420.json,2026-04-02T01:57:46.414595Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.187900,0.189000,D7,C7,FOCUS,D7,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.742486e-03,1.000000e-02,4.174309e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D7_S1,SC_LASTFM0_03_GRU4REC_C7_D7_S1,lastfm0.03,C7_D7,1,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d7_s1_20260402_012614_341285_pid7952.json,2026-04-02T02:05:47.978981Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.201400,0.198400,D8,C7,FOCUS,D8,P18_SC_D00_M01_P01_GRU4REC_B7_C7_S1,"LR6,LR5",1.675001e-03,8.360000e-03,3.742059e-03,D,P19_SC_D00_M01_P01_GRU4REC_C7_D8_S1,SC_LASTFM0_03_GRU4REC_C7_D8_S1,lastfm0.03,C7_D8,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p01_gru4rec_c7_d8_s1_20260402_013406_020010_pid8365.json,2026-04-02T02:09:51.302421Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.193300,0.187400,D1,C7,FOCUS,D1,P18_SC_D00_M01_P02_GRU4REC_B8_C7_S1,"LR6,LR5",1.379344e-03,8.500000e-03,3.424095e-03,D,P19_SC_D00_M01_P02_GRU4REC_C7_D1_S1,SC_LASTFM0_03_GRU4REC_C7_D1_S1,lastfm0.03,C7_D1,1,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p02_gru4rec_c7_d1_s1_20260402_015004_930204_pid9045.json,2026-04-02T02:30:53.671884Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.192700,0.189900,D2,C7,FOCUS,D2,P18_SC_D00_M01_P02_GRU4REC_B8_C7_S1,"LR6,LR5",1.406931e-03,9.720000e-03,3.698023e-03,D,P19_SC_D00_M01_P02_GRU4REC_C7_D2_S1,SC_LASTFM0_03_GRU4REC_C7_D2_S1,lastfm0.03,C7_D2,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p02_gru4rec_c7_d2_s1_20260402_015751_725363_pid9405.json,2026-04-02T02:42:42.487285Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.197300,0.191500,D4,C7,FOCUS,D4,P18_SC_D00_M01_P02_GRU4REC_B8_C7_S1,"LR6,LR5",1.125545e-03,1.000000e-02,3.354914e-03,D,P19_SC_D00_M01_P02_GRU4REC_C7_D4_S1,SC_LASTFM0_03_GRU4REC_C7_D4_S1,lastfm0.03,C7_D4,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p02_gru4rec_c7_d4_s1_20260402_020956_494475_pid9983.json,2026-04-02T02:54:08.261480Z
0.204800,0.201200,GRU4Rec,0.204800,0.201200,0.172200,0.165600,D3,C7,FOCUS,D3,P18_SC_D00_M01_P02_GRU4REC_B8_C7_S1,"LR6,LR5",1.110735e-03,8.550000e-03,3.081685e-03,D,P19_SC_D00_M01_P02_GRU4REC_C7_D3_S1,SC_LASTFM0_03_GRU4REC_C7_D3_S1,lastfm0.03,C7_D3,1,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/staged_microwide_anchor2_core5/P19/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p19_sc_d00_m01_p02_gru4rec_c7_d3_s1_20260402_020553_035271_pid9776.json,2026-04-02T02:56:14.450600Z
