early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,43,0.081,ok,0.1231,0.0463,1
True,39,0.0775,ok,0.1394,0.0572,2
True,22,0.0888,ok,0.1417,0.0566,3
True,19,0.0811,ok,0.1362,0.0577,4
True,17,0.0761,ok,0.1334,0.0512,5
True,21,0.0807,ok,0.1296,0.0552,6
True,25,0.0787,ok,0.1171,0.0498,7
True,24,0.0829,ok,0.1278,0.0526,8
True,32,0.0777,ok,0.1301,0.0512,9
True,22,0.0819,ok,0.1436,0.0547,10
True,34,0.0787,ok,0.1259,0.0538,11
True,81,0.0885,ok,0.1348,0.0567,12
True,24,0.0762,ok,0.1227,0.0502,13
True,24,0.0961,ok,0.1375,0.0628,14
True,37,0.0804,ok,0.1348,0.0541,15
True,22,0.0861,ok,0.1403,0.0567,16
True,22,0.0756,ok,0.1301,0.0532,17
True,31,0.0795,ok,0.1269,0.051,18
True,27,0.0737,ok,0.1329,0.0574,19
True,47,0.0954,ok,0.151,0.0685,20
True,47,0.0981,ok,0.1468,0.0659,21
True,31,0.0853,ok,0.1389,0.0569,22
True,43,0.0982,ok,0.1468,0.0594,23
True,53,0.088,ok,0.1352,0.0581,24
