early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,25,0.1958,ok,0.3205,0.1643,1
True,25,0.1958,ok,0.3137,0.1643,2
True,21,0.1958,ok,0.3114,0.1671,3
True,21,0.1965,ok,0.3177,0.1682,4
True,21,0.1971,ok,0.3209,0.1682,5
True,22,0.195,ok,0.3122,0.1646,6
