early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,26,0.0198,ok,0.3102,0.2536,1
True,26,0.0193,ok,0.3102,0.2604,2
True,26,0.0196,ok,0.3091,0.2587,3
True,16,0.0185,ok,0.3483,0.302,4
