early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,12,0.0081,ok,0.2971,0.2769,1
True,20,0.0115,ok,0.2696,0.2255,2
True,25,0.0096,ok,0.3135,0.3018,3
True,19,0.0085,ok,0.3165,0.3059,4
True,33,0.0099,ok,0.3097,0.2855,5
True,28,0.0101,ok,0.3138,0.2943,6
True,29,0.0115,ok,0.2475,0.1917,7
True,49,0.0109,ok,0.1907,0.1415,8
True,33,0.0105,ok,0.2723,0.2273,9
True,40,0.0111,ok,0.1981,0.1474,10
