early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,22,0.0749,ok,0.1546,0.0729,1
True,71,0.0484,ok,0.1265,0.0417,2
True,23,0.0695,ok,0.1475,0.0778,3
True,19,0.0674,ok,0.1475,0.0763,4
True,59,0.0584,ok,0.1335,0.0533,5
True,45,0.0736,ok,0.1288,0.0741,6
True,19,0.0537,ok,0.1335,0.0544,7
True,27,0.0717,ok,0.1358,0.0738,8
True,22,0.0727,ok,0.1546,0.0728,9
False,100,0.0586,ok,0.1335,0.0538,10
True,21,0.0688,ok,0.1335,0.0751,11
True,78,0.0538,ok,0.1358,0.0511,12
True,52,0.0754,ok,0.1335,0.0717,13
True,38,0.0768,ok,0.1499,0.0761,14
True,41,0.06,ok,0.1405,0.0545,15
True,51,0.0668,ok,0.1358,0.0744,16
True,50,0.0748,ok,0.1311,0.0726,17
True,53,0.0589,ok,0.1429,0.0576,18
True,74,0.0626,ok,0.1499,0.0577,19
True,34,0.0598,ok,0.1288,0.053,20
True,31,0.073,ok,0.1335,0.0721,21
True,31,0.0775,ok,0.1382,0.072,22
True,31,0.0774,ok,0.1382,0.0717,23
True,31,0.0745,ok,0.1335,0.0722,24
