dataset,model,model_label,pair_id,combo_id,combo_kind,best_valid_mrr20,seen_test_mrr20,test_mrr20,avg_epoch_time_sec,test_inference_time_sec,result_path
beauty,sasrec,SASRec,P001,C1,existing_primary,0.0016,0.00019102197748883747,0.0002,1.228938341140747,0.018352985382080078,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_3/beauty_SASRec_full_history_v4_c4_smoke2_dbeauty_msasrec_p001_c1_s1_20260416_113757_275337_pid337377.json
