early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,60,0.0911,ok,0.1151,0.0748,1
True,47,0.1347,ok,0.1779,0.1047,2
False,60,0.1527,ok,0.201,0.1242,3
True,58,0.1179,ok,0.1511,0.0972,4
False,60,0.1534,ok,0.205,0.1214,5
True,49,0.1189,ok,0.1515,0.0971,6
False,60,0.0877,ok,0.1203,0.0703,7
False,60,0.1252,ok,0.1591,0.102,8
False,60,0.082,ok,0.0947,0.0662,9
True,11,0.0036,ok,0.0064,0.0047,10
False,60,0.1103,ok,0.1447,0.0927,11
False,60,0.1619,ok,0.2114,0.1275,12
True,57,0.1205,ok,0.1379,0.0884,13
True,37,0.1258,ok,0.1655,0.1028,14
