dataset,model,combo_id,combo_kind,priority,est_runtime_sec,runtime_class,max_evals,epochs,patience,seed,run_phase,space_yaml,base_params_json,search_json
beauty,difsr,K1,tiny_short,critical,70.7,very_fast,12,100,7,2026042201,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K1.yaml,"{""attribute_hidden_size"": 80, ""dropout"": 0.19, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.21, ""max_len"": 10, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}","{""MAX_ITEM_LIST_LENGTH"": [10, 12, 14], ""attribute_hidden_size"": [80, 96, 160, 224], ""learning_rate"": [0.0008, 0.004]}"
beauty,difsr,K10,reg_heavy,critical,70.7,very_fast,12,100,7,2026042210,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K10,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K10.yaml,"{""attribute_hidden_size"": 128, ""dropout"": 0.22, ""embedding_size"": 192, ""fusion_type"": ""concat"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00057}","{""attribute_hidden_size"": [96, 128, 160, 224], ""dropout"": [0.18, 0.22, 0.27], ""learning_rate"": [0.0008, 0.004]}"
beauty,difsr,K11,reg_light,critical,70.7,very_fast,12,100,7,2026042211,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K11,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K11.yaml,"{""attribute_hidden_size"": 112, ""dropout"": 0.14, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.23, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000117}","{""attribute_hidden_size"": [112, 128, 160, 224], ""dropout"": [0.1, 0.14, 0.19], ""learning_rate"": [0.006, 0.018]}"
beauty,difsr,K12,gate_midattr_short,critical,70.7,very_fast,12,100,7,2026042212,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K12.yaml,"{""attribute_hidden_size"": 192, ""dropout"": 0.2, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}","{""MAX_ITEM_LIST_LENGTH"": [12, 14, 16], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018]}"
beauty,difsr,K13,gate_midattr_mid,critical,70.7,very_fast,12,100,7,2026042213,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K13,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K13.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.18, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000342}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018]}"
beauty,difsr,K14,gate_highattr_short,critical,70.7,very_fast,12,100,7,2026042214,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K14,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K14.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.26, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.24, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000676}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.003, 0.024]}"
beauty,difsr,K15,gate_highattr_mid,critical,70.7,very_fast,12,100,7,2026042215,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K15,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K15.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.24, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000572}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.003, 0.024]}"
beauty,difsr,K16,gate_highattr_deep,critical,70.7,very_fast,12,100,7,2026042216,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K16,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K16.yaml,"{""attribute_hidden_size"": 256, ""dropout"": 0.22, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 18, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.000442}","{""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018], ""weight_decay"": [0.0002652, 0.000442, 0.0007956]}"
beauty,difsr,K17,concat_midattr_short,critical,70.7,very_fast,12,100,7,2026042217,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K17,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K17.yaml,"{""attribute_hidden_size"": 208, ""dropout"": 0.18, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000342}","{""MAX_ITEM_LIST_LENGTH"": [12, 14, 16], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018]}"
beauty,difsr,K18,concat_highattr_mid,critical,70.7,very_fast,12,100,7,2026042218,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K18,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K18.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.23, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.26, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000416}","{""MAX_ITEM_LIST_LENGTH"": [14, 16, 18], ""fusion_type"": [""gate"", ""concat""], ""learning_rate"": [0.006, 0.018]}"
