dataset,model,combo_id,combo_kind,priority,run_phase,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,test_unseen_mrr20,test_main_seen_count,test_main_unseen_count,est_runtime_sec,elapsed_sec,max_evals,epochs,patience,seed,result_path,log_path,space_yaml,error,timestamp_utc,base_params_json
beauty,difsr,K14,gate_highattr_short,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K14,5,ok,0.0304,0.026,0.0,0.0,349,248,70.7,48.734,12,100,7,2026042214,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k14_20260416_071349_018451_pid1311531.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K14.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K14.yaml,,2026-04-16T07:14:41.812979+00:00,"{""attribute_hidden_size"": 224, ""dropout"": 0.26, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.24, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000676}"
beauty,difsr,K1,tiny_short,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K1,0,ok,0.0093,0.0043,0.0,0.0,349,248,70.7,48.823,12,100,7,2026042201,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k1_20260416_071348_685476_pid1311522.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K1.yaml,,2026-04-16T07:14:42.133621+00:00,"{""attribute_hidden_size"": 80, ""dropout"": 0.19, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.21, ""max_len"": 10, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}"
beauty,difsr,K15,gate_highattr_mid,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K15,6,ok,0.0163,0.0101,0.0,0.0,349,248,70.7,66.004,12,100,7,2026042215,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k15_20260416_071348_967029_pid1311532.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K15.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K15.yaml,,2026-04-16T07:14:53.252524+00:00,"{""attribute_hidden_size"": 256, ""dropout"": 0.24, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000572}"
beauty,difsr,K13,gate_midattr_mid,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K13,4,ok,0.0205,0.0114,0.0,0.0,349,248,70.7,69.761,12,100,7,2026042213,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k13_20260416_071348_817968_pid1311528.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K13.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K13.yaml,,2026-04-16T07:15:00.996992+00:00,"{""attribute_hidden_size"": 224, ""dropout"": 0.18, ""embedding_size"": 192, ""fusion_type"": ""gate"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000342}"
beauty,difsr,K11,reg_light,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K11,2,ok,0.0318,0.024,0.0,0.0,349,248,70.7,70.027,12,100,7,2026042211,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k11_20260416_071349_019283_pid1311529.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K11.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K11.yaml,,2026-04-16T07:15:01.523192+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.14, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.23, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.000117}"
beauty,difsr,K12,gate_midattr_short,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12,3,ok,0.0969,0.0592,0.0,0.0,349,248,70.7,82.283,12,100,7,2026042212,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k12_20260416_071349_011106_pid1311530.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K12.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K12.yaml,,2026-04-16T07:15:09.499671+00:00,"{""attribute_hidden_size"": 192, ""dropout"": 0.2, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00038}"
beauty,difsr,K10,reg_heavy,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K10,1,ok,0.0192,0.019,0.0,0.0,349,248,70.7,85.368,12,100,7,2026042210,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k10_20260416_071348_836452_pid1311524.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K10.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K10.yaml,,2026-04-16T07:15:12.598930+00:00,"{""attribute_hidden_size"": 128, ""dropout"": 0.22, ""embedding_size"": 192, ""fusion_type"": ""concat"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00057}"
beauty,difsr,K16,gate_highattr_deep,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K16,7,ok,0.0182,0.0121,0.0,0.0,349,248,70.7,97.053,12,100,7,2026042216,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k16_20260416_071348_814220_pid1311533.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K16.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K16.yaml,,2026-04-16T07:15:24.243236+00:00,"{""attribute_hidden_size"": 256, ""dropout"": 0.22, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 18, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.000442}"
beauty,difsr,K17,concat_midattr_short,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K17,5,ok,0.0849,0.0362,0.0,0.0,349,248,70.7,62.052,12,100,7,2026042217,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k17_20260416_071445_286131_pid1311971.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K17.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K17.yaml,,2026-04-16T07:15:45.685923+00:00,"{""attribute_hidden_size"": 208, ""dropout"": 0.18, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.21, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000342}"
beauty,difsr,K2,small_short,critical,BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K2,4,ok,0.0179,0.0089,0.0,0.0,349,248,70.7,44.476,12,100,7,2026042202,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_2_beauty_difsr_k2_20260416_071504_224010_pid1312088.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/session_logs/BASELINE2_ADDTUNE3_2_BEAUTY_DIFSR_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3_2/spaces/beauty_difsr_K2.yaml,,2026-04-16T07:15:48.737159+00:00,"{""attribute_hidden_size"": 96, ""dropout"": 0.18, ""embedding_size"": 128, ""fusion_type"": ""concat"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.21, ""max_len"": 10, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000323}"
