metric,FDSA,FeaturedMoE_N3,TiSASRec,SASRec,DuoRec,FEARec,GRU4Rec,FAME,BSARec,DIFSR
hit@5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004032258064516129,0.0
hit@10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004032258064516129,0.0
hit@20,0.0,0.0,0.0,0.0,0.0,0.004032258064516129,0.0,0.008064516129032258,0.008064516129032258,0.0
ndcg@5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025440716455059666,0.0
ndcg@10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025440716455059666,0.0
ndcg@20,0.0,0.0,0.0,0.0,0.0,0.0009864941239356995,0.0,0.001898458888453822,0.0034770483090992895,0.0
mrr@5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020161290322580645,0.0
mrr@10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020161290322580645,0.0
mrr@20,0.0,0.0,0.0,0.0,0.0,0.00025201612903225806,0.0,0.0004480286771731992,0.002228353142498001,0.0
