metric,FDSA,FeaturedMoE_N3,TiSASRec,SASRec,DuoRec,FEARec,GRU4Rec,FAME,BSARec,DIFSR
hit@5,0.09169054441260745,0.10315186246418338,0.07736389684813753,0.09742120343839542,0.10315186246418338,0.10028653295128939,0.02865329512893983,0.008595988538681949,0.0028653295128939827,0.0
hit@10,0.11461318051575932,0.14326647564469913,0.1174785100286533,0.12607449856733524,0.12607449856733524,0.12320916905444126,0.04871060171919771,0.014326647564469915,0.0028653295128939827,0.0028653295128939827
hit@20,0.14613180515759314,0.18624641833810887,0.17478510028653296,0.1518624641833811,0.16332378223495703,0.1518624641833811,0.06876790830945559,0.014326647564469915,0.0057306590257879654,0.008595988538681949
ndcg@5,0.07651175255420214,0.06569891792313759,0.05626764261620092,0.06388962157817829,0.05954585188097804,0.05866996854287505,0.018653482881863002,0.005406455102144476,0.0014326647564469914,0.0
ndcg@10,0.0838693523816871,0.07837255021562549,0.0693601399745504,0.07310597671137156,0.06657714633682055,0.06599328417149519,0.025224177406988717,0.007138631917685697,0.0014326647564469914,0.0010206509797825855
ndcg@20,0.09173470112177567,0.08918263009591909,0.08365897672053395,0.07974975511303604,0.07582890773912555,0.07325250422715458,0.030330656848869215,0.007138631917685697,0.002107188831427719,0.0023581498758840696
mrr@5,0.07148997144063769,0.05319961820085957,0.04947468967184979,0.052387774716475634,0.04479465153292462,0.04465138506581927,0.015377268451332705,0.004393505290107945,0.0009551098660958189,0.0
mrr@10,0.07449401934286927,0.05826056340874779,0.05494837881330091,0.056167280883194726,0.047476918359199025,0.04762359597536076,0.0181345796388678,0.005038204434778765,0.0009551098660958189,0.00047755493304790943
mrr@20,0.07659305427170073,0.061190005178352484,0.058781694898376494,0.058059165782607385,0.049931241396846605,0.04961829929262997,0.019553773297279815,0.005038204434778765,0.001114294840220394,0.0007875467247641872
