metric,FDSA,FeaturedMoE_N3,TiSASRec,SASRec,DuoRec,FEARec,GRU4Rec,FAME,BSARec,DIFSR
hit@5,0.05360134003350084,0.06030150753768844,0.04522613065326633,0.05695142378559464,0.06030150753768844,0.05862646566164154,0.01675041876046901,0.005025125628140704,0.0033500837520938024,0.0
hit@10,0.06700167504187604,0.08375209380234507,0.06867671691792294,0.07370184254606366,0.07370184254606366,0.07202680067001675,0.02847571189279732,0.008375209380234505,0.0033500837520938024,0.0016750418760469012
hit@20,0.08542713567839195,0.10887772194304858,0.10217755443886097,0.08877721943048576,0.09547738693467336,0.09045226130653267,0.04020100502512563,0.011725293132328308,0.006700167504187605,0.005025125628140704
ndcg@5,0.04472797594877144,0.038406905117546096,0.03289347951935364,0.037349209264295184,0.034809886610488,0.03429785430730887,0.01090463237147435,0.003160557505273739,0.0018943547204111888,0.0
ndcg@10,0.04902915239733468,0.04581577893677269,0.04054721750606045,0.04273699476091906,0.03892030832755506,0.03857898856926603,0.014745792152494242,0.004173170082533179,0.0018943547204111888,0.0005966619630554812
ndcg@20,0.05362715358710169,0.052135239369306134,0.048906168970630395,0.046620878617168474,0.044328791961398356,0.043232453129,0.017730987002102773,0.004961809620785354,0.0026762426847988237,0.0013785499274431162
mrr@5,0.041792294862282336,0.031099944308375194,0.02892238977466596,0.03062534903860971,0.02618648808206146,0.02610273599325113,0.008989391439723809,0.0025683975649039748,0.0013958682466791302,0.0
mrr@10,0.0435484300681095,0.03405852031767668,0.03212225160107541,0.032834809092520865,0.027754513412664085,0.02784025962378711,0.01060128692456426,0.0029452819895105344,0.0013958682466791302,0.00027917365432783987
mrr@20,0.04477550408848167,0.03577104155317423,0.0343631683744278,0.03394078535700164,0.029189285171690896,0.029111032584803787,0.011430932798577313,0.0031313977549024164,0.0015770862287712256,0.00046039163641993524
