dataset,model,model_label,pair_id,combo_id,combo_source,hparam_id,architecture_id,run_phase,run_id,runtime_seed,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,valid_unseen_hit20,test_unseen_mrr20,test_unseen_hit20,valid_main_seen_count,valid_main_unseen_count,test_main_seen_count,test_main_unseen_count,lr_lo,lr_hi,result_path,log_path,elapsed_sec,error,timestamp_utc,params_json
beauty,bsarec,BSARec,P005,C2,baseline_p14:amazon_beauty:BSARec:H4,H4,,PAIR60_V4_DBEAUTY_MBSAREC_P005_C2_S1,R_BEAUTY_BSAREC_P005_C2_S1,10,6,ok,0.0035,0.0033,0.00040799673906592433,0.007751937984496124,0.0,0.0,498,129,349,248,0.00015485888778174792,0.0009291533266904873,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_pair60_v4_dbeauty_mbsarec_p005_c2_s1_20260415_051058_975874_pid1145679.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/bsarec/combo_C2/logs/PAIR60_V4_DBEAUTY_MBSAREC_P005_C2_S1.log,40.85989785194397,,2026-04-15T05:11:36.489285+00:00,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
beauty,difsr,DIFSR,P007,C1,baseline_p14:amazon_beauty:DIFSR:H4,H4,,PAIR60_V4_DBEAUTY_MDIFSR_P007_C1_S1,R_BEAUTY_DIFSR_P007_C1_S1,13,6,ok,0.0015,0.0004,0.0,0.0,0.0,0.0,498,129,349,248,0.00013402991457133742,0.0008041794874280243,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_pair60_v4_dbeauty_mdifsr_p007_c1_s1_20260415_051139_752447_pid1145834.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/difsr/combo_C1/logs/PAIR60_V4_DBEAUTY_MDIFSR_P007_C1_S1.log,25.235077142715454,,2026-04-15T05:12:01.726643+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
beauty,difsr,DIFSR,P007,C2,baseline_p14:amazon_beauty:DIFSR:H3,H3,,PAIR60_V4_DBEAUTY_MDIFSR_P007_C2_S1,R_BEAUTY_DIFSR_P007_C2_S1,14,0,ok,0.0026,0.0008,0.0,0.0,0.0,0.0,498,129,349,248,0.000148922127301486,0.0008935327638089159,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_pair60_v4_dbeauty_mdifsr_p007_c2_s1_20260415_051140_410208_pid1145835.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/difsr/combo_C2/logs/PAIR60_V4_DBEAUTY_MDIFSR_P007_C2_S1.log,35.24755048751831,,2026-04-15T05:12:12.337859+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
beauty,duorec,DuoRec,P004,C1,baseline_p14:amazon_beauty:DuoRec:H2,H2,,PAIR60_V4_DBEAUTY_MDUOREC_P004_C1_S1,R_BEAUTY_DUOREC_P004_C1_S1,7,6,ok,0.0176,0.0059,0.007018272497857264,0.031007751937984496,0.0038642473218421782,0.016129032258064516,498,129,349,248,0.0001506237033139207,0.0006024948132556828,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DuoRec_pair60_v4_dbeauty_mduorec_p004_c1_s1_20260415_050911_896573_pid1145322.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/duorec/combo_C1/logs/PAIR60_V4_DBEAUTY_MDUOREC_P004_C1_S1.log,107.14934873580933,,2026-04-15T05:10:55.626826+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
beauty,duorec,DuoRec,P004,C2,baseline_p14:amazon_beauty:DuoRec:H1,H1,,PAIR60_V4_DBEAUTY_MDUOREC_P004_C2_S1,R_BEAUTY_DUOREC_P004_C2_S1,8,7,ok,0.0748,0.0499,0.0,0.0,0.0,0.0,498,129,349,248,0.00013556133298252865,0.0005422453319301146,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DuoRec_pair60_v4_dbeauty_mduorec_p004_c2_s1_20260415_050911_926268_pid1145323.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/duorec/combo_C2/logs/PAIR60_V4_DBEAUTY_MDUOREC_P004_C2_S1.log,280.3946535587311,,2026-04-15T05:13:48.875169+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
beauty,fame,FAME,P008,C1,baseline_p14:amazon_beauty:FAME:H1,H1,,PAIR60_V4_DBEAUTY_MFAME_P008_C1_S1,R_BEAUTY_FAME_P008_C1_S1,15,6,ok,0.0034,0.0052,0.0,0.0,0.004734848505787311,0.012096774193548387,498,129,349,248,0.00016979399282660148,0.0006791759713064059,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_pair60_v4_dbeauty_mfame_p008_c1_s1_20260415_051204_987920_pid1145931.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fame/combo_C1/logs/PAIR60_V4_DBEAUTY_MFAME_P008_C1_S1.log,50.47351098060608,,2026-04-15T05:12:52.202701+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
beauty,fame,FAME,P008,C2,baseline_p14:amazon_beauty:FAME:H3,H3,,PAIR60_V4_DBEAUTY_MFAME_P008_C2_S1,R_BEAUTY_FAME_P008_C2_S1,16,0,ok,0.0113,0.005,0.0,0.0,0.0004480286771731992,0.008064516129032258,498,129,349,248,0.00015281459354394135,0.0006112583741757654,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FAME_pair60_v4_dbeauty_mfame_p008_c2_s1_20260415_051215_576227_pid1146024.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fame/combo_C2/logs/PAIR60_V4_DBEAUTY_MFAME_P008_C2_S1.log,74.30391931533813,,2026-04-15T05:13:26.644508+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_experts"": 3, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0002}"
beauty,fdsa,FDSA,P009,C1,baseline_p14:amazon_beauty:DIFSR:H4,H4,,PAIR60_V4_DBEAUTY_MFDSA_P009_C1_S1,R_BEAUTY_FDSA_P009_C1_S1,17,2,ok,0.0921,0.0703,0.0,0.0,0.0,0.0,498,129,349,248,0.00014285424179911492,0.0007142712089955747,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FDSA_pair60_v4_dbeauty_mfdsa_p009_c1_s1_20260415_051228_731454_pid1146088.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fdsa/combo_C1/logs/PAIR60_V4_DBEAUTY_MFDSA_P009_C1_S1.log,136.19410514831543,,2026-04-15T05:14:41.541910+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0005}"
beauty,fdsa,FDSA,P009,C2,baseline_p14:amazon_beauty:DIFSR:H3,H3,,PAIR60_V4_DBEAUTY_MFDSA_P009_C2_S1,R_BEAUTY_FDSA_P009_C2_S1,18,6,ok,0.0923,0.0766,0.0,0.0,0.0,0.0,498,129,349,248,0.0001587269353323499,0.0007936346766617497,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FDSA_pair60_v4_dbeauty_mfdsa_p009_c2_s1_20260415_051255_746068_pid1146148.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fdsa/combo_C2/logs/PAIR60_V4_DBEAUTY_MFDSA_P009_C2_S1.log,226.7086787223816,,2026-04-15T05:16:38.914133+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""pooling_mode"": ""mean"", ""selected_features"": [""category""], ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
beauty,fearec,FEARec,P006,C1,baseline_p14:amazon_beauty:FEARec:H1,H1,,PAIR60_V4_DBEAUTY_MFEAREC_P006_C1_S1,R_BEAUTY_FEAREC_P006_C1_S1,11,1,ok,0.0841,0.0496,0.0006459948512934899,0.007751937984496124,0.00025201612903225806,0.004032258064516129,498,129,349,248,0.00016431676725154983,0.0006572670690061993,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FEARec_pair60_v4_dbeauty_mfearec_p006_c1_s1_20260415_051111_103524_pid1145760.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fearec/combo_C1/logs/PAIR60_V4_DBEAUTY_MFEAREC_P006_C1_S1.log,456.8391001224518,,2026-04-15T05:18:44.675978+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""global_ratio"": 0.85, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
beauty,fearec,FEARec,P006,C2,baseline_p14:amazon_beauty:FEARec:H2,H2,,PAIR60_V4_DBEAUTY_MFEAREC_P006_C2_S1,R_BEAUTY_FEAREC_P006_C2_S1,12,3,ok,0.062,0.0692,0.0,0.0,0.0,0.0,498,129,349,248,0.00014788509052639484,0.0005915403621055793,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FEARec_pair60_v4_dbeauty_mfearec_p006_c2_s1_20260415_051128_587530_pid1145798.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/fearec/combo_C2/logs/PAIR60_V4_DBEAUTY_MFEAREC_P006_C2_S1.log,220.51583218574524,,2026-04-15T05:15:05.784805+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""global_ratio"": 0.85, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
beauty,featured_moe_n3,FeaturedMoE_N3,P010,C1,fmoe_p14:amazon_beauty:A12:H14,H14,A12,PAIR60_V4_DBEAUTY_MFEATURED_MOE_N3_P010_C1_S1,R_BEAUTY_FEATURED_MOE_N3_P010_C1_S1,19,4,ok,0.0884,0.0612,0.0,0.0,0.0,0.0,498,129,349,248,0.0002409979253022731,0.0009639917012090924,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FeaturedMoE_N3_pair60_v4_dbeauty_mfeatured_moe_n3_p010_c1_s1_20260415_051321_772461_pid1146247.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/featured_moe_n3/combo_C1/logs/PAIR60_V4_DBEAUTY_MFEATURED_MOE_N3_P010_C1_S1.log,213.51490259170532,,2026-04-15T05:16:51.738409+00:00,"{""d_expert_hidden"": 256, ""d_feat_emb"": 16, ""d_ff"": 512, ""d_router_hidden"": 128, ""dropout"": 0.1, ""embedding_size"": 256, ""expert_scale"": 3, ""fmoe_architecture_id"": ""A12"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 256, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 5e-07}"
beauty,featured_moe_n3,FeaturedMoE_N3,P010,C2,fmoe_p14:amazon_beauty:A12:H13,H13,A12,PAIR60_V4_DBEAUTY_MFEATURED_MOE_N3_P010_C2_S1,R_BEAUTY_FEATURED_MOE_N3_P010_C2_S1,20,0,ok,0.0852,0.0529,0.0,0.0,0.0,0.0,498,129,349,248,0.00021689813277204578,0.0008675925310881831,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_FeaturedMoE_N3_pair60_v4_dbeauty_mfeatured_moe_n3_p010_c2_s1_20260415_051330_080946_pid1146369.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/featured_moe_n3/combo_C2/logs/PAIR60_V4_DBEAUTY_MFEATURED_MOE_N3_P010_C2_S1.log,235.13387870788574,,2026-04-15T05:17:21.781079+00:00,"{""d_expert_hidden"": 176, ""d_feat_emb"": 12, ""d_ff"": 352, ""d_router_hidden"": 88, ""dropout"": 0.16, ""embedding_size"": 176, ""expert_scale"": 3, ""fmoe_architecture_id"": ""A12"", ""fmoe_stage_execution_mode"": ""serial"", ""fmoe_v2_layout_id"": 0, ""hidden_size"": 176, ""max_len"": 20, ""num_heads"": 4, ""router_impl"": ""learned"", ""router_use_feature"": true, ""router_use_hidden"": true, ""weight_decay"": 1e-06}"
beauty,gru4rec,GRU4Rec,P002,C1,baseline2_stageA:beauty:gru4rec:A017,A017,,PAIR60_V4_DBEAUTY_MGRU4REC_P002_C1_S1,R_BEAUTY_GRU4REC_P002_C1_S1,3,2,ok,0.0418,0.0196,0.0,0.0,0.0,0.0,498,129,349,248,0.0002626261839573503,0.0015757571037441015,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_pair60_v4_dbeauty_mgru4rec_p002_c1_s1_20260415_050912_037429_pid1145316.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/gru4rec/combo_C1/logs/PAIR60_V4_DBEAUTY_MGRU4REC_P002_C1_S1.log,196.87665033340454,,2026-04-15T05:12:25.345153+00:00,"{""dropout"": 0.2, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 50, ""num_layers"": 2, ""weight_decay"": 1e-06}"
beauty,gru4rec,GRU4Rec,P002,C2,baseline2_stageA:beauty:gru4rec:A010,A010,,PAIR60_V4_DBEAUTY_MGRU4REC_P002_C2_S1,R_BEAUTY_GRU4REC_P002_C2_S1,4,3,ok,0.0102,0.0059,0.014273660271897796,0.06201550387596899,0.01709273068474666,0.10080645161290322,498,129,349,248,0.0002626261839573503,0.0015757571037441015,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_pair60_v4_dbeauty_mgru4rec_p002_c2_s1_20260415_050911_859520_pid1145319.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/gru4rec/combo_C2/logs/PAIR60_V4_DBEAUTY_MGRU4REC_P002_C2_S1.log,28.845607042312622,,2026-04-15T05:09:37.316375+00:00,"{""dropout"": 0.1, ""hidden_size"": 96, ""inner_size"": 192, ""max_len"": 50, ""num_layers"": 2, ""weight_decay"": 1e-05}"
beauty,sasrec,SASRec,P001,C1,baseline_p14:amazon_beauty:SASRec:H3,H3,,PAIR60_V4_DBEAUTY_MSASREC_P001_C1_S1,R_BEAUTY_SASREC_P001_C1_S1,1,0,ok,0.0621,0.0581,0.0,0.0,0.0,0.0,498,129,349,248,0.00022360679774997898,0.0013416407864998738,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_SASRec_pair60_v4_dbeauty_msasrec_p001_c1_s1_20260415_050911_990466_pid1145315.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/sasrec/combo_C1/logs/PAIR60_V4_DBEAUTY_MSASREC_P001_C1_S1.log,148.62232971191406,,2026-04-15T05:11:37.088143+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
beauty,sasrec,SASRec,P001,C2,baseline_p14:amazon_beauty:SASRec:H2,H2,,PAIR60_V4_DBEAUTY_MSASREC_P001_C2_S1,R_BEAUTY_SASREC_P001_C2_S1,2,1,ok,0.0605,0.0562,0.0,0.0,0.0,0.0,498,129,349,248,0.00020124611797498108,0.0012074767078498864,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_SASRec_pair60_v4_dbeauty_msasrec_p001_c2_s1_20260415_050911_990850_pid1145314.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/sasrec/combo_C2/logs/PAIR60_V4_DBEAUTY_MSASREC_P001_C2_S1.log,119.36785674095154,,2026-04-15T05:11:07.834369+00:00,"{""dropout"": 0.12, ""embedding_size"": 144, ""hidden_size"": 144, ""inner_size"": 288, ""max_len"": 25, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00015}"
beauty,tisasrec,TiSASRec,P003,C1,baseline_p14:amazon_beauty:TiSASRec:H2,H2,,PAIR60_V4_DBEAUTY_MTISASREC_P003_C1_S1,R_BEAUTY_TISASREC_P003_C1_S1,5,4,ok,0.0914,0.0588,0.0,0.0,0.0,0.0,498,129,349,248,0.00020846376869169102,0.0008755478285051024,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_pair60_v4_dbeauty_mtisasrec_p003_c1_s1_20260415_050911_920402_pid1145321.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/tisasrec/combo_C1/logs/PAIR60_V4_DBEAUTY_MTISASREC_P003_C1_S1.log,249.74298930168152,,2026-04-15T05:13:18.219828+00:00,"{""dropout"": 0.12, ""embedding_size"": 144, ""hidden_size"": 144, ""inner_size"": 288, ""max_len"": 24, ""num_heads"": 4, ""num_layers"": 2, ""time_span"": 320, ""weight_decay"": 0.00015}"
beauty,tisasrec,TiSASRec,P003,C2,baseline_p14:amazon_beauty:TiSASRec:H3,H3,,PAIR60_V4_DBEAUTY_MTISASREC_P003_C2_S1,R_BEAUTY_TISASREC_P003_C2_S1,6,5,ok,0.063,0.0389,0.0,0.0,0.0,0.0,498,129,349,248,0.0001876173918225219,0.0007879930456545922,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_TiSASRec_pair60_v4_dbeauty_mtisasrec_p003_c2_s1_20260415_050912_004140_pid1145320.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/beauty/tisasrec/combo_C2/logs/PAIR60_V4_DBEAUTY_MTISASREC_P003_C2_S1.log,304.04153633117676,,2026-04-15T05:14:12.518049+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 28, ""num_heads"": 4, ""num_layers"": 2, ""time_span"": 384, ""weight_decay"": 0.0002}"
foursquare,bsarec,BSARec,P035,C1,baseline_p14:foursquare:BSARec:H4,H4,,PAIR60_V4_DFOURSQUARE_MBSAREC_P035_C1_S1,R_FOURSQUARE_BSAREC_P035_C1_S1,69,6,ok,0.1175,0.0972,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00018585190676987957,0.0011151114406192772,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_pair60_v4_dfoursquare_mbsarec_p035_c1_s1_20260415_072933_133752_pid1162450.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/bsarec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MBSAREC_P035_C1_S1.log,380.5268921852112,,2026-04-15T07:35:50.367899+00:00,"{""dropout"": 0.25, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.0005}"
foursquare,bsarec,BSARec,P035,C2,baseline_p14:foursquare:BSARec:H3,H3,,PAIR60_V4_DFOURSQUARE_MBSAREC_P035_C2_S1,R_FOURSQUARE_BSAREC_P035_C2_S1,70,3,ok,0.1524,0.1186,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00020650211863319952,0.001239012711799197,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_BSARec_pair60_v4_dfoursquare_mbsarec_p035_c2_s1_20260415_073107_342668_pid1162552.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/bsarec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MBSAREC_P035_C2_S1.log,614.4380533695221,,2026-04-15T07:41:18.544779+00:00,"{""dropout"": 0.15, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.0002}"
foursquare,difsr,DIFSR,P037,C1,baseline_p14:foursquare:DIFSR:H3,H3,,PAIR60_V4_DFOURSQUARE_MDIFSR_P037_C1_S1,R_FOURSQUARE_DIFSR_P037_C1_S1,73,2,ok,0.1423,0.1229,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.0001787269798696698,0.0010723618792180185,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_pair60_v4_dfoursquare_mdifsr_p037_c1_s1_20260415_073707_455494_pid1163725.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/difsr/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MDIFSR_P037_C1_S1.log,679.5414118766785,,2026-04-15T07:48:23.516493+00:00,"{""attribute_hidden_size"": 160, ""dropout"": 0.15, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.15, ""max_len"": 30, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0002}"
foursquare,difsr,DIFSR,P037,C2,baseline_p14:foursquare:DIFSR:H4,H4,,PAIR60_V4_DFOURSQUARE_MDIFSR_P037_C2_S1,R_FOURSQUARE_DIFSR_P037_C2_S1,74,1,ok,0.0289,0.0372,0.0022679324957388864,0.004219409282700422,0.0014688909876954454,0.0028328611898017,2673,948,2502,1059,0.0001302919683249893,0.0007817518099499356,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DIFSR_pair60_v4_dfoursquare_mdifsr_p037_c2_s1_20260415_073858_313386_pid1164140.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/difsr/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MDIFSR_P037_C2_S1.log,64.29680490493774,,2026-04-15T07:39:59.220334+00:00,"{""attribute_hidden_size"": 112, ""dropout"": 0.25, ""embedding_size"": 112, ""fusion_type"": ""concat"", ""hidden_size"": 112, ""inner_size"": 224, ""lambda_attr"": 0.0, ""max_len"": 50, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": false, ""weight_decay"": 0.0005}"
foursquare,duorec,DuoRec,P034,C1,baseline_p14:foursquare:DuoRec:H2,H2,,PAIR60_V4_DFOURSQUARE_MDUOREC_P034_C1_S1,R_FOURSQUARE_DUOREC_P034_C1_S1,67,3,ok,0.1889,0.1623,0.0,0.0,0.0,0.0,2673,948,2502,1059,0.00016269219403523946,0.0006507687761409578,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DuoRec_pair60_v4_dfoursquare_mduorec_p034_c1_s1_20260415_072444_235013_pid1162106.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/duorec/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MDUOREC_P034_C1_S1.log,383.13633370399475,,2026-04-15T07:31:04.104538+00:00,"{""contrast"": ""un"", ""dropout"": 0.12, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 22, ""num_heads"": 2, ""num_layers"": 2, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.00015}"
foursquare,duorec,DuoRec,P034,C2,baseline_p14:foursquare:DuoRec:H1,H1,,PAIR60_V4_DFOURSQUARE_MDUOREC_P034_C2_S1,R_FOURSQUARE_DUOREC_P034_C2_S1,68,7,ok,0.1783,0.1514,0.000105485233639363,0.0010548523206751054,0.0,0.0,2673,948,2502,1059,0.00014642297463171553,0.0005856918985268621,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_DuoRec_pair60_v4_dfoursquare_mduorec_p034_c2_s1_20260415_072723_536884_pid1162283.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/duorec/combo_C2/logs/PAIR60_V4_DFOURSQUARE_MDUOREC_P034_C2_S1.log,332.8625912666321,,2026-04-15T07:32:53.123088+00:00,"{""contrast"": ""un"", ""dropout"": 0.1, ""embedding_size"": 112, ""hidden_size"": 112, ""inner_size"": 224, ""lmd"": 0.04, ""lmd_sem"": 0.0, ""max_len"": 20, ""num_heads"": 2, ""num_layers"": 1, ""semantic_sample_max_tries"": 2, ""tau"": 0.2, ""weight_decay"": 0.0001}"
foursquare,fame,FAME,P038,C1,baseline_p14:foursquare:FAME:H1,H1,,PAIR60_V4_DFOURSQUARE_MFAME_P038_C1_S1,R_FOURSQUARE_FAME_P038_C1_S1,75,1,ok,0.1259,0.1003,0.0,0.0,8.584428103719825e-05,0.0009442870632672333,2673,948,2502,1059,0.00018339847327608811,0.0007335938931043525,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/foursquare_FAME_pair60_v4_dfoursquare_mfame_p038_c1_s1_20260415_074002_684435_pid1164458.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_V4/foursquare/fame/combo_C1/logs/PAIR60_V4_DFOURSQUARE_MFAME_P038_C1_S1.log,1017.0199844837189,,2026-04-15T07:56:56.242635+00:00,"{""dropout"": 0.1, ""embedding_size"": 128, ""hidden_size"": 128, ""inner_size"": 256, ""max_len"": 20, ""num_experts"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.0001}"
