early_stopped,epochs_run,feature_ablation.feature_shuffle_delta_mrr,feature_ablation.feature_zero_delta_mrr,feature_ablation.route_change_under_feature_shuffle,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,23,0.0029,0.0,0.0,4.057798408575497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949825361103053,0.0,6.583010768814936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.002727061468277,0.0,1.7754099286034493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781618869818311,0.0,0.0757,ok,0.177,0.1554,1
True,64,0.005500000000000005,0.0,0.0,11.709235733874795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18868994251358,0.0,7.369404880412426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8452225126575605,0.0,9.406413163862666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.521021603554665,0.0,0.0767,ok,0.1785,0.1572,2
True,79,0.005699999999999997,0.0,0.0,11.610609936184801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.747372237751174,0.0,8.26874736300828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.193824412610095,0.0,9.297279695823006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163328674647961,0.0,0.0768,ok,0.1792,0.1576,3
True,55,0.0032000000000000084,0.0,0.0,4.5617459851801065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6311749899464691,0.0,8.346173230578556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.294855064342598,0.0,2.9168761701650756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5159028317994832,0.0,0.0758,ok,0.1781,0.1548,4
True,56,0.005400000000000002,0.0,0.0,10.925451255208058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.542885066715891,0.0,7.819295610068035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.557035329096567,0.0,8.942258121934497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20983960497864,0.0,0.0765,ok,0.1791,0.1574,5
True,15,0.004199999999999995,0.0,0.0,9.681324165392121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.498081176493856,0.0,6.099203958124572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.703360516322979,0.0,9.417718606613576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376267568957333,0.0,0.0761,ok,0.1771,0.1573,6
True,14,0.003500000000000003,0.0,0.0,9.090813956937925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0136808778545436,0.0,4.799025466747534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.260848007093507,0.0,5.754994791941353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8642013128922525,0.0,0.0761,ok,0.1764,0.156,7
True,11,-0.0004000000000000045,0.0,0.0,4.092258698776436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.672252254627921,0.0,2.384166142015189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.830573446811877,0.0,2.416267828536206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.664601847212699,0.0,0.0612,ok,0.1037,0.0917,8
True,61,0.0058,0.0,0.0,7.438233495728073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9976832791651282,0.0,9.26784798401983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50196488845525,0.0,5.805682552344286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.909338535348874,0.0,0.0762,ok,0.1787,0.157,9
True,75,0.0030000000000000027,0.0,0.0,4.159016945968039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4686615165669006,0.0,8.126152530193556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4777099622250938,0.0,2.296657324574126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2010099472272031,0.0,0.0755,ok,0.1778,0.1535,10
