early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
False,70,0.1311,ok,0.1779,0.113,1
False,70,0.1449,ok,0.2066,0.124,2
True,8,0.0267,ok,0.036,0.0334,3
False,70,0.1399,ok,0.197,0.1165,4
True,8,0.029,ok,0.0372,0.0368,5
False,70,0.1664,ok,0.2254,0.1379,6
True,8,0.029,ok,0.0372,0.0369,7
False,70,0.0926,ok,0.1355,0.0805,8
True,8,0.0289,ok,0.0372,0.0369,9
True,8,0.0288,ok,0.0376,0.0369,10
True,8,0.0286,ok,0.0372,0.0366,11
False,70,0.1314,ok,0.1918,0.1126,12
False,70,0.1619,ok,0.2262,0.136,13
True,8,0.0288,ok,0.0372,0.0369,14
