phase,pair_id,triplet_id,comparison_role,source_dataset,target_dataset,hparam_id,seed,transfer_mode,policy,valid_mrr20,test_mrr20,baseline_test_mrr20,gain_mrr20,test_ndcg20,test_recall20,test_hit10,epochs_run,early_stopped,avg_epoch_time_sec,loaded_tensors,init_changed_tensors,train_changed_tensors,loaded_lr_scale,loaded_lr,route_entropy_macro,route_neff_macro,route_top1_macro,route_knn_js_macro,group_knn_js_macro,result_path
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,group_router_init,std,0.0204,0.3392,0.335,0.0041999999999999815,0.3464,0.3729,0.3539,26,True,16.442957658034103,24,24,24,1.0,,1.1466975548881218,2.724468766284772,0.9588493649349108,0.004602159967283481,0.008868332350720811,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_std_s3_20260505_164324_700582_pid515031.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_group_router_init,std,0.0184,0.3427,0.335,0.007699999999999985,0.3528,0.3908,0.3583,15,True,17.369795989990234,54,51,48,1.0,,1.2966257298426187,3.5977483107559323,0.5539904245637637,0.0023858933559176786,0.0067600189327818895,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_st_20260505_164724_699920_pid515051.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_a12_router_init,std,0.0184,0.3427,0.335,0.007699999999999985,0.3528,0.3908,0.3583,15,True,16.733997774124145,102,75,48,1.0,,1.2966257298426187,3.5977483107559323,0.5539904245637637,0.0023858933559176786,0.0067600189327818895,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_std__20260505_165019_756715_pid515071.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_except_feature_router_init,std,0.0196,0.3307,0.335,-0.004300000000000026,0.3384,0.3662,0.3505,18,True,16.691272020339966,96,83,77,1.0,,1.129264679697701,2.6384256898866734,0.9673168994579195,0.0033174817580500816,0.00610298659332005,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_std__20260505_165044_957411_pid515091.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_model_init,std,0.0191,0.341,0.335,0.006000000000000005,0.352,0.3931,0.3606,15,True,16.553874890009563,198,158,125,1.0,,1.2271552459640724,3.253794023933512,0.885886123531041,0.003435725108253237,0.010101408302937279,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_std_s3_20260505_165114_938283_pid515111.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_init,loaded_lr_0.35,0.0193,0.3344,0.335,-0.0006000000000000449,0.3429,0.3729,0.3606,24,True,16.72257540623347,30,27,24,0.35,0.00019166,1.1435801516193171,2.6579353208155703,0.9852015985439007,0.003815016428992966,0.009596236060775665,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_init_loaded_lr_0_35__20260505_165224_960046_pid515131.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,group_router_init,loaded_lr_0.35,0.0203,0.3379,0.335,0.002899999999999958,0.345,0.3707,0.3539,27,True,17.139380737587256,24,24,24,0.35,0.00019166,1.1535766925177067,2.7248249683458576,0.9643097376647014,0.0037433311373003893,0.007288030707246749,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_loaded_lr_0_35_s3_20260505_165510_152081_pid515151.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_group_router_init,loaded_lr_0.35,0.0184,0.3403,0.335,0.005299999999999971,0.3508,0.3897,0.3583,15,True,16.656777540842693,54,51,48,0.35,0.00019166,1.3009885178846992,3.612568484390167,0.7500098919795829,0.0025605937350508348,0.007323265211961718,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_lo_20260505_165605_364586_pid515171.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_a12_router_init,loaded_lr_0.35,0.0184,0.3403,0.335,0.005299999999999971,0.3508,0.3897,0.3583,15,True,16.880869547526043,102,75,48,0.35,0.00019166,1.3009885178846992,3.612568484390167,0.7500098919795829,0.0025605937350508348,0.007323265211961718,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_load_20260505_165625_700451_pid515183.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_except_feature_router_init,loaded_lr_0.35,0.0192,0.3305,0.335,-0.004500000000000004,0.3376,0.3639,0.3471,24,True,16.711775084336598,96,83,77,0.35,0.00019166,1.059530763901941,2.3776431577279564,0.9663277014996241,0.0052547890923983305,0.009770838592215314,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_load_20260505_165945_424846_pid515211.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_model_init,loaded_lr_0.35,0.0182,0.3321,0.335,-0.0029000000000000137,0.3408,0.3729,0.3516,24,True,16.41912407676379,198,158,125,0.35,0.00019166,1.2376213467682902,3.3542122041210876,0.8050884342974716,0.0038639975125600895,0.011411264031980678,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_loaded_lr_0_35_s3_20260505_170055_568645_pid515231.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,feature_encoder_a12_router_init,global_lr_0.5,0.0179,0.3349,0.335,-0.0001000000000000445,0.3458,0.3852,0.3595,22,True,16.49416457522999,102,75,48,1.0,,1.29094808132691,3.5852195632892516,0.5486487555889684,0.0026618699136206885,0.007642307973787014,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_glob_20260505_170120_690781_pid515251.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_except_feature_router_init,global_lr_0.5,0.0184,0.3337,0.335,-0.0013000000000000234,0.3444,0.3841,0.3527,16,True,16.793293595314026,96,83,77,1.0,,1.2230016191934079,3.031564217847709,0.9673564673762514,0.0019494282514512726,0.0035668465027505246,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_glob_20260505_170335_709592_pid515271.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,3,full_model_init,global_lr_0.5,0.0183,0.3389,0.335,0.003899999999999959,0.3499,0.3908,0.3617,18,True,17.3159888320499,198,158,125,1.0,,1.2265795791209988,3.2285812649248036,0.9113678629367309,0.003319129496855407,0.009521258698425555,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_global_lr_0_5_s3_20260505_170706_577612_pid515291.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_init,std,0.0182,0.337,0.3332,0.0038000000000000256,0.347,0.3841,0.3572,17,True,16.47979211807251,30,27,24,1.0,,1.2504598224884265,3.170289121467827,0.9628061567680924,0.0027606577899122824,0.005713165811417136,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_init_std_s4_20260505_170805_676433_pid515312.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,group_router_init,std,0.0181,0.3342,0.3332,0.0010000000000000009,0.341,0.3651,0.3483,36,True,16.6611640519566,24,24,24,1.0,,1.2059321583310252,3.2021862460456316,0.695010485498358,0.0057984420523434985,0.011201636387164609,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_std_s4_20260505_170811_009110_pid515323.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_group_router_init,std,0.0185,0.3385,0.3332,0.005300000000000027,0.3474,0.3796,0.3617,18,True,17.437339888678657,54,51,48,1.0,,1.2451101549207653,3.1463370128580515,0.9649428243580105,0.0031928073068658567,0.006756550450091976,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_st_20260505_170846_098000_pid515351.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_a12_router_init,std,0.0185,0.3385,0.3332,0.005300000000000027,0.3474,0.3796,0.3617,18,True,17.490083667967056,102,75,48,1.0,,1.2451101549207653,3.1463370128580515,0.9649428243580105,0.0031928073068658567,0.006756550450091976,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_std__20260505_171301_325818_pid515371.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_except_feature_router_init,std,0.0183,0.3303,0.3332,-0.0029000000000000137,0.3421,0.3852,0.3595,15,True,16.376470851898194,96,83,77,1.0,,1.3136089063674672,3.658871591660619,0.5883353776757805,0.002574442454357425,0.004788868016398066,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_std__20260505_171326_145406_pid515391.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_model_init,std,0.0179,0.3337,0.3332,0.0005000000000000004,0.3434,0.3796,0.3516,14,True,16.693023477281844,198,158,125,1.0,,1.1820424480300122,2.8109159376563393,0.983618881810628,0.003080692792763264,0.006768830335627422,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_std_s4_20260505_171441_738720_pid515411.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_init,loaded_lr_0.35,0.0185,0.3341,0.3332,0.0009000000000000119,0.3456,0.3875,0.3561,17,True,16.533088277367984,30,27,24,0.35,0.00019166,1.264096302748981,3.196125607243188,0.9869030190321687,0.002097197892700614,0.004413299779954656,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_init_loaded_lr_0_35__20260505_171811_422721_pid515434.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,group_router_init,loaded_lr_0.35,0.0181,0.3345,0.3332,0.0013000000000000234,0.3426,0.3718,0.3539,26,True,16.457053817235508,24,24,24,0.35,0.00019166,1.2499962132265658,3.291514419490333,0.7806750286867408,0.00250649813346503,0.00482745448600636,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_loaded_lr_0_35_s4_20260505_171851_461599_pid515455.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_group_router_init,loaded_lr_0.35,0.0188,0.3323,0.3332,-0.0009000000000000119,0.341,0.3718,0.355,26,True,16.559695253005394,54,51,48,0.35,0.00019166,1.2301634124114669,3.09901060876109,0.9629644284414197,0.0033374481386510123,0.00871001001288803,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_lo_20260505_171856_595249_pid515466.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_a12_router_init,loaded_lr_0.35,0.0188,0.3323,0.3332,-0.0009000000000000119,0.341,0.3718,0.355,26,True,16.68432915210724,102,75,48,0.35,0.00019166,1.2301634124114669,3.09901060876109,0.9629644284414197,0.0033374481386510123,0.00871001001288803,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_load_20260505_171916_691104_pid515492.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_except_feature_router_init,loaded_lr_0.35,0.0193,0.3357,0.3332,0.0025000000000000022,0.3453,0.3796,0.3595,23,True,16.70818811914195,96,83,77,0.35,0.00019166,1.2660159650367981,3.502201189756136,0.5508645590155502,0.004153071624546536,0.008956448968460505,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_load_20260505_172331_860478_pid515514.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_model_init,loaded_lr_0.35,0.0181,0.3301,0.3332,-0.0030999999999999917,0.3413,0.3819,0.3583,22,True,17.068558075211264,198,158,125,0.35,0.00019166,1.190182040245519,2.8796488922969052,0.9747161001859692,0.0036235849119384276,0.008316045353909363,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_loaded_lr_0_35_s4_20260505_172641_933016_pid515535.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,feature_encoder_a12_router_init,global_lr_0.5,0.0185,0.3316,0.3332,-0.0015999999999999903,0.3426,0.3819,0.3595,26,True,16.744825629087593,102,75,48,1.0,,1.244323394779013,3.140701209567175,0.9653780714596605,0.003170853173538561,0.006746844313218955,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_glob_20260505_172647_190526_pid515546.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_except_feature_router_init,global_lr_0.5,0.0183,0.3339,0.3332,0.0006999999999999784,0.3442,0.3819,0.3561,23,True,16.831170403439067,96,83,77,1.0,,1.2973167773537966,3.6039983523686314,0.4409448818897638,0.0030354385070713564,0.006337253050519317,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_glob_20260505_172712_490440_pid515574.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,4,full_model_init,global_lr_0.5,0.0178,0.3291,0.3332,-0.0040999999999999925,0.3395,0.3785,0.3494,15,True,16.48453795115153,198,158,125,1.0,,1.2281714150229495,3.024592684895836,0.9859929569105369,0.0023858535627052763,0.005648326519456172,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_global_lr_0_5_s4_20260505_173037_384796_pid515594.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_init,std,0.0195,0.3337,0.3334,0.00030000000000002247,0.3374,0.3505,0.3438,31,True,16.83358007861722,30,27,24,1.0,,1.2193180932962053,3.35343315216859,0.6360542871839513,0.005448233709910421,0.011464766006055442,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_init_std_s5_20260505_173337_523870_pid515614.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,group_router_init,std,0.0188,0.3373,0.3334,0.0039000000000000146,0.3483,0.3886,0.3651,15,True,16.662662744522095,24,24,24,1.0,,1.3564137818150794,3.84423278561111,0.9125944684050172,0.0015199136038990353,0.0034764357449906867,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_std_s5_20260505_173422_809438_pid515634.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_group_router_init,std,0.019,0.3295,0.3334,-0.003899999999999959,0.3378,0.3673,0.3505,23,True,16.453099406283833,54,51,48,1.0,,1.2454052527648083,3.1931354846862985,0.9511731887785384,0.0035564540351721587,0.007886784660642437,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_st_20260505_173442_709513_pid515649.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_a12_router_init,std,0.019,0.3295,0.3334,-0.003899999999999959,0.3378,0.3673,0.3505,23,True,16.709516172823697,102,75,48,1.0,,1.2454052527648083,3.1931354846862985,0.9511731887785384,0.0035564540351721587,0.007886784660642437,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_std__20260505_173527_653187_pid515674.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,full_except_feature_router_init,std,0.0177,0.3344,0.3334,0.0010000000000000009,0.345,0.3841,0.3583,15,True,16.786815532048543,96,83,77,1.0,,1.3312247445396272,3.6826725976753387,0.9876152415621414,0.0007693566537373541,0.0023232639329915186,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_std__20260505_173912_960325_pid515694.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,full_model_init,std,0.0189,0.3285,0.3334,-0.00489999999999996,0.3354,0.3606,0.3427,31,True,16.727008404270297,198,158,125,1.0,,1.1191670551329482,2.743168532238151,0.9274720056977802,0.00796081965976049,0.019493590085361303,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_std_s5_20260505_174143_473994_pid515714.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_init,loaded_lr_0.35,0.0198,0.3321,0.3334,-0.0012999999999999678,0.3369,0.3539,0.3449,31,True,16.662085563905777,30,27,24,0.35,0.00019166,1.2502289065900367,3.4592772106836,0.6954457326000079,0.0043233860285154715,0.009699471918778204,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_init_loaded_lr_0_35__20260505_174233_512249_pid515734.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,group_router_init,loaded_lr_0.35,0.0188,0.3371,0.3334,0.0037000000000000366,0.349,0.3931,0.3628,15,True,16.592023356755575,24,24,24,0.35,0.00019166,1.3739892792580026,3.976641531607102,0.4407470422981047,0.0011913135890519152,0.00308397000910521,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_group_router_init_loaded_lr_0_35_s5_20260505_174258_356148_pid515754.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_group_router_init,loaded_lr_0.35,0.0193,0.3273,0.3334,-0.006099999999999994,0.3363,0.3673,0.3505,23,True,16.766787093618643,54,51,48,0.35,0.00019166,1.289171079932141,3.438963941665657,0.9478494836386657,0.0022767194511891095,0.005644969716689423,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_group_router_init_lo_20260505_174408_296859_pid515774.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_a12_router_init,loaded_lr_0.35,0.0193,0.3273,0.3334,-0.006099999999999994,0.3363,0.3673,0.3505,23,True,16.595455366632212,102,75,48,0.35,0.00019166,1.289171079932141,3.438963941665657,0.9478494836386657,0.0022767194511891095,0.005644969716689423,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_load_20260505_174748_366432_pid515794.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,full_except_feature_router_init,loaded_lr_0.35,0.0177,0.331,0.3334,-0.0023999999999999577,0.3415,0.3807,0.3505,21,True,16.686670269284928,96,83,77,0.35,0.00019166,1.321283266418213,3.6334268803640786,0.9788311636924781,0.0012891779766317161,0.003734285165732777,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_except_feature_router_init_load_20260505_175103_450651_pid515815.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,full_model_init,loaded_lr_0.35,0.0177,0.331,0.3334,-0.0023999999999999577,0.3395,0.3718,0.3483,26,True,16.883378808314983,198,158,125,0.35,0.00019166,1.2585639426833972,3.268804198480124,0.9517271396351837,0.0031450912931299986,0.007539104413700022,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_full_model_init_loaded_lr_0_35_s5_20260505_175113_605623_pid515826.json
transfer,foursquare_to_KuaiRec,,pair,foursquare,KuaiRecLargeStrictPosV2_0.2,shared_4,5,feature_encoder_a12_router_init,global_lr_0.5,0.019,0.3284,0.3334,-0.004999999999999949,0.3377,0.3707,0.3505,36,True,16.744879934522842,102,75,48,1.0,,1.245555564485815,3.2060104134280367,0.945000593518775,0.0035968202970885796,0.008213471262480197,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts_real/hyperopt_results/ai502_transfer_real/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_ai502_real_t_foursquare_to_kuairec_shared_4_feature_encoder_a12_router_init_glob_20260505_175148_947942_pid515854.json
