best_mrr20,epoch,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0592,1,1,0.0009497739835743535,0,369.37055587768555,1,0.0592
0.0748,3,1,0.0009480534781484156,0,317.7956681251526,1,0.0748
0.0811,10,1,0.0009286448545413853,0,262.1798906326294,1,0.0811
0.0812,12,1,0.0009193668484585347,0,254.83892440795898,1,0.0812
0.0812,22,1,0.0008499743447432246,10,228.34734725952148,1,0.0791
0.0442,1,1,0.0006498244587742575,0,374.483678817749,2,0.0442
0.0691,3,1,0.0006486473087084908,0,331.52964639663696,2,0.0691
0.0806,10,1,0.0006353681511940604,0,275.0835289955139,2,0.0806
0.0812,12,1,0.0006290202459181093,0,267.1266188621521,2,0.0812
0.0812,22,1,0.0005815426913107591,10,242.37249851226807,2,0.0796
0.0602,1,1,0.007852556454925188,0,351.88023567199707,3,0.0602
0.0799,3,1,0.007838331632786622,0,281.9093427658081,3,0.0799
0.0806,5,1,0.007809939266847681,0,268.2964768409729,3,0.0806
0.0806,10,1,0.007677864705683572,5,247.89495182037354,3,0.0793
0.0806,15,1,0.007461430224319993,10,230.715567111969,3,0.0796
0.0261,1,1,0.00027094931306965574,0,387.15484142303467,4,0.0261
0.0621,3,1,0.0002704584912832597,0,356.1221990585327,4,0.0621
0.0762,10,1,0.0002649216442808163,0,309.80312871932983,4,0.0762
0.081,25,1,0.00023460413567771886,0,270.7635545730591,4,0.081
0.081,35,1,0.0002032119557006436,10,258.1763973236084,4,0.0807
0.0724,1,1,0.0038973744196231673,0,346.2886800765991,5,0.0724
0.0789,3,1,0.003890314367493041,0,279.3221673965454,5,0.0789
0.0801,6,1,0.003866556626088163,0,256.191153049469,5,0.0801
0.0801,10,1,0.003810671553018946,4,237.52858448028564,5,0.0789
0.0801,16,1,0.003676962162323994,10,214.58925485610962,5,0.0781
0.0331,1,1,0.00042702385214371595,0,380.6458864212036,6,0.0331
0.0616,3,1,0.0004262503029969461,1,346.7004199028015,6,0.0604
0.0792,10,1,0.00041752407406162517,0,291.8715567588806,6,0.0792
0.081,17,1,0.00039982442325987535,0,268.2346029281616,6,0.081
0.081,27,1,0.00036078337524341223,10,249.87870836257935,6,0.0804
0.0359,1,1,0.0005183508302520254,0,377.75998640060425,7,0.0359
0.0642,3,1,0.00051741184325995,0,340.06671380996704,7,0.0642
0.08,10,1,0.0005068193482719404,0,283.9685306549072,7,0.08
0.081,13,1,0.0004988954951501435,0,272.1697187423706,7,0.081
0.081,23,1,0.00045903575472084685,10,248.84624576568604,7,0.0806
0.0567,1,1,0.0016728284398855632,0,361.2776746749878,8,0.0567
0.0784,3,1,0.0016697981290355495,0,298.8100996017456,8,0.0784
0.0809,7,1,0.0016547075356136828,0,261.0928316116333,8,0.0809
0.0809,10,1,0.0016356138935117587,3,247.44326066970825,8,0.0799
0.0809,17,1,0.001566277065864844,10,223.11605882644653,8,0.0788
0.0598,1,1,0.0008366065197432505,0,371.0400309562683,9,0.0598
0.0736,3,1,0.0008350910159692092,0,322.26484727859497,9,0.0736
0.0811,10,1,0.0008179949685624599,0,266.16003942489624,9,0.0811
0.0813,12,1,0.0008098224554031511,0,258.6825337409973,9,0.0813
0.0813,22,1,0.0007486982068624021,10,233.04699039459229,9,0.0794
0.0695,1,1,0.002975757746096262,0,350.6484889984131,10,0.0695
0.079,3,1,0.0029703671927256933,0,283.37242698669434,10,0.079
0.08,5,1,0.0029596077918404174,0,264.10154485702515,10,0.08
0.08,10,1,0.0029095576074574885,5,238.57226610183716,10,0.0787
0.08,15,1,0.0028275388931525386,10,219.46303272247314,10,0.0783
