global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,pair_id,phase_kind,architecture_id,architecture_key,architecture_name,setting_id,setting_key,setting_desc,setting_group,setting_detail,hparam_id,source_hparam_id,target_hparam_id,transfer_mode,source_dataset,target_dataset,source_checkpoint,source_run_phase,run_id
0.110300,0.110300,P15A_SRC_amazon_to_retail_A12_H2_S1,A12 source H2,transfer_stageA,trial_new_best,amazon_beauty,1,2,running,0.082000,,,,,,2026-04-13T02:17:36.556539Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_amazon_to_retail_A12_H2_S1,SRC_amazon_to_retail_A12_H2,amazon_to_retail source pretrain A12 H2,source_pretrain,source_dataset=amazon_beauty target_dataset=retail_rocket,H2,H2,,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_SRC_H2_S1
0.110800,0.110800,P15A_SRC_amazon_to_retail_A12_H2_S1,A12 source H2,transfer_stageA,trial_new_best,amazon_beauty,1,2,running,0.081800,,,,,,2026-04-13T02:17:57.580800Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_amazon_to_retail_A12_H2_S1,SRC_amazon_to_retail_A12_H2,amazon_to_retail source pretrain A12 H2,source_pretrain,source_dataset=amazon_beauty target_dataset=retail_rocket,H2,H2,,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_SRC_H2_S1
0.110800,0.110800,P15A_SRC_amazon_to_retail_A12_H2_S1,A12 source H2,transfer_stageA,run_complete,amazon_beauty,1,2,run_complete_no_result,0.081800,,,False,False,,2026-04-13T02:18:20.667273Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_amazon_to_retail_A12_H2_S1,SRC_amazon_to_retail_A12_H2,amazon_to_retail source pretrain A12 H2,source_pretrain,source_dataset=amazon_beauty target_dataset=retail_rocket,H2,H2,,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_SRC_H2_S1
0.110800,0.108500,P15A_SRC_amazon_to_retail_A12_H3_S1,A12 source H3,transfer_stageA,run_complete,amazon_beauty,1,2,run_complete_no_result,0.085500,,,False,False,,2026-04-13T02:19:55.128034Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,source_pretrain,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_SRC_amazon_to_retail_A12_H3_S1,SRC_amazon_to_retail_A12_H3,amazon_to_retail source pretrain A12 H3,source_pretrain,source_dataset=amazon_beauty target_dataset=retail_rocket,H3,H3,,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_SRC_H3_S1
0.294900,0.294900,P15A_TGT_amazon_to_retail_A12_native_native_H2_S1,A12 native H2,transfer_stageA,trial_new_best,retail_rocket,1,3,running,0.295500,,,,,,2026-04-13T15:10:27.953861Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_native_native_H2_S1,native_amazon_to_retail_A12_native_H2,amazon_to_retail A12 native native->H2,target_native,source=amazon_beauty target=retail_rocket mode=none,H2,,H2,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_native_native_H2_S1
0.294900,0.294900,P15A_TGT_amazon_to_retail_A12_native_native_H2_S1,A12 native H2,transfer_stageA,run_complete,retail_rocket,1,3,run_complete_no_result,0.295500,,,False,False,,2026-04-13T15:44:07.813740Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_native_native_H2_S1,native_amazon_to_retail_A12_native_H2,amazon_to_retail A12 native native->H2,target_native,source=amazon_beauty target=retail_rocket mode=none,H2,,H2,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_native_native_H2_S1
0.294900,0.285400,P15A_TGT_amazon_to_retail_A12_native_native_H3_S1,A12 native H3,transfer_stageA,run_complete,retail_rocket,1,2,run_complete_no_result,0.286600,,,False,False,,2026-04-13T15:57:14.280522Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_native_native_H3_S1,native_amazon_to_retail_A12_native_H3,amazon_to_retail A12 native native->H3,target_native,source=amazon_beauty target=retail_rocket mode=none,H3,,H3,none,amazon_beauty,retail_rocket,,,amazon_to_retail_A12_native_native_H3_S1
0.294900,0.294900,P15A_TGT_amazon_to_retail_A12_feature_init_H2_H2_S1,A12 feature_init H2,transfer_stageA,run_complete,retail_rocket,1,3,run_complete_no_result,0.295500,,,False,False,,2026-04-13T16:22:51.255156Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_feature_init_H2_H2_S1,feature_init_amazon_to_retail_A12_H2_H2,amazon_to_retail A12 feature_init H2->H2,target_feature_init,source=amazon_beauty target=retail_rocket mode=macro_feature_encoder,H2,H2,H2,macro_feature_encoder,amazon_beauty,retail_rocket,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/amazon_to_retail/amazon_beauty_H2_s1_best.pth,P15A_SRC_amazon_to_retail_A12_H2_S1,amazon_to_retail_A12_feature_init_H2_H2_S1
0.294900,0.292500,P15A_TGT_amazon_to_retail_A12_group_init_H2_H2_S1,A12 group_init H2,transfer_stageA,run_complete,retail_rocket,1,2,run_complete_no_result,0.293700,,,False,False,,2026-04-13T16:34:27.344603Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_group_init_H2_H2_S1,group_init_amazon_to_retail_A12_H2_H2,amazon_to_retail A12 group_init H2->H2,target_group_init,source=amazon_beauty target=retail_rocket mode=macro_group_router,H2,H2,H2,macro_group_router,amazon_beauty,retail_rocket,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/amazon_to_retail/amazon_beauty_H2_s1_best.pth,P15A_SRC_amazon_to_retail_A12_H2_S1,amazon_to_retail_A12_group_init_H2_H2_S1
0.294900,0.000000,P15A_TGT_amazon_to_retail_A12_full_arch_init_H2_H2_S1,A12 full_arch_init H2,transfer_stageA,run_complete,retail_rocket,1,2,run_complete_no_result,0.000000,,,False,False,,2026-04-13T16:35:02.633486Z,P15A,TLA,transfer_learning_stageA_v1,amazon_to_retail,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_amazon_to_retail_A12_full_arch_init_H2_H2_S1,full_arch_init_amazon_to_retail_A12_H2_H2,amazon_to_retail A12 full_arch_init H2->H2,target_full_arch_init,source=amazon_beauty target=retail_rocket mode=full_model,H2,H2,H2,full_model,amazon_beauty,retail_rocket,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/amazon_to_retail/amazon_beauty_H2_s1_best.pth,P15A_SRC_amazon_to_retail_A12_H2_S1,amazon_to_retail_A12_full_arch_init_H2_H2_S1
