early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0932,ok,0.1582,0.0912,1
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0631,ok,0.105,0.0635,2
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1104,ok,0.1697,0.1101,3
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,ok,0.0521,0.0465,4
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,ok,0.1678,0.1641,5
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1437,ok,0.1718,0.1472,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0526,ok,0.0794,0.0537,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842,ok,0.1476,0.0802,8
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1534,ok,0.1743,0.1564,9
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1638,ok,0.1754,0.1653,10
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1177,ok,0.171,0.1182,11
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1574,ok,0.1743,0.161,12
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0474,ok,0.051,0.0462,13
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1413,ok,0.1724,0.1437,14
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1638,ok,0.1751,0.1654,15
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1312,ok,0.1718,0.1326,16
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1636,ok,0.1757,0.1653,17
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1473,ok,0.1746,0.1502,18
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1519,ok,0.1743,0.1557,19
True,15,1.0,1.0,0.0,0.2928384082663534,0.0,1.7334334669307667,0.3760128617286682,0.28439638018608093,0.0,0.233560239834649,0.6590527171474111,1.896542813249968,0.9498313267927331,5.5652782043407045,5.5261122487597945,5.5652782043407045,0.0,1.0,0.0,1.0,0.0,1.0,0.00036691724359094204,0.9996331500623087,0.0003526984522520373,0.9996473863296981,0.0006762342377500458,0.9993239943570913,0.0,0.0,7.460501126126126,5.5652782043407045,0.8584692519575376,0.1651,ok,0.1746,0.1655,20
