early_stopped,epochs_run,feature_ablation.feature_shuffle_delta_mrr,feature_ablation.feature_zero_delta_mrr,feature_ablation.route_change_under_feature_shuffle,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,34,0.002699999999999994,0.0,0.03447347716261544,0.0,0.31386327743530273,0.0,0.9025605572004362,0.22994476556777954,-0.1174374595284462,3.64129505765183,0.0,0.0,0.0,0.426611867986252,0.0,0.20989950001239777,0.0,0.7388528424227366,0.23375096917152405,0.004768151789903641,3.8312062195499297,0.0,0.0,0.0,0.388321807666294,0.0768,ok,0.1797,0.1581,1
True,34,0.002700000000000008,0.0,0.03917346473974077,0.0,0.24351559579372406,0.0,1.0485949399863004,0.12734204530715942,-0.2770160436630249,3.7760791604729707,0.0,0.0,0.0,0.3880215881955084,0.0,0.17672635178127002,0.0,0.5062466058161483,0.07966886460781097,-0.16972176730632782,3.8788546879333152,0.0,0.0,0.0,0.32370215467859265,0.0772,ok,0.1812,0.157,2
True,44,0.0022999999999999965,0.0,0.030372203127803803,0.0,0.2127048820257187,0.0,0.9816924894233026,-0.015370875597000122,-0.2847943603992462,3.826859913343051,0.0,0.0,0.0,0.40177992187392164,0.0,0.4112454354763031,0.0,0.5763353262503537,0.4479103088378906,-0.11274179071187973,3.421368174813206,0.0,0.0,0.0,0.44585697130315954,0.077,ok,0.1817,0.158,3
