early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
,,0.0,fail,,,1
True,5,0.0973,ok,0.0877,0.0798,2
True,5,0.0973,ok,0.0877,0.0799,3
True,30,0.1147,ok,0.0965,0.0863,4
True,7,0.0973,ok,0.0877,0.0802,5
True,6,0.0981,ok,0.0789,0.0789,6
True,6,0.0973,ok,0.0877,0.0762,7
True,5,0.0973,ok,0.0789,0.0794,8
True,5,0.0973,ok,0.0789,0.0789,9
True,5,0.0973,ok,0.0789,0.075,10
True,6,0.0979,ok,0.0789,0.0789,11
,,0.0,fail,,,12
True,5,0.0973,ok,0.0789,0.0789,13
True,7,0.0973,ok,0.0789,0.0789,14
True,5,0.0973,ok,0.0789,0.0789,15
True,6,0.0973,ok,0.0789,0.0707,16
True,5,0.0973,ok,0.0877,0.0807,17
True,5,0.0973,ok,0.0789,0.0789,18
True,5,0.0973,ok,0.0789,0.0789,19
True,5,0.0978,ok,0.0877,0.0799,20
