early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0783,ok,0.1841,0.1567,1
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0779,ok,0.1851,0.1588,2
True,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1894,0.1612,3
True,31,0.0,0.0,4.789955224704657,0.5935374321479371,0.0,1.4063076891722432,0.761079728603363,0.258628249168396,1.214680929499549,0.16015278043457348,0.8257764428602951,3.899969862038337,0.29234149277239707,12.653990798547017,8.873857716105928,2.8320563941280787,0.0,0.0,2.8320563941280787,12.653990798547017,0.21379430696225896,0.0,0.0,4.131047198855546,0.3248243890441044,0.0,1.9656877458235171,0.8419210314750671,0.038357194513082504,1.1853255307089225,0.26104328591372516,1.0344036645532557,3.744814814070787,0.42334669002409575,12.215727842677074,10.854710771084896,3.5927164846593005,0.7329535870136538,0.4944605239068193,3.5927164846593005,12.215727842677074,0.24113860754820826,0.0,0.0,6.139978154171721,0.3050572432662909,0.0,1.9476361300163099,0.6643691658973694,-0.0372735932469368,1.1741890428292245,0.22331056459425416,1.0748566475195596,3.810004124025994,0.3976512807433211,16.177611569471548,10.978357170889504,3.6019941425821425,0.0,0.0,3.6019941425821425,16.177611569471548,0.27887069962659433,0.0804,ok,0.1834,0.1586,4
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,ok,0.1849,0.1585,5
