avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_exposure_js,macro_1.route_consistency_feature_group_knn_exposure_score,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_consistency_feature_group_knn_exposure_js,mid_1.route_consistency_feature_group_knn_exposure_score,mid_1.route_consistency_feature_group_knn_focus_js,mid_1.route_consistency_feature_group_knn_focus_score,mid_1.route_consistency_feature_group_knn_mean_js,mid_1.route_consistency_feature_group_knn_mean_score,mid_1.route_consistency_feature_group_knn_memory_js,mid_1.route_consistency_feature_group_knn_memory_score,mid_1.route_consistency_feature_group_knn_tempo_js,mid_1.route_consistency_feature_group_knn_tempo_score,mid_1.route_consistency_group_knn_js,mid_1.route_consistency_group_knn_score,mid_1.route_consistency_intra_group_knn_mean_js,mid_1.route_consistency_intra_group_knn_mean_score,mid_1.route_consistency_knn_js,mid_1.route_consistency_knn_score,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
13.248405021779677,True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,ok,18143.112080182873,0.14914751052856445,0.3583,0.3387,1
13.302101643880208,True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183,ok,18404.631606941028,0.14702820777893066,0.3662,0.3379,2
12.94011677012724,True,17,1.0,1.0,0.0,0.33280236027233717,0.0,2.3056729884659517,0.32829928398132324,0.15840990841388702,0.0,0.11598980731969394,1.335465157974914,3.9468999754748153,0.47766391010168957,5.488779606673336,10.803439354306892,5.488779606673336,0.019672080904253895,0.9805201518759576,0.020673899556541826,0.9795383403795147,0.020700938771812873,0.9795121735175012,0.02193126694820172,0.978307474798727,0.020526507678254053,0.9796827270158055,0.0055212665196996856,0.994493947658901,0.01142332791668853,0.988642116978444,0.016929619378381267,0.9832128813335995,0.8142279783227703,0.4888879683215445,9.115998767505001,5.488779606673336,0.3289676730107229,1.0,1.0,0.0,0.45196618914100367,0.0,2.2409123620068847,0.3860606253147125,0.2045276015996933,0.0,0.033030991031065764,1.3591536669568314,3.995640742293183,0.32908637676571834,5.665546406116033,9.964516899466776,5.665546406116033,0.020239593165709176,0.9799638525354432,0.018371536241800112,0.9817961917194525,0.01904576735756812,0.981135491953116,0.016994252822234924,0.9831493349526705,0.020577687200528275,0.9796325886048974,0.003449133785495284,0.996556807643549,0.012442730262845746,0.9876351810434354,0.01595539105010053,0.984171221920801,0.8042160374758887,0.4848571228109155,8.70198136967705,5.665546406116033,0.2700114746963162,0.0185,ok,18405.377753561144,0.14702224731445312,0.3595,0.338,3
