early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,5,0.0001,ok,0.0004,0.0001,1
True,5,0.0002,ok,0.0007,0.0003,2
True,34,0.2901,ok,0.345,0.284,3
True,5,0.0,ok,0.0004,0.0001,4
False,35,0.2516,ok,0.3119,0.2548,5
True,6,0.0003,ok,0.0,0.0,6
False,35,0.087,ok,0.1049,0.0792,7
True,6,0.0004,ok,0.0,0.0,8
True,33,0.2897,ok,0.3388,0.286,9
False,35,0.2765,ok,0.3253,0.2716,10
True,13,0.0187,ok,0.0327,0.0221,11
True,10,0.0004,ok,0.0,0.0,12
False,35,0.2766,ok,0.3214,0.2726,13
True,12,0.0008,ok,0.0004,0.0004,14
True,8,0.0005,ok,0.0004,0.0,15
True,15,0.0274,ok,0.0367,0.029,16
True,26,0.023,ok,0.032,0.0243,17
True,5,0.0003,ok,0.0,0.0,18
False,35,0.2854,ok,0.3253,0.2796,19
True,5,0.0,ok,0.0,0.0,20
True,33,0.2919,ok,0.3471,0.2873,21
