phase,job_key,run_phase,dataset,source_dataset,target_dataset,pair_id,triplet_id,comparison_role,pair_group,hparam_id,seed,transfer_mode,backend_transfer_mode,freeze_policy,source_checkpoint,baseline_native_checkpoint,checkpoint_export,lr_values,log_path
native,native/beauty/shared_6/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_beauty_shared_6_s2,beauty,,beauty,,,,,shared_6,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_2/best.pth,[0.0005672],
native,native/beauty/shared_6/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_beauty_shared_6_s3,beauty,,beauty,,,,,shared_6,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_6/seed_3/best.pth,[0.0005672],
native,native/foursquare/shared_3/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_3_s1,foursquare,,foursquare,,,,,shared_3,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_1/best.pth,[0.00095164],
native,native/foursquare/shared_3/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_3_s2,foursquare,,foursquare,,,,,shared_3,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_2/best.pth,[0.00095164],
native,native/foursquare/shared_3/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_3_s3,foursquare,,foursquare,,,,,shared_3,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_3/seed_3/best.pth,[0.00095164],
native,native/foursquare/shared_4/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_4_s1,foursquare,,foursquare,,,,,shared_4,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_1/best.pth,[0.00095164],
native,native/foursquare/shared_4/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_4_s2,foursquare,,foursquare,,,,,shared_4,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_2/best.pth,[0.00095164],
native,native/foursquare/shared_4/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_4_s3,foursquare,,foursquare,,,,,shared_4,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_4/seed_3/best.pth,[0.00095164],
native,native/foursquare/shared_5/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_5_s1,foursquare,,foursquare,,,,,shared_5,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_1/best.pth,[0.00095164],
native,native/foursquare/shared_5/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_5_s2,foursquare,,foursquare,,,,,shared_5,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_2/best.pth,[0.00095164],
native,native/foursquare/shared_5/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_5_s3,foursquare,,foursquare,,,,,shared_5,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_5/seed_3/best.pth,[0.00095164],
native,native/foursquare/shared_6/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_6_s1,foursquare,,foursquare,,,,,shared_6,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_1/best.pth,[0.00095164],
native,native/foursquare/shared_6/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_6_s2,foursquare,,foursquare,,,,,shared_6,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_2/best.pth,[0.00095164],
native,native/foursquare/shared_6/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_foursquare_shared_6_s3,foursquare,,foursquare,,,,,shared_6,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/foursquare/shared_6/seed_3/best.pth,[0.00095164],
native,native/KuaiRec/shared_3/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_3_s1,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_3,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_1/best.pth,[0.0005476],
native,native/KuaiRec/shared_3/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_3_s2,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_3,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,[0.0005476],
native,native/KuaiRec/shared_3/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_3_s3,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_3,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,[0.0005476],
native,native/KuaiRec/shared_4/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_4_s1,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_4,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_1/best.pth,[0.0005476],
native,native/KuaiRec/shared_4/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_4_s2,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_4,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_2/best.pth,[0.0005476],
native,native/KuaiRec/shared_4/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_4_s3,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_4,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_3/best.pth,[0.0005476],
native,native/KuaiRec/shared_5/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_5_s1,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_5,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_1/best.pth,[0.0005476],
native,native/KuaiRec/shared_5/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_5_s2,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_5,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_2/best.pth,[0.0005476],
native,native/KuaiRec/shared_5/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_5_s3,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_5,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_5/seed_3/best.pth,[0.0005476],
native,native/KuaiRec/shared_6/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_6_s1,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_6,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_1/best.pth,[0.0005476],
native,native/KuaiRec/shared_6/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_6_s2,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_6,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_2/best.pth,[0.0005476],
native,native/KuaiRec/shared_6/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_kuairec_shared_6_s3,KuaiRecLargeStrictPosV2_0.2,,KuaiRecLargeStrictPosV2_0.2,,,,,shared_6,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_6/seed_3/best.pth,[0.0005476],
native,native/lastfm/shared_3/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_3_s1,lastfm0.03,,lastfm0.03,,,,,shared_3,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_1/best.pth,[0.0004983],
native,native/lastfm/shared_3/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_3_s2,lastfm0.03,,lastfm0.03,,,,,shared_3,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_2/best.pth,[0.0004983],
native,native/lastfm/shared_3/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_3_s3,lastfm0.03,,lastfm0.03,,,,,shared_3,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_3/seed_3/best.pth,[0.0004983],
native,native/lastfm/shared_4/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_4_s1,lastfm0.03,,lastfm0.03,,,,,shared_4,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_1/best.pth,[0.0004983],
native,native/lastfm/shared_4/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_4_s2,lastfm0.03,,lastfm0.03,,,,,shared_4,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_2/best.pth,[0.0004983],
native,native/lastfm/shared_4/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_4_s3,lastfm0.03,,lastfm0.03,,,,,shared_4,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_4/seed_3/best.pth,[0.0004983],
native,native/lastfm/shared_5/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_5_s1,lastfm0.03,,lastfm0.03,,,,,shared_5,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_1/best.pth,[0.0004983],
native,native/lastfm/shared_5/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_5_s2,lastfm0.03,,lastfm0.03,,,,,shared_5,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_2/best.pth,[0.0004983],
native,native/lastfm/shared_5/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_5_s3,lastfm0.03,,lastfm0.03,,,,,shared_5,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_5/seed_3/best.pth,[0.0004983],
native,native/lastfm/shared_6/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_6_s1,lastfm0.03,,lastfm0.03,,,,,shared_6,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_1/best.pth,[0.0004983],
native,native/lastfm/shared_6/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_6_s2,lastfm0.03,,lastfm0.03,,,,,shared_6,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_2/best.pth,[0.0004983],
native,native/lastfm/shared_6/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_lastfm_shared_6_s3,lastfm0.03,,lastfm0.03,,,,,shared_6,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/lastfm/shared_6/seed_3/best.pth,[0.0004983],
native,native/movielens1m/shared_3/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_3_s1,movielens1m,,movielens1m,,,,,shared_3,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_1/best.pth,[0.00129037],
native,native/movielens1m/shared_3/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_3_s2,movielens1m,,movielens1m,,,,,shared_3,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_2/best.pth,[0.00129037],
native,native/movielens1m/shared_3/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_3_s3,movielens1m,,movielens1m,,,,,shared_3,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_3/seed_3/best.pth,[0.00129037],
native,native/movielens1m/shared_4/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_4_s1,movielens1m,,movielens1m,,,,,shared_4,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_1/best.pth,[0.00129037],
native,native/movielens1m/shared_4/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_4_s2,movielens1m,,movielens1m,,,,,shared_4,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_2/best.pth,[0.00129037],
native,native/movielens1m/shared_4/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_4_s3,movielens1m,,movielens1m,,,,,shared_4,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_4/seed_3/best.pth,[0.00129037],
native,native/movielens1m/shared_5/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_5_s1,movielens1m,,movielens1m,,,,,shared_5,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_1/best.pth,[0.00129037],
native,native/movielens1m/shared_5/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_5_s2,movielens1m,,movielens1m,,,,,shared_5,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_2/best.pth,[0.00129037],
native,native/movielens1m/shared_5/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_5_s3,movielens1m,,movielens1m,,,,,shared_5,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_5/seed_3/best.pth,[0.00129037],
native,native/movielens1m/shared_6/seed_1/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_6_s1,movielens1m,,movielens1m,,,,,shared_6,1,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_1/best.pth,[0.00129037],
native,native/movielens1m/shared_6/seed_2/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_6_s2,movielens1m,,movielens1m,,,,,shared_6,2,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_2/best.pth,[0.00129037],
native,native/movielens1m/shared_6/seed_3/none/scratch/lr_fixed1,AI502_P0_NATIVE_movielens1m_shared_6_s3,movielens1m,,movielens1m,,,,,shared_6,3,none,none,scratch,,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/movielens1m/shared_6/seed_3/best.pth,[0.00129037],
