early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,30,0.2001,ok,0.3197,0.1693,1
True,30,0.2006,ok,0.3197,0.1689,2
True,30,0.2001,ok,0.3185,0.1683,3
True,25,0.1998,ok,0.3189,0.1662,4
True,30,0.2002,ok,0.3189,0.168,5
True,21,0.2005,ok,0.3265,0.1711,6
