global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,architecture_id,architecture_name,tuning_stage,family_id,family_group,variant_id,capacity_anchor,search_algo,setting_tier,setting_id,setting_key,setting_group,setting_detail,base_dataset,base_rank,base_key,base_run_phase,base_result_json,base_source,base_test_mrr20,base_valid_mrr20,base_setting_id,base_capacity_anchor,source_feature_mode,runtime_feature_mode,runtime_eval_mode,lr_mode,queue_stage_order
0.069500,0.069500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,trial_new_best,beauty,1,6,running,0.047200,,,,,,2026-04-16T17:00:08.960060Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.094500,0.094500,P40_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_BL_00_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,trial_new_best,beauty,3,2,running,0.081900,,,,,,2026-04-16T17:00:20.976102Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B25_lr_h8_seen_anchor__BL-00,baseline_pool,BL-00,H8,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P40_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_BL_00_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,trial_new_best,beauty,2,1,running,0.080300,,,,,,2026-04-16T17:01:03.031925Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B25_lr_h8_seen_anchor__BL-00,baseline_pool,BL-00,H8,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.075900,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,1,6,run_complete_no_result,0.043700,,,False,False,,2026-04-16T17:03:36.704652Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.075900,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,2,7,run_complete_no_result,0.043700,,,False,False,,2026-04-16T17:03:58.122544Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P40_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_BL_00_S2,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,2,1,run_complete_no_result,0.080300,,,False,False,,2026-04-16T17:05:37.667501Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B25_lr_h8_seen_anchor__BL-00,baseline_pool,BL-00,H8,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P40_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_BL_00_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,3,2,run_complete_no_result,0.080300,,,False,False,,2026-04-16T17:05:59.110030Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B25_lr_h8_seen_anchor__BL-00,baseline_pool,BL-00,H8,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P40_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_BL_00_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,run_complete,beauty,1,0,run_complete_no_result,0.080300,,,False,False,,2026-04-16T17:06:23.682216Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,baseline_pool,B01_B25_lr_h8_seen_anchor__BL-00,baseline_pool,BL-00,H8,random,essential,BL-00,BASE_REPLAY,baseline_pool,Replay and retune the selected base configuration under the ablation runtime.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.075900,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_01_S3,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,3,6,run_complete_no_result,0.043700,,,False,False,,2026-04-16T17:08:06.510883Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-01,routing_control,RC-01,H8,random,essential,RC-01,SHARED_FFN,routing_control,Dense FFN only without routing or feature injection.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
0.095500,0.095500,P4A_BEAUTY_B01_B25_LR_H8_SEEN_ANCHOR_RC_02_S1,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,run_complete,beauty,1,0,run_complete_no_result,0.080300,,,False,False,,2026-04-16T17:12:01.460499Z,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,routing_control,B01_B25_lr_h8_seen_anchor__RC-02,routing_control,RC-02,H8,random,essential,RC-02,ROUTER_SOURCE_HIDDEN,routing_control,Use hidden-state-only routing at every stage.,beauty,1,beauty:B25_lr_h8_seen_anchor,P4XD_XD_BEAUTY_B25_LR_H8_SEEN_ANCHOR_S1,/workspace/FeaturedMoE/experiments/run/artifacts/results/fmoe_n4/beauty_FeaturedMoE_N3_p4xd_xd_beauty_b25_lr_h8_seen_anchor_s1_20260416_030201_046233_pid244350.json,command_log,0.0822,0.0865,B25_lr_h8_seen_anchor,H8,full_v3,full_v4,session_fixed,band9,
