dataset,model,combo_id,combo_kind,priority,run_phase,gpu_id,status,best_valid_mrr20,test_mrr20,valid_unseen_mrr20,test_unseen_mrr20,test_main_seen_count,test_main_unseen_count,est_runtime_sec,elapsed_sec,max_evals,epochs,patience,seed,result_path,log_path,space_yaml,error,timestamp_utc,base_params_json
beauty,difsr,K4,large_soft,critical,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K4,6,ok,0.0152,0.0157,0.0,0.0,349,248,64.5,146.071,15,100,7,2026041704,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_beauty_difsr_k4_20260416_050609_050758_pid1271105.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K4.yaml,,2026-04-16T05:08:33.135546+00:00,"{""attribute_hidden_size"": 224, ""dropout"": 0.14, ""embedding_size"": 192, ""fusion_type"": ""concat"", ""hidden_size"": 192, ""inner_size"": 384, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 4, ""num_heads"": 4, ""num_layers"": 4, ""use_attribute_predictor"": true, ""weight_decay"": 0.00017}"
beauty,bsarec,K1,stable_short,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K1,2,ok,0.0185,0.0175,0.0,0.0005905832644672163,349,248,110.5,67.939,15,100,7,2026041761,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k1_20260416_050728_895429_pid1271713.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K1.yaml,,2026-04-16T05:08:34.785227+00:00,"{""bsarec_alpha"": 0.51, ""bsarec_c"": 5, ""dropout"": 0.14, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00014}"
beauty,difsr,K8,wide_decay,critical,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K8,4,ok,0.0086,0.0023,0.0,0.0,349,248,64.5,80.512,15,100,7,2026041708,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_DIFSR_baseline2_addtune3_beauty_difsr_k8_20260416_050723_408058_pid1271639.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K8.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K8.yaml,,2026-04-16T05:08:41.920952+00:00,"{""attribute_hidden_size"": 224, ""dropout"": 0.185, ""embedding_size"": 224, ""fusion_type"": ""concat"", ""hidden_size"": 224, ""inner_size"": 448, ""lambda_attr"": 0.26, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000195}"
beauty,bsarec,K2,mid_soft,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K2,3,ok,0.021,0.011,0.0,0.0,349,248,110.5,79.808,15,100,7,2026041762,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k2_20260416_050819_067526_pid1272125.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K2.yaml,,2026-04-16T05:09:38.093346+00:00,"{""bsarec_alpha"": 0.84, ""bsarec_c"": 2, ""dropout"": 0.11, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 9e-05}"
beauty,bsarec,K6,shallow_mix,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K6,2,ok,0.0188,0.0134,0.0012919897025869798,0.0,349,248,110.5,61.849,15,100,7,2026041766,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k6_20260416_050838_223949_pid1272341.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K6.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K6.yaml,,2026-04-16T05:09:40.886672+00:00,"{""bsarec_alpha"": 0.51, ""bsarec_c"": 5, ""dropout"": 0.135, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00011}"
beauty,bsarec,K3,mid_decay,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K3,1,ok,0.0219,0.0079,0.0004306632245695868,0.00021222411023993646,349,248,110.5,82.145,15,100,7,2026041763,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k3_20260416_050819_785577_pid1272139.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K3.yaml,,2026-04-16T05:09:44.989706+00:00,"{""bsarec_alpha"": 0.51, ""bsarec_c"": 5, ""dropout"": 0.13, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 0.00013}"
beauty,bsarec,K10,alpha_mid,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K10,5,ok,0.0212,0.0142,0.002491694376912228,0.0,349,248,110.5,111.556,15,100,7,2026041770,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k10_20260416_050751_930941_pid1271898.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K10.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K10.yaml,,2026-04-16T05:09:47.111969+00:00,"{""bsarec_alpha"": 0.84, ""bsarec_c"": 2, ""dropout"": 0.115, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 9.5e-05}"
beauty,bsarec,K11,alpha_high,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K11,0,ok,0.0232,0.0174,0.0,0.0,349,248,110.5,102.652,15,100,7,2026041771,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k11_20260416_050802_220806_pid1271983.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K11.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K11.yaml,,2026-04-16T05:09:48.249130+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.11, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""weight_decay"": 9e-05}"
beauty,bsarec,K7,wide_attr,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K7,4,ok,0.0288,0.0158,0.0,0.0,349,248,110.5,65.328,15,100,7,2026041767,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k7_20260416_050845_386422_pid1272409.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K7.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K7.yaml,,2026-04-16T05:09:49.496178+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.16, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""weight_decay"": 0.00013}"
beauty,bsarec,K4,large_soft,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K4,7,ok,0.0228,0.0136,0.0008435932587283527,0.0,349,248,110.5,138.86,15,100,7,2026041764,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k4_20260416_050821_005178_pid1272155.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K4.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K4.yaml,,2026-04-16T05:10:37.885227+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.11, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 4, ""num_heads"": 4, ""num_layers"": 4, ""weight_decay"": 8.5e-05}"
beauty,bsarec,K5,large_decay,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K5,6,ok,0.0245,0.0198,0.0,0.0,349,248,110.5,145.006,15,100,7,2026041765,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k5_20260416_050836_691537_pid1272299.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K5.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K5.yaml,,2026-04-16T05:11:00.010267+00:00,"{""bsarec_alpha"": 0.78, ""bsarec_c"": 2, ""dropout"": 0.12, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 4, ""num_heads"": 4, ""num_layers"": 4, ""weight_decay"": 0.000115}"
beauty,gru4rec,K1,stable_short,critical,BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K1,1,ok,0.055,0.0223,0.0,0.0,349,248,112.9,74.428,15,100,7,2026041791,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_baseline2_addtune3_beauty_gru4rec_k1_20260416_050948_491380_pid1272833.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K1.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_gru4rec_K1.yaml,,2026-04-16T05:11:01.448953+00:00,"{""dropout"": 0.22, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 12, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 1.4e-06}"
beauty,bsarec,K9,reset_mild,critical,BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K9,2,ok,0.0199,0.0147,0.0,0.0010080645161290322,349,248,110.5,92.573,15,100,7,2026041769,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_BSARec_baseline2_addtune3_beauty_bsarec_k9_20260416_050944_265915_pid1272802.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_BSAREC_K9.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_bsarec_K9.yaml,,2026-04-16T05:11:15.006516+00:00,"{""bsarec_alpha"": 0.51, ""bsarec_c"": 5, ""dropout"": 0.16, ""embedding_size"": 160, ""hidden_size"": 160, ""inner_size"": 320, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 0.00018}"
beauty,gru4rec,K2,mid_soft,critical,BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K2,0,ok,0.0531,0.0214,0.0,0.0,349,248,112.9,109.477,15,100,7,2026041792,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_baseline2_addtune3_beauty_gru4rec_k2_20260416_050951_536439_pid1272860.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K2.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_gru4rec_K2.yaml,,2026-04-16T05:11:39.212623+00:00,"{""dropout"": 0.19, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 14, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 1e-06}"
beauty,gru4rec,K10,gru_short,critical,BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K10,5,ok,0.0614,0.0193,0.0,0.0,349,248,112.9,114.41,15,100,7,2026041800,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_baseline2_addtune3_beauty_gru4rec_k10_20260416_050950_289045_pid1272856.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K10.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_gru4rec_K10.yaml,,2026-04-16T05:11:43.066688+00:00,"{""dropout"": 0.22, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 12, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 1.2e-06}"
beauty,gru4rec,K3,mid_decay,critical,BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K3,4,ok,0.0745,0.0157,0.0,0.0,349,248,112.9,117.846,15,100,7,2026041793,/workspace/FeaturedMoE/experiments/run/artifacts/results/baseline_2/beauty_GRU4Rec_baseline2_addtune3_beauty_gru4rec_k3_20260416_050952_920190_pid1272884.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/session_logs/BASELINE2_ADDTUNE3_BEAUTY_GRU4REC_K3.log,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_gru4rec_K3.yaml,,2026-04-16T05:11:48.817797+00:00,"{""dropout"": 0.21, ""embedding_size"": 192, ""hidden_size"": 192, ""inner_size"": 384, ""max_len"": 14, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 1, ""weight_decay"": 1.3e-06}"
