dataset,model,combo_id,combo_kind,priority,est_runtime_sec,runtime_class,max_evals,epochs,patience,seed,run_phase,space_yaml,base_params_json,search_json
beauty,difsr,K1,seq_short,critical,64.5,very_fast,15,100,7,2026041701,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K1,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K1.yaml,"{""attribute_hidden_size"": 128, ""dropout"": 0.18, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.17, ""max_len"": 12, ""n_heads"": 2, ""n_layers"": 2, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00036}","{""MAX_ITEM_LIST_LENGTH"": [12, 14], ""lambda_attr"": [0.13, 0.17, 0.21], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063]}"
beauty,difsr,K10,fusion_gate,critical,64.5,very_fast,15,100,7,2026041710,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K10,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K10.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.16, ""embedding_size"": 160, ""fusion_type"": ""gate"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.17, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00022}","{""fusion_type"": [""concat"", ""gate""], ""lambda_attr"": [0.13, 0.17, 0.21], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [0.00011, 0.00022, 0.00044]}"
beauty,difsr,K11,fusion_concat,critical,64.5,very_fast,15,100,7,2026041711,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K11,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K11.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.135, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.0001425}","{""fusion_type"": [""concat"", ""gate""], ""lambda_attr"": [0.2, 0.24, 0.28], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [7.125e-05, 0.0001425, 0.000285]}"
beauty,difsr,K2,lr_focus_alt,critical,64.5,very_fast,15,100,7,2026041702,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K2,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K2.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.135, ""embedding_size"": 160, ""fusion_type"": ""concat"", ""hidden_size"": 160, ""inner_size"": 320, ""lambda_attr"": 0.24, ""max_len"": 14, ""n_heads"": 4, ""n_layers"": 3, ""num_heads"": 4, ""num_layers"": 3, ""use_attribute_predictor"": true, ""weight_decay"": 0.00012}","{""lambda_attr"": [0.2, 0.24, 0.28], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [6e-05, 0.00012, 0.00024]}"
beauty,difsr,K3,reg_short,critical,64.5,very_fast,15,100,7,2026041703,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K3,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K3.yaml,"{""attribute_hidden_size"": 128, ""dropout"": 0.195, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.2, ""max_len"": 12, ""n_heads"": 2, ""n_layers"": 1, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00033}","{""MAX_ITEM_LIST_LENGTH"": [12, 14], ""lambda_attr"": [0.16, 0.2, 0.24], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063]}"
beauty,difsr,K4,compact_lowdim,critical,64.5,very_fast,15,100,7,2026041704,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K4.yaml,"{""attribute_hidden_size"": 96, ""dropout"": 0.19, ""embedding_size"": 96, ""fusion_type"": ""gate"", ""hidden_size"": 96, ""inner_size"": 192, ""lambda_attr"": 0.17, ""max_len"": 10, ""n_heads"": 2, ""n_layers"": 2, ""num_heads"": 2, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.00052}","{""MAX_ITEM_LIST_LENGTH"": [10, 12], ""lambda_attr"": [0.13, 0.17, 0.21], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063]}"
beauty,difsr,K5,compact_attack,critical,64.5,very_fast,15,100,7,2026041705,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K5,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K5.yaml,"{""attribute_hidden_size"": 128, ""dropout"": 0.12, ""embedding_size"": 128, ""fusion_type"": ""concat"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.21, ""max_len"": 10, ""n_heads"": 2, ""n_layers"": 2, ""num_heads"": 2, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00011}","{""MAX_ITEM_LIST_LENGTH"": [10, 12], ""lambda_attr"": [0.17, 0.21, 0.25], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063]}"
beauty,difsr,K6,large_short,critical,64.5,very_fast,15,100,7,2026041706,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K6,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K6.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.13, ""embedding_size"": 224, ""fusion_type"": ""concat"", ""hidden_size"": 224, ""inner_size"": 448, ""lambda_attr"": 0.21, ""max_len"": 16, ""n_heads"": 8, ""n_layers"": 4, ""num_heads"": 8, ""num_layers"": 4, ""use_attribute_predictor"": true, ""weight_decay"": 0.00015}","{""lambda_attr"": [0.17, 0.21, 0.25], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [7.5e-05, 0.00015, 0.0003]}"
beauty,difsr,K7,shock_small,critical,64.5,very_fast,15,100,7,2026041707,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K7,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K7.yaml,"{""attribute_hidden_size"": 160, ""dropout"": 0.19, ""embedding_size"": 128, ""fusion_type"": ""gate"", ""hidden_size"": 128, ""inner_size"": 256, ""lambda_attr"": 0.23, ""max_len"": 12, ""n_heads"": 4, ""n_layers"": 2, ""num_heads"": 4, ""num_layers"": 2, ""use_attribute_predictor"": true, ""weight_decay"": 0.00026}","{""fusion_type"": [""concat"", ""gate""], ""lambda_attr"": [0.19, 0.23, 0.27], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [0.00013, 0.00026, 0.00052]}"
beauty,difsr,K8,shock_large,critical,64.5,very_fast,15,100,7,2026041708,BASELINE2_ADDTUNE3_BEAUTY_DIFSR_K8,/workspace/FeaturedMoE/experiments/run/artifacts/logs/baseline_2/PAIR60_ADDTUNING3/spaces/beauty_difsr_K8.yaml,"{""attribute_hidden_size"": 224, ""dropout"": 0.185, ""embedding_size"": 224, ""fusion_type"": ""concat"", ""hidden_size"": 224, ""inner_size"": 448, ""lambda_attr"": 0.26, ""max_len"": 16, ""n_heads"": 4, ""n_layers"": 1, ""num_heads"": 4, ""num_layers"": 1, ""use_attribute_predictor"": true, ""weight_decay"": 0.000195}","{""fusion_type"": [""concat"", ""gate""], ""lambda_attr"": [0.22, 0.26, 0.3], ""learning_rate"": [0.00018239, 0.00028372, 0.00040531, 0.00056744, 0.00081063], ""weight_decay"": [9.75e-05, 0.000195, 0.00039]}"
