best_mrr20,epoch,epoch_time_sec,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0699,1,23.56314516067505,1,0.0004082391402726613,0,718.2038946151733,1,0.0699
0.0766,3,22.449111700057983,1,0.00040749961943079113,0,611.9159893989563,1,0.0766
0.0796,6,22.432913303375244,1,0.00040501106203761017,0,551.6168489456177,1,0.0796
0.0796,10,22.126981258392334,1,0.0003991572559293282,4,508.04322624206543,1,0.0791
0.0796,16,22.074326753616333,1,0.00038515156881113586,10,453.9600992202759,1,0.0782
0.0699,1,22.584403038024902,1,0.0005309376621168105,0,709.9748911857605,2,0.0699
0.0777,3,22.33237314224243,1,0.0005299758742132622,0,594.8642964363098,2,0.0777
0.0796,6,22.30806851387024,1,0.0005267393671906956,0,536.3367319107056,2,0.0796
0.0796,10,22.342646598815918,1,0.0005191261674187666,4,488.82447624206543,2,0.0786
0.0796,16,22.228397607803345,1,0.0005009109939057467,10,424.0950813293457,2,0.0776
0.0696,1,22.652082204818726,1,0.00038180705951503424,0,720.149405002594,3,0.0696
0.0762,3,22.335206270217896,1,0.000381115420105114,0,616.4473824501038,3,0.0762
0.0795,6,22.34256362915039,1,0.0003787879882471833,0,555.7101159095764,3,0.0795
0.0795,10,21.872456550598145,1,0.00037331319595832656,4,512.8203620910645,3,0.0791
0.0795,16,22.010534286499023,1,0.0003602143289278084,10,461.05429553985596,3,0.0783
0.0701,1,22.79245924949646,1,0.0004975541415195853,0,712.123544216156,4,0.0701
0.0775,3,22.26467251777649,1,0.0004966528275070024,0,598.9547581672668,4,0.0775
0.0796,6,22.90483021736145,1,0.0004936198208321417,0,540.0058970451355,4,0.0796
0.0796,10,22.026625633239746,1,0.0004864853126836015,4,493.66944551467896,4,0.0787
0.0796,16,21.888574361801147,1,0.00046941544616901443,10,431.7038383483887,4,0.0777
0.0698,1,22.624549627304077,1,0.00039740116883432513,0,718.9899744987488,5,0.0698
0.0765,3,22.260382652282715,1,0.0003966812808619463,0,613.7310147285461,5,0.0765
0.0796,6,22.276313543319702,1,0.0003942587899266065,0,553.2516613006592,5,0.0796
0.0796,10,22.007141828536987,1,0.0003885603912184204,4,509.9680700302124,5,0.0791
0.0796,16,21.951600313186646,1,0.0003749265284109981,10,456.8404803276062,5,0.0782
