early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,0.0036,ok,0.0029,0.001,1
True,8,0.0004,ok,0.0,0.0002,2
True,32,0.0037,ok,0.0,0.0005,3
True,21,0.0036,ok,0.0,0.0006,4
True,8,0.0004,ok,0.0,0.0001,5
True,8,0.0005,ok,0.0,0.0,6
True,18,0.0026,ok,0.0,0.0002,7
True,29,0.0036,ok,0.0,0.0006,8
True,27,0.0038,ok,0.0029,0.0008,9
True,22,0.0036,ok,0.0,0.0006,10
True,16,0.0038,ok,0.0029,0.0014,11
True,28,0.0038,ok,0.0029,0.0008,12
True,8,0.0005,ok,0.0,0.0,13
True,8,0.0004,ok,0.0,0.0002,14
True,21,0.0035,ok,0.0029,0.0007,15
