early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111,ok,0.2015,0.1092,1
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1036,ok,0.1886,0.1021,2
True,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0614,ok,0.1188,0.0581,3
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0949,ok,0.1915,0.0997,4
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0874,ok,0.1752,0.0902,5
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,ok,0.1981,0.1056,6
True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1119,ok,0.1994,0.1083,7
True,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1134,ok,0.1955,0.105,8
True,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1138,ok,0.2015,0.1083,9
True,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1138,ok,0.2047,0.1104,10
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1034,ok,0.1968,0.1041,11
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1032,ok,0.1978,0.1053,12
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0979,ok,0.1837,0.0964,13
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1013,ok,0.1957,0.1011,14
True,58,1.0,1.0,0.0,0.04537854674075405,0.0,1.783117130340345,0.12463967502117157,0.019639968872070312,0.0,0.02503025123709825,0.6862329184495035,1.9987476566215512,0.5118238829370264,3.626305026281209,5.987670418622961,3.626305026281209,0.0,1.0,0.0,1.0,0.0,1.0,0.0003530406763926442,0.9996470216351339,9.114454046342126e-05,0.9999088611192675,0.00043987989738955606,0.9995602168355884,0.0,0.0,7.16401938239159,3.626305026281209,0.49719101123595505,0.1182,ok,0.2028,0.1109,15
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1029,ok,0.2044,0.1037,16
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027,ok,0.2018,0.1029,17
True,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1115,ok,0.2002,0.1077,18
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,ok,0.1902,0.1011,19
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0989,ok,0.186,0.0948,20
