global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,source_phase,source_axis,axis_id,axis_desc,setting_uid,setting_idx,setting_key,setting_short,setting_desc,setting_group,setting_detail,hparam_id,run_id
0.079900,0.079900,P10_13_2_AP10_00_H1_S4,P10-00_FULL | group_subset | All 4 families,deep,trial_new_best,KuaiRecLargeStrictPosV2_0.2,4,3,running,0.160700,,,,,,2026-03-24T15:26:07.760937Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_00,0,P10-00_FULL,FULL,All 4 families,group_subset,All 4 families,H1,AP10_00_H1_S4
0.081400,0.080300,P10_13_2_AP10_20_H1_S1,P10-20_FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_20_h1_s1_20260324_181905_166430_pid58191.json,2026-03-24T19:04:44.266544Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_20,20,P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,Train-time family dropout (session scope),stochastic,Train-time family dropout (session scope),H1,AP10_20_H1_S1
0.081400,0.080900,P10_13_2_AP10_20_H3_S2,P10-20_FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.162400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_20_h3_s2_20260324_181920_664578_pid58203.json,2026-03-24T19:09:06.099062Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_20,20,P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,Train-time family dropout (session scope),stochastic,Train-time family dropout (session scope),H3,AP10_20_H3_S2
0.081400,0.080200,P10_13_2_AP10_20_H1_S2,P10-20_FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_20_h1_s2_20260324_182548_774797_pid58246.json,2026-03-24T19:20:16.425711Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_20,20,P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,Train-time family dropout (session scope),stochastic,Train-time family dropout (session scope),H1,AP10_20_H1_S2
0.081400,0.080900,P10_13_2_AP10_20_H3_S3,P10-20_FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.162200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_20_h3_s3_20260324_183528_917864_pid58285.json,2026-03-24T19:24:35.226181Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_20,20,P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,Train-time family dropout (session scope),stochastic,Train-time family dropout (session scope),H3,AP10_20_H3_S3
0.081400,0.080900,P10_13_2_AP10_20_H3_S1,P10-20_FAMILY_DROPOUT | stochastic | Train-time family dropout (session scope),deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_20_h3_s1_20260324_184542_113715_pid58324.json,2026-03-24T19:29:51.096128Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_20,20,P10-20_FAMILY_DROPOUT,FAMILY_DROPOUT,Train-time family dropout (session scope),stochastic,Train-time family dropout (session scope),H3,AP10_20_H3_S1
0.081400,0.080300,P10_13_2_AP10_14_H1_S4,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h1_s4_20260324_190205_737155_pid58415.json,2026-03-24T19:43:55.576448Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H1,AP10_14_H1_S4
0.081400,0.080700,P10_13_2_AP10_14_H3_S4,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h3_s4_20260324_185613_188763_pid58363.json,2026-03-24T19:45:38.223687Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H3,AP10_14_H3_S4
0.081400,0.080300,P10_13_2_AP10_14_H1_S1,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h1_s1_20260324_190451_588391_pid58441.json,2026-03-24T19:49:42.016643Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H1,AP10_14_H1_S1
0.081400,0.080600,P10_13_2_AP10_14_H3_S2,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h3_s2_20260324_190913_264873_pid58469.json,2026-03-24T19:51:21.609195Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H3,AP10_14_H3_S2
0.081400,0.080300,P10_13_2_AP10_14_H1_S3,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h1_s3_20260324_185946_963732_pid58389.json,2026-03-24T19:52:46.310051Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H1,AP10_14_H1_S3
0.081400,0.080300,P10_13_2_AP10_14_H1_S2,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h1_s2_20260324_192023_688016_pid58511.json,2026-03-24T20:07:56.874596Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H1,AP10_14_H1_S2
0.081400,0.080800,P10_13_2_AP10_14_H3_S3,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h3_s3_20260324_192442_359399_pid58540.json,2026-03-24T20:21:13.355382Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H3,AP10_14_H3_S3
0.081400,0.080900,P10_13_2_AP10_19_H3_S4,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h3_s4_20260324_194545_565543_pid58636.json,2026-03-24T20:23:47.031710Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H3,AP10_19_H3_S4
0.081400,0.080900,P10_13_2_AP10_14_H3_S1,P10-14_Focus_Memory_Exposure | group_subset | Focus + Memory + Exposure,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_14_h3_s1_20260324_192958_312863_pid58569.json,2026-03-24T20:27:32.823554Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_14,14,P10-14_Focus_Memory_Exposure,Focus_Memory_Exposure,Focus + Memory + Exposure,group_subset,Focus + Memory + Exposure,H3,AP10_14_H3_S1
0.081400,0.080400,P10_13_2_AP10_19_H1_S4,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h1_s4_20260324_194402_850682_pid58614.json,2026-03-24T20:28:21.388439Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H1,AP10_19_H1_S4
0.081400,0.080400,P10_13_2_AP10_19_H1_S1,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h1_s1_20260324_194949_242289_pid58665.json,2026-03-24T20:31:19.154275Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H1,AP10_19_H1_S1
0.081400,0.080900,P10_13_2_AP10_19_H3_S2,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h3_s2_20260324_195128_912714_pid58690.json,2026-03-24T20:32:40.771986Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H3,AP10_19_H3_S2
0.081400,0.080400,P10_13_2_AP10_19_H1_S3,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161500,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h1_s3_20260324_195253_816034_pid58712.json,2026-03-24T20:33:29.384299Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H1,AP10_19_H1_S3
0.081400,0.080400,P10_13_2_AP10_19_H1_S2,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161700,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h1_s2_20260324_200804_067980_pid58762.json,2026-03-24T21:00:25.764949Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H1,AP10_19_H1_S2
0.081400,0.080900,P10_13_2_AP10_23_H1_S4,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.161900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h1_s4_20260324_202828_677188_pid58885.json,2026-03-24T21:05:11.611725Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H1,AP10_23_H1_S4
0.081400,0.080900,P10_13_2_AP10_19_H3_S3,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h3_s3_20260324_202120_768402_pid58805.json,2026-03-24T21:07:42.293746Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H3,AP10_19_H3_S3
0.081400,0.080500,P10_13_2_AP10_23_H3_S4,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h3_s4_20260324_202354_361451_pid58832.json,2026-03-24T21:10:16.086144Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H3,AP10_23_H3_S4
0.081400,0.080500,P10_13_2_AP10_23_H3_S2,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h3_s2_20260324_203247_900776_pid58933.json,2026-03-24T21:16:44.066702Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H3,AP10_23_H3_S2
0.081400,0.080800,P10_13_2_AP10_23_H1_S3,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.161900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h1_s3_20260324_203336_676973_pid58956.json,2026-03-24T21:18:35.687919Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H1,AP10_23_H1_S3
0.081400,0.080800,P10_13_2_AP10_23_H1_S1,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.161900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h1_s1_20260324_203126_443690_pid58908.json,2026-03-24T21:19:57.261333Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H1,AP10_23_H1_S1
0.081400,0.080800,P10_13_2_AP10_19_H3_S1,P10-19_NO_TIMESTAMP | availability | Drop timestamp/pace/interval-derived columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_19_h3_s1_20260324_202740_066834_pid58864.json,2026-03-24T21:21:15.873931Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_19,19,P10-19_NO_TIMESTAMP,NO_TIMESTAMP,Drop timestamp/pace/interval-derived columns,availability,Drop timestamp/pace/interval-derived columns,H3,AP10_19_H3_S1
0.081400,0.080300,P10_13_2_AP10_23_H3_S3,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.161900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h3_s3_20260324_210749_429592_pid59078.json,2026-03-24T21:40:17.750405Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H3,AP10_23_H3_S3
0.081400,0.080800,P10_13_2_AP10_23_H1_S2,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h1_s2_20260324_210033_040929_pid59023.json,2026-03-24T21:45:18.602761Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H1,AP10_23_H1_S2
0.081400,0.080300,P10_13_2_AP10_16_H3_S4,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.162100,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h3_s4_20260324_211023_710479_pid59104.json,2026-03-24T21:51:01.674824Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H3,AP10_16_H3_S4
0.081400,0.080300,P10_13_2_AP10_16_H1_S4,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,3,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h1_s4_20260324_210518_783685_pid59051.json,2026-03-24T21:53:47.368377Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H1,AP10_16_H1_S4
0.081400,0.080300,P10_13_2_AP10_16_H3_S2,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,5,run_complete,0.161600,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h3_s2_20260324_211651_326113_pid59136.json,2026-03-24T22:01:27.419884Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H3,AP10_16_H3_S2
0.081400,0.080300,P10_13_2_AP10_16_H1_S1,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,0,run_complete,0.162300,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h1_s1_20260324_212004_544820_pid59185.json,2026-03-24T22:06:34.341475Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H1,AP10_16_H1_S1
0.081400,0.080500,P10_13_2_AP10_23_H3_S1,P10-23_COMMON_TEMPLATE_NO_CATEGORY | compactness_plus | Common template while removing category/theme columns,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,1,4,run_complete,0.162200,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_23_h3_s1_20260324_212123_216710_pid59209.json,2026-03-24T22:06:49.891128Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_23,23,P10-23_COMMON_TEMPLATE_NO_CATEGORY,COMMON_TEMPLATE_NO_CATEGORY,Common template while removing category/theme columns,compactness_plus,Common template while removing category/theme columns,H3,AP10_23_H3_S1
0.081400,0.080300,P10_13_2_AP10_16_H1_S3,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,2,run_complete,0.162000,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h1_s3_20260324_211842_980102_pid59163.json,2026-03-24T22:10:26.705346Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H1,AP10_16_H1_S3
0.081400,0.080400,P10_13_2_AP10_16_H3_S3,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,3,6,run_complete,0.161400,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h3_s3_20260324_214025_073564_pid59264.json,2026-03-24T22:22:10.078839Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H3,AP10_16_H3_S3
0.081400,0.080300,P10_13_2_AP10_16_H1_S2,P10-16_TOP1_PER_GROUP | compactness | Keep top-1 representative feature per family/stage,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,2,1,run_complete,0.161900,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_16_h1_s2_20260324_214525_729881_pid59295.json,2026-03-24T22:30:02.176899Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_16,16,P10-16_TOP1_PER_GROUP,TOP1_PER_GROUP,Keep top-1 representative feature per family/stage,compactness,Keep top-1 representative feature per family/stage,H1,AP10_16_H1_S2
0.081400,0.080500,P10_13_2_AP10_17_H3_S4,P10-17_COMMON_TEMPLATE | compactness | Fixed reusable common template across stages,deep,run_complete,KuaiRecLargeStrictPosV2_0.2,4,7,run_complete,0.161800,10,False,True,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_p10_13_2_ap10_17_h3_s4_20260324_215108_977345_pid59327.json,2026-03-24T22:35:00.036506Z,P10_13_2,P10,phase10_feature_portability_v1,A,verification_wrapper,P10_17,17,P10-17_COMMON_TEMPLATE,COMMON_TEMPLATE,Fixed reusable common template across stages,compactness,Fixed reusable common template across stages,H3,AP10_17_H3_S4
