early_stopped,epochs_run,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.n_eff,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.n_eff,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.n_eff,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1868,0.1612,1
True,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1864,0.1599,2
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1876,0.1603,3
True,25,0.0,0.1999650686989704,0.0,2.05083005942066,0.6178027987480164,0.3895529508590698,11.538616375948274,0.0,0.0,2.6467489325677267,0.17479433063971836,0.0,0.6322936078222511,0.0,1.2822610319266339,0.47018009424209595,0.07712532579898834,8.572682787994514,0.44229729094158593,0.3002149881555657,2.865013732958441,0.22336878203608107,0.0,0.8280413653801244,0.0,1.6574909242979423,0.6852522492408752,0.08737681806087494,7.118902751766098,0.0,0.0,3.4439695982323366,0.4744167381113077,0.0802,ok,0.1877,0.1607,4
True,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.187,0.1603,5
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1867,0.1609,6
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,ok,0.1873,0.1614,7
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0795,ok,0.1844,0.1602,8
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1877,0.1612,9
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799,ok,0.1867,0.1608,10
True,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1862,0.1601,11
True,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0798,ok,0.1849,0.1602,12
True,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1871,0.1611,13
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.186,0.1608,14
True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1864,0.1604,15
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1863,0.1611,16
True,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0801,ok,0.1874,0.161,17
True,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0802,ok,0.1876,0.1605,18
True,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797,ok,0.1851,0.16,19
True,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654,ok,0.1509,0.1426,20
