question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_seen_mrr20,test_seen_mrr20,test_seen_hit10,test_seen_ndcg20
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_FULL_R01_S3,,A10_BEAUTY_FULL_R01_S3,full,Full,1,beauty_top01_rfmoe,3,860001,0,ok,overall_seen_target,0.1848953186966748,0.15885622649510384,0.1304,0.1123,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r01_s3_20260419_030652_628108_pid705253_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r01_s3_20260419_030652_628108_pid705253.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_FULL_R01_S3.log,736.0077688694,,2026-04-19T03:19:03.964410Z,0.1848888888888889,0.15885555555555558,0.1848953186966748,0.15885622649510384,0.13043114807492087,0.11227936890613058,0.23267216402941832,0.15528237534733003
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_FULL_R02_S3,,A10_BEAUTY_FULL_R02_S3,full,Full,2,beauty_top02_rfmoe,3,860007,6,ok,overall_seen_target,0.1877415412562844,0.15404444444444446,0.1354,0.1112,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_FULL_R02_S3.log,627.4269759654999,,2026-04-19T03:17:15.407957Z,0.1877222222222222,0.15404444444444446,0.1877415412562844,0.1540206182554633,0.13541444985965803,0.11115423043231298,0.2217517272119456,0.151221803309579
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_FULL_R03_S3,,A10_BEAUTY_FULL_R03_S3,full,Full,3,beauty_top03_rfmoe,3,860013,6,ok,overall_seen_target,0.184,0.15802222222222223,0.1311,0.1153,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r03_s3_20260419_031720_159451_pid705815_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r03_s3_20260419_031720_159451_pid705815.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_FULL_R03_S3.log,487.23764300346375,,2026-04-19T03:25:22.650407Z,0.184,0.15802222222222223,0.18397827734026995,0.15801139860895852,0.13106628976010165,0.11527864853177965,0.22442611990193895,0.1555088801873615
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_EXPOSURE_R01_S3,,A10_BEAUTY_ONLY_EXPOSURE_R01_S3,only_exposure,Only Exposure,1,beauty_top01_rfmoe,3,860006,5,ok,overall_seen_target,0.18785555555555555,0.1607703845676308,0.1307,0.1133,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r01_s3_20260419_030652_729126_pid705260_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r01_s3_20260419_030652_729126_pid705260.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_EXPOSURE_R01_S3.log,674.6946730613708,,2026-04-19T03:18:02.673555Z,0.18785555555555555,0.16075555555555554,0.1878303672771752,0.1607703845676308,0.13068639108793836,0.11329668875038956,0.2346779585469133,0.1568727295555993
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_EXPOSURE_R02_S3,,A10_BEAUTY_ONLY_EXPOSURE_R02_S3,only_exposure,Only Exposure,2,beauty_top02_rfmoe,3,860012,2,ok,overall_seen_target,0.1829666666666666,0.15894444444444444,0.1321,0.1152,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r02_s3_20260419_031713_530000_pid705791_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r02_s3_20260419_031713_530000_pid705791.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_EXPOSURE_R02_S3.log,490.8452923297882,,2026-04-19T03:25:19.847230Z,0.1829666666666666,0.15894444444444444,0.18296285183662242,0.15894254655921908,0.1320582445722147,0.1151590596960041,0.2288834410519278,0.15571679042061534
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_EXPOSURE_R03_S3,,A10_BEAUTY_ONLY_EXPOSURE_R03_S3,only_exposure,Only Exposure,3,beauty_top03_rfmoe,3,860018,2,ok,overall_seen_target,0.18678944603859732,0.1584111111111111,0.1337,0.1173,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r03_s3_20260419_032524_475799_pid705950_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_exposure_r03_s3_20260419_032524_475799_pid705950.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_EXPOSURE_R03_S3.log,419.4141495227814,,2026-04-19T03:32:19.268767Z,0.1867777777777778,0.1584111111111111,0.18678944603859732,0.15840124653019158,0.13373787598033549,0.1172759631801839,0.22398038778694004,0.155854336905777
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_FOCUS_R01_S3,,A10_BEAUTY_ONLY_FOCUS_R01_S3,only_focus,Only Focus,1,beauty_top01_rfmoe,3,860004,3,ok,overall_seen_target,0.18180000000000002,0.1603111111111111,0.13,0.1185,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r01_s3_20260419_030652_528192_pid705261_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r01_s3_20260419_030652_528192_pid705261.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_FOCUS_R01_S3.log,603.8044745922089,,2026-04-19T03:16:51.774911Z,0.18180000000000002,0.1603111111111111,0.1817923924074901,0.1602953353566163,0.12999746083049707,0.11849664321286736,0.2257633162469356,0.15786019328285067
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_FOCUS_R02_S3,,A10_BEAUTY_ONLY_FOCUS_R02_S3,only_focus,Only Focus,2,beauty_top02_rfmoe,3,860010,3,ok,overall_seen_target,0.18330000000000005,0.15870173475632554,0.1302,0.1147,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r02_s3_20260419_031656_617925_pid705756_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r02_s3_20260419_031656_617925_pid705756.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_FOCUS_R02_S3.log,660.877377986908,,2026-04-19T03:27:52.659312Z,0.18330000000000005,0.15869999999999998,0.1832844350015038,0.15870173475632554,0.13016145477172653,0.11473680567888844,0.22420325384443948,0.15628291762483554
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_FOCUS_R03_S3,,A10_BEAUTY_ONLY_FOCUS_R03_S3,only_focus,Only Focus,3,beauty_top03_rfmoe,3,860016,0,ok,overall_seen_target,0.18761111111111115,0.16181735249888288,0.1341,0.117,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r03_s3_20260419_031908_917187_pid705883_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_focus_r03_s3_20260419_031908_917187_pid705883.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_FOCUS_R03_S3.log,447.8156170845032,,2026-04-19T03:26:31.788283Z,0.18761111111111115,0.16181111111111107,0.18760649584410186,0.16181735249888288,0.13412080795003536,0.11704007280541737,0.23111210162692222,0.15893987494001735
a10,a10,beauty,featured_moe_n3,route,A10_BEAUTY_ONLY_MEMORY_R01_S3,,A10_BEAUTY_ONLY_MEMORY_R01_S3,only_memory,Only Memory,1,beauty_top01_rfmoe,3,860003,2,ok,overall_seen_target,0.18154444444444442,0.1603888888888889,0.1313,0.1181,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_memory_r01_s3_20260419_030652_563895_pid705258_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_only_memory_r01_s3_20260419_030652_563895_pid705258.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/beauty/featured_moe_n3/route/A10_BEAUTY_ONLY_MEMORY_R01_S3.log,621.0343806743622,,2026-04-19T03:17:08.997540Z,0.18154444444444442,0.1603888888888889,0.1815315400951226,0.16038804006757568,0.131280577441033,0.11806038054503734,0.22710051259193226,0.15713044743987428
