early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0845,ok,0.1489,0.0806,1
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0467,ok,0.0507,0.0452,2
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1616,ok,0.1757,0.1632,3
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0811,ok,0.1258,0.0797,4
True,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0349,ok,0.0442,0.0341,5
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1502,ok,0.1735,0.1527,6
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0851,ok,0.1498,0.084,7
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0877,ok,0.1538,0.0847,8
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1651,ok,0.168,0.1641,9
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0775,ok,0.1348,0.0742,10
True,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064,ok,0.0128,0.0071,11
True,18,1.0,1.0,0.0,0.2935291927176233,0.0,1.729747850964068,0.3599810302257538,0.26949819922447205,0.0,0.19388080841040062,0.6691845946426913,1.9275440277924902,0.9538856736096066,5.251540745290745,5.524052093738438,5.251540745290745,0.0,1.0,0.0,1.0,0.0,1.0,0.0003372758846611004,0.9996627809864561,0.000655423218260819,0.9993448451880256,0.0009271946885434129,0.9990732350236327,0.0,0.0,7.475983654108654,5.251540745290745,0.787843149391848,0.1652,ok,0.1743,0.1675,12
True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1646,ok,0.1754,0.1668,13
True,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1651,ok,0.1743,0.1654,14
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0816,ok,0.129,0.0831,15
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0984,ok,0.1637,0.0954,16
True,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115,ok,0.0267,0.0128,17
True,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1647,ok,0.1683,0.1639,18
True,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0868,ok,0.1506,0.0895,19
True,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,ok,0.0139,0.0068,20
