early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,17,0.1988,ok,0.3094,0.1616,1
True,17,0.2001,ok,0.3137,0.1651,2
True,21,0.198,ok,0.3157,0.1655,3
True,17,0.1986,ok,0.3102,0.1617,4
True,18,0.1989,ok,0.3145,0.1636,5
True,17,0.2003,ok,0.3145,0.1641,6
True,21,0.1988,ok,0.3173,0.1647,7
True,21,0.1981,ok,0.3157,0.1649,8
True,18,0.199,ok,0.3145,0.1636,9
True,21,0.1981,ok,0.3157,0.1655,10
True,17,0.1987,ok,0.3118,0.1617,11
True,17,0.1997,ok,0.3137,0.1632,12
True,21,0.1985,ok,0.3165,0.1652,13
True,21,0.198,ok,0.3157,0.1655,14
True,17,0.1991,ok,0.3094,0.1619,15
