early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,19,0.0101,ok,0.0172,0.0088,1
True,14,0.013,ok,0.0086,0.0093,2
True,19,0.0157,ok,0.0258,0.0143,3
True,9,0.0068,ok,0.0143,0.0036,4
True,15,0.0115,ok,0.0115,0.0095,5
True,19,0.0176,ok,0.0258,0.013,6
True,21,0.0107,ok,0.0115,0.0089,7
True,14,0.013,ok,0.0086,0.0096,8
True,15,0.0104,ok,0.0086,0.0094,9
True,17,0.0093,ok,0.0086,0.0042,10
True,17,0.0111,ok,0.0143,0.0083,11
True,8,0.0051,ok,0.0057,0.0022,12
True,17,0.0167,ok,0.0344,0.0145,13
True,15,0.0142,ok,0.0172,0.0104,14
True,19,0.0165,ok,0.0258,0.0132,15
True,22,0.0164,ok,0.0315,0.0136,16
True,26,0.015,ok,0.0172,0.0115,17
True,14,0.0132,ok,0.0086,0.0095,18
True,19,0.0159,ok,0.0287,0.0142,19
True,16,0.011,ok,0.0172,0.0092,20
