abs_spearman,diag_metric,n_pairs,pearson,phase_title,source_phase,spearman,split,target_metric
0.7767377112135176,diag_family_top_expert_mean_share,63,-0.6402654084543906,Aux Loss Concept Study,P9,-0.7767377112135176,wide,sess_3_5_mrr20
0.7587845622119815,diag_entropy_mean,63,0.6244361871750645,Aux Loss Concept Study,P9,0.7587845622119815,wide,sess_3_5_mrr20
0.7433275729646698,diag_route_consistency_intra_group_knn_mean_score,63,0.7187751178926065,Aux Loss Concept Study,P9,0.7433275729646698,wide,sess_3_5_mrr20
0.6202791412593992,diag_top1_max_frac,63,-0.6845755652131292,Aux Loss Concept Study,P9,-0.6202791412593992,wide,sess_3_5_mrr20
0.40893817204301075,diag_route_consistency_knn_score,63,0.21632958036558292,Aux Loss Concept Study,P9,0.40893817204301075,wide,sess_3_5_mrr20
0.40077764976958524,diag_route_consistency_group_knn_score,63,0.23490773643553894,Aux Loss Concept Study,P9,0.40077764976958524,wide,sess_3_5_mrr20
0.3886492985701737,diag_route_jitter_adjacent,63,0.3968368155581921,Aux Loss Concept Study,P9,0.3886492985701737,wide,sess_3_5_mrr20
0.7104579141785107,diag_entropy_mean,63,0.614152429903445,Aux Loss Concept Study,P9,0.7104579141785107,wide,test_mrr20
0.7016310055321952,diag_cv_usage,63,-0.6819543565120244,Aux Loss Concept Study,P9,-0.7016310055321952,wide,test_mrr20
0.7016310055321952,diag_n_eff,63,0.7584993908093027,Aux Loss Concept Study,P9,0.7016310055321952,wide,test_mrr20
0.6578812866557704,diag_family_top_expert_mean_share,63,-0.6508233120727142,Aux Loss Concept Study,P9,-0.6578812866557704,wide,test_mrr20
0.5514533009338466,diag_route_consistency_intra_group_knn_mean_score,63,0.607843423915812,Aux Loss Concept Study,P9,0.5514533009338466,wide,test_mrr20
0.4739168807712611,diag_top1_max_frac,63,-0.6943057856252638,Aux Loss Concept Study,P9,-0.4739168807712611,wide,test_mrr20
0.33806819600166377,diag_route_consistency_group_knn_score,63,0.17082793516286018,Aux Loss Concept Study,P9,0.33806819600166377,wide,test_mrr20
0.2699783366618295,diag_route_consistency_knn_score,63,0.07589455986204774,Aux Loss Concept Study,P9,0.2699783366618295,wide,test_mrr20
0.23211108472330624,diag_route_jitter_adjacent,63,0.3397699516605112,Aux Loss Concept Study,P9,0.23211108472330624,wide,test_mrr20
0.5944028309375367,diag_route_jitter_adjacent,47,-0.5497048367682426,Aux Loss Verification,P9_2,-0.5944028309375367,verification,best_valid_mrr20
0.37992186537240624,diag_route_consistency_group_knn_score,47,0.0013758783547824342,Aux Loss Verification,P9_2,0.37992186537240624,verification,best_valid_mrr20
0.25088084047826276,diag_cv_usage,47,0.05361995609789593,Aux Loss Verification,P9_2,-0.25088084047826276,verification,best_valid_mrr20
0.25088084047826276,diag_n_eff,47,-0.022151069961594643,Aux Loss Verification,P9_2,0.25088084047826276,verification,best_valid_mrr20
0.2408339920054064,diag_route_consistency_knn_score,47,0.1292882879871085,Aux Loss Verification,P9_2,0.2408339920054064,verification,best_valid_mrr20
0.21150648634764652,diag_family_top_expert_mean_share,47,0.03933861322947393,Aux Loss Verification,P9_2,-0.21150648634764652,verification,best_valid_mrr20
0.15052850428695766,diag_entropy_mean,47,-0.03309364379669416,Aux Loss Verification,P9_2,0.15052850428695766,verification,best_valid_mrr20
0.08699525440658278,diag_route_consistency_intra_group_knn_mean_score,47,0.04461850132791837,Aux Loss Verification,P9_2,0.08699525440658278,verification,best_valid_mrr20
0.0655077750137686,diag_top1_max_frac,47,0.03333946152685847,Aux Loss Verification,P9_2,-0.0655077750137686,verification,best_valid_mrr20
0.49780296022201664,diag_route_consistency_intra_group_knn_mean_score,47,0.5152664791520235,Aux Loss Verification,P9_2,0.49780296022201664,verification,cold_item_mrr20
0.4734042553191489,diag_top1_max_frac,47,-0.6951283087357505,Aux Loss Verification,P9_2,-0.4734042553191489,verification,cold_item_mrr20
0.42495374653098983,diag_cv_usage,47,-0.7196657303812302,Aux Loss Verification,P9_2,-0.42495374653098983,verification,cold_item_mrr20
0.42495374653098983,diag_n_eff,47,0.6358470825706434,Aux Loss Verification,P9_2,0.42495374653098983,verification,cold_item_mrr20
0.34192876965772434,diag_entropy_mean,47,0.6882805950195432,Aux Loss Verification,P9_2,0.34192876965772434,verification,cold_item_mrr20
0.32469935245143383,diag_route_consistency_knn_score,47,0.061380214704182263,Aux Loss Verification,P9_2,0.32469935245143383,verification,cold_item_mrr20
0.31024514338575393,diag_family_top_expert_mean_share,47,-0.6486093858802858,Aux Loss Verification,P9_2,-0.31024514338575393,verification,cold_item_mrr20
0.234736355226642,diag_route_consistency_group_knn_score,47,0.2740815720646488,Aux Loss Verification,P9_2,0.234736355226642,verification,cold_item_mrr20
0.04890107996447121,diag_route_jitter_adjacent,47,0.20615535586744763,Aux Loss Verification,P9_2,0.04890107996447121,verification,cold_item_mrr20
0.677382053654024,diag_top1_max_frac,47,-0.7143607394202387,Aux Loss Verification,P9_2,-0.677382053654024,verification,sess_3_5_mrr20
0.6343663274745606,diag_cv_usage,47,-0.6820573910644174,Aux Loss Verification,P9_2,-0.6343663274745606,verification,sess_3_5_mrr20
0.6343663274745606,diag_n_eff,47,0.6639822145627641,Aux Loss Verification,P9_2,0.6343663274745606,verification,sess_3_5_mrr20
0.602104532839963,diag_family_top_expert_mean_share,47,-0.6055659964520301,Aux Loss Verification,P9_2,-0.602104532839963,verification,sess_3_5_mrr20
0.5765494912118408,diag_route_consistency_intra_group_knn_mean_score,47,0.6347606314353189,Aux Loss Verification,P9_2,0.5765494912118408,verification,sess_3_5_mrr20
0.5339962997224792,diag_entropy_mean,47,0.645152197611828,Aux Loss Verification,P9_2,0.5339962997224792,verification,sess_3_5_mrr20
0.3371877890841813,diag_route_consistency_knn_score,47,0.22923655680919963,Aux Loss Verification,P9_2,0.3371877890841813,verification,sess_3_5_mrr20
0.20108695652173914,diag_route_consistency_group_knn_score,47,0.2988179490234791,Aux Loss Verification,P9_2,0.20108695652173914,verification,sess_3_5_mrr20
0.1242877870749588,diag_route_jitter_adjacent,47,0.10530535857018027,Aux Loss Verification,P9_2,-0.1242877870749588,verification,sess_3_5_mrr20
0.4348823689166438,diag_cv_usage,47,-0.7620558142110461,Aux Loss Verification,P9_2,-0.4348823689166438,verification,test_mrr20
0.4348823689166438,diag_n_eff,47,0.6729755591256228,Aux Loss Verification,P9_2,0.4348823689166438,verification,test_mrr20
0.4238874946083693,diag_route_consistency_intra_group_knn_mean_score,47,0.5352602373758172,Aux Loss Verification,P9_2,0.4238874946083693,verification,test_mrr20
0.3907274215616053,diag_top1_max_frac,47,-0.731324277784648,Aux Loss Verification,P9_2,-0.3907274215616053,verification,test_mrr20
0.36593047099400755,diag_family_top_expert_mean_share,47,-0.696540565051983,Aux Loss Verification,P9_2,-0.36593047099400755,verification,test_mrr20
0.32855959502067034,diag_entropy_mean,47,0.7250611608071037,Aux Loss Verification,P9_2,0.32855959502067034,verification,test_mrr20
0.26697660221953723,diag_route_consistency_knn_score,47,0.039624321155654056,Aux Loss Verification,P9_2,0.26697660221953723,verification,test_mrr20
0.21586213336085694,diag_route_consistency_group_knn_score,47,0.22377147278045348,Aux Loss Verification,P9_2,0.21586213336085694,verification,test_mrr20
0.11348867584595669,diag_route_jitter_adjacent,47,0.24063101960213848,Aux Loss Verification,P9_2,0.11348867584595669,verification,test_mrr20
0.5616737700837571,diag_route_consistency_knn_score,96,-0.6618714325204479,Feature Portability / Compactness,P10,-0.5616737700837571,verification,best_valid_mrr20
0.5526298414301843,diag_route_consistency_group_knn_score,96,-0.644624278539941,Feature Portability / Compactness,P10,-0.5526298414301843,verification,best_valid_mrr20
0.5521923422360583,diag_top1_max_frac,96,-0.5234895895100035,Feature Portability / Compactness,P10,-0.5521923422360583,verification,best_valid_mrr20
0.4390441131552289,diag_route_consistency_intra_group_knn_mean_score,96,-0.49227577239344605,Feature Portability / Compactness,P10,-0.4390441131552289,verification,best_valid_mrr20
0.382900661884032,diag_n_eff,96,0.49281925191055614,Feature Portability / Compactness,P10,0.382900661884032,verification,best_valid_mrr20
0.257146987272448,diag_entropy_mean,96,0.424093935784471,Feature Portability / Compactness,P10,0.257146987272448,verification,best_valid_mrr20
0.09529962914547141,diag_cv_usage,96,-0.019380195444627064,Feature Portability / Compactness,P10,-0.09529962914547141,verification,best_valid_mrr20
0.06572058206761079,diag_family_top_expert_mean_share,96,0.08978977774671794,Feature Portability / Compactness,P10,0.06572058206761079,verification,best_valid_mrr20
0.0,diag_route_jitter_adjacent,96,,Feature Portability / Compactness,P10,,verification,best_valid_mrr20
0.46757483578278825,diag_top1_max_frac,96,-0.4716255241885402,Feature Portability / Compactness,P10,-0.46757483578278825,verification,cold_item_mrr20
0.3738957335064008,diag_route_consistency_group_knn_score,96,-0.42792018991089437,Feature Portability / Compactness,P10,-0.3738957335064008,verification,cold_item_mrr20
0.3314512054115824,diag_route_consistency_knn_score,96,-0.36008588282663867,Feature Portability / Compactness,P10,-0.3314512054115824,verification,cold_item_mrr20
0.29436480726161957,diag_n_eff,96,0.19061819608500982,Feature Portability / Compactness,P10,0.29436480726161957,verification,cold_item_mrr20
0.1623513373291258,diag_cv_usage,96,-0.1676241457777415,Feature Portability / Compactness,P10,-0.1623513373291258,verification,cold_item_mrr20
0.14976312318019913,diag_route_consistency_intra_group_knn_mean_score,96,-0.16553678434976,Feature Portability / Compactness,P10,-0.14976312318019913,verification,cold_item_mrr20
0.10040050325784555,diag_family_top_expert_mean_share,96,-0.09620940571518483,Feature Portability / Compactness,P10,-0.10040050325784555,verification,cold_item_mrr20
0.03855818827405607,diag_entropy_mean,96,0.09852301788423297,Feature Portability / Compactness,P10,0.03855818827405607,verification,cold_item_mrr20
0.0,diag_route_jitter_adjacent,96,,Feature Portability / Compactness,P10,,verification,cold_item_mrr20
0.44111502984264783,diag_entropy_mean,96,0.41932400294183536,Feature Portability / Compactness,P10,0.44111502984264783,verification,long_session_mrr20
0.3735214324470971,diag_n_eff,96,0.40830763172487317,Feature Portability / Compactness,P10,0.3735214324470971,verification,long_session_mrr20
0.18545849158979924,diag_family_top_expert_mean_share,96,0.14390955176916417,Feature Portability / Compactness,P10,0.18545849158979924,verification,long_session_mrr20
0.17502712967986978,diag_top1_max_frac,96,-0.14673439072133776,Feature Portability / Compactness,P10,-0.17502712967986978,verification,long_session_mrr20
0.1525366250678242,diag_cv_usage,96,0.1106701751894843,Feature Portability / Compactness,P10,0.1525366250678242,verification,long_session_mrr20
0.05904774823657081,diag_route_consistency_knn_score,96,0.01031310432774292,Feature Portability / Compactness,P10,0.05904774823657081,verification,long_session_mrr20
0.053350515463917524,diag_route_consistency_group_knn_score,96,0.05067499399886533,Feature Portability / Compactness,P10,0.053350515463917524,verification,long_session_mrr20
0.030127509495387953,diag_route_consistency_intra_group_knn_mean_score,96,-0.012131745444461198,Feature Portability / Compactness,P10,-0.030127509495387953,verification,long_session_mrr20
0.0,diag_route_jitter_adjacent,96,,Feature Portability / Compactness,P10,,verification,long_session_mrr20
0.2946961475854585,diag_top1_max_frac,96,-0.35778053469554005,Feature Portability / Compactness,P10,-0.2946961475854585,verification,sess_3_5_mrr20
0.29460119370591425,diag_family_top_expert_mean_share,96,-0.3100324021611805,Feature Portability / Compactness,P10,-0.29460119370591425,verification,sess_3_5_mrr20
0.22932718393922952,diag_route_consistency_intra_group_knn_mean_score,96,0.2746859918942705,Feature Portability / Compactness,P10,0.22932718393922952,verification,sess_3_5_mrr20
0.15746066196418881,diag_n_eff,96,0.09143315626761639,Feature Portability / Compactness,P10,0.15746066196418881,verification,sess_3_5_mrr20
0.14612045577862182,diag_entropy_mean,96,0.12904822450155776,Feature Portability / Compactness,P10,0.14612045577862182,verification,sess_3_5_mrr20
0.13246066196418882,diag_route_consistency_knn_score,96,0.13870747340002543,Feature Portability / Compactness,P10,0.13246066196418882,verification,sess_3_5_mrr20
0.007243624525230603,diag_route_consistency_group_knn_score,96,-0.027850510289661356,Feature Portability / Compactness,P10,0.007243624525230603,verification,sess_3_5_mrr20
0.0048833423765599565,diag_cv_usage,96,-0.1525519434601337,Feature Portability / Compactness,P10,0.0048833423765599565,verification,sess_3_5_mrr20
0.0,diag_route_jitter_adjacent,96,,Feature Portability / Compactness,P10,,verification,sess_3_5_mrr20
0.29895309354773625,diag_entropy_mean,96,0.27598226255289104,Feature Portability / Compactness,P10,0.29895309354773625,verification,test_mrr20
0.2380287124215307,diag_n_eff,96,0.225312243461591,Feature Portability / Compactness,P10,0.2380287124215307,verification,test_mrr20
0.234447332946527,diag_route_consistency_knn_score,96,0.21731586808748615,Feature Portability / Compactness,P10,0.234447332946527,verification,test_mrr20
0.23429725609233637,diag_top1_max_frac,96,-0.24896733733521006,Feature Portability / Compactness,P10,-0.23429725609233637,verification,test_mrr20
0.21439842956169686,diag_route_consistency_intra_group_knn_mean_score,96,0.26124725136628213,Feature Portability / Compactness,P10,0.21439842956169686,verification,test_mrr20
0.1416861937063363,diag_route_consistency_group_knn_score,96,0.12792537296602938,Feature Portability / Compactness,P10,0.1416861937063363,verification,test_mrr20
0.10436480873920265,diag_family_top_expert_mean_share,96,-0.12071785386337151,Feature Portability / Compactness,P10,-0.10436480873920265,verification,test_mrr20
0.028869329406124952,diag_cv_usage,96,-0.0530335651974117,Feature Portability / Compactness,P10,0.028869329406124952,verification,test_mrr20
0.0,diag_route_jitter_adjacent,96,,Feature Portability / Compactness,P10,,verification,test_mrr20
0.8602953561466958,diag_route_consistency_group_knn_score,22,-0.6852476998726194,Feature Portability / Compactness,P10,-0.8602953561466958,wide,best_valid_mrr20
0.7483042446956467,diag_route_consistency_knn_score,22,-0.6844302035523008,Feature Portability / Compactness,P10,-0.7483042446956467,wide,best_valid_mrr20
0.5690053440391689,diag_family_top_expert_mean_share,22,0.5560762034187489,Feature Portability / Compactness,P10,0.5690053440391689,wide,best_valid_mrr20
0.5265844684895291,diag_route_consistency_intra_group_knn_mean_score,22,-0.5470485541353302,Feature Portability / Compactness,P10,-0.5265844684895291,wide,best_valid_mrr20
0.44853005747819186,diag_entropy_mean,22,0.3763455413994129,Feature Portability / Compactness,P10,0.44853005747819186,wide,best_valid_mrr20
0.44174271739024945,diag_cv_usage,22,0.5975367447272203,Feature Portability / Compactness,P10,0.44174271739024945,wide,best_valid_mrr20
0.36199147135692655,diag_n_eff,22,0.2574955521221149,Feature Portability / Compactness,P10,0.36199147135692655,wide,best_valid_mrr20
0.11821283986499634,diag_top1_max_frac,22,-0.012280685638487323,Feature Portability / Compactness,P10,-0.11821283986499634,wide,best_valid_mrr20
0.0,diag_route_jitter_adjacent,22,,Feature Portability / Compactness,P10,,wide,best_valid_mrr20
0.7843026538678712,diag_cv_usage,22,-0.7725110662346686,Feature Portability / Compactness,P10,-0.7843026538678712,wide,cold_item_mrr20
0.7786561264822134,diag_top1_max_frac,22,-0.7405467930409017,Feature Portability / Compactness,P10,-0.7786561264822134,wide,cold_item_mrr20
0.7763975155279503,diag_n_eff,22,0.7460338563404406,Feature Portability / Compactness,P10,0.7763975155279503,wide,cold_item_mrr20
0.7300959909655562,diag_entropy_mean,22,0.7164494910912631,Feature Portability / Compactness,P10,0.7300959909655562,wide,cold_item_mrr20
0.6871823828345568,diag_family_top_expert_mean_share,22,-0.6558230444064449,Feature Portability / Compactness,P10,-0.6871823828345568,wide,cold_item_mrr20
0.33483907396950874,diag_route_consistency_intra_group_knn_mean_score,22,0.43759776991775384,Feature Portability / Compactness,P10,0.33483907396950874,wide,cold_item_mrr20
0.07509881422924901,diag_route_consistency_knn_score,22,0.18996996268154123,Feature Portability / Compactness,P10,0.07509881422924901,wide,cold_item_mrr20
0.04009034443817053,diag_route_consistency_group_knn_score,22,0.02207538379260326,Feature Portability / Compactness,P10,-0.04009034443817053,wide,cold_item_mrr20
0.0,diag_route_jitter_adjacent,22,,Feature Portability / Compactness,P10,,wide,cold_item_mrr20
0.8780350084697911,diag_n_eff,22,0.7621518615367779,Feature Portability / Compactness,P10,0.8780350084697911,wide,long_session_mrr20
0.8249576510446076,diag_entropy_mean,22,0.7254064010163829,Feature Portability / Compactness,P10,0.8249576510446076,wide,long_session_mrr20
0.7425183512140033,diag_top1_max_frac,22,-0.6989294155072431,Feature Portability / Compactness,P10,-0.7425183512140033,wide,long_session_mrr20
0.4409937888198758,diag_cv_usage,22,-0.6516385726083412,Feature Portability / Compactness,P10,-0.4409937888198758,wide,long_session_mrr20
0.35290796160361376,diag_family_top_expert_mean_share,22,-0.571425336608733,Feature Portability / Compactness,P10,-0.35290796160361376,wide,long_session_mrr20
0.2919254658385093,diag_route_consistency_intra_group_knn_mean_score,22,0.40781010877098994,Feature Portability / Compactness,P10,0.2919254658385093,wide,long_session_mrr20
0.21852060982495766,diag_route_consistency_group_knn_score,22,-0.16191683754990654,Feature Portability / Compactness,P10,-0.21852060982495766,wide,long_session_mrr20
0.11349520045172219,diag_route_consistency_knn_score,22,0.02427109380743346,Feature Portability / Compactness,P10,-0.11349520045172219,wide,long_session_mrr20
0.0,diag_route_jitter_adjacent,22,,Feature Portability / Compactness,P10,,wide,long_session_mrr20
0.7571993224167137,diag_cv_usage,22,-0.8122890652455032,Feature Portability / Compactness,P10,-0.7571993224167137,wide,sess_3_5_mrr20
0.7154150197628458,diag_family_top_expert_mean_share,22,-0.6932541643008,Feature Portability / Compactness,P10,-0.7154150197628458,wide,sess_3_5_mrr20
0.7018633540372671,diag_n_eff,22,0.708270286692089,Feature Portability / Compactness,P10,0.7018633540372671,wide,sess_3_5_mrr20
0.665725578769057,diag_top1_max_frac,22,-0.6877599933774993,Feature Portability / Compactness,P10,-0.665725578769057,wide,sess_3_5_mrr20
0.6589497459062676,diag_entropy_mean,22,0.6459458888764473,Feature Portability / Compactness,P10,0.6589497459062676,wide,sess_3_5_mrr20
0.5460191981931113,diag_route_consistency_intra_group_knn_mean_score,22,0.5864521204527623,Feature Portability / Compactness,P10,0.5460191981931113,wide,sess_3_5_mrr20
0.2941840767927724,diag_route_consistency_knn_score,22,0.3323040215503828,Feature Portability / Compactness,P10,0.2941840767927724,wide,sess_3_5_mrr20
0.1665725578769057,diag_route_consistency_group_knn_score,22,0.13585292503568897,Feature Portability / Compactness,P10,0.1665725578769057,wide,sess_3_5_mrr20
0.0,diag_route_jitter_adjacent,22,,Feature Portability / Compactness,P10,,wide,sess_3_5_mrr20
0.7707999376122456,diag_n_eff,22,0.7356051374590199,Feature Portability / Compactness,P10,0.7707999376122456,wide,test_mrr20
0.744201114508152,diag_cv_usage,22,-0.7557194395004074,Feature Portability / Compactness,P10,-0.744201114508152,wide,test_mrr20
0.7345802635981606,diag_top1_max_frac,22,-0.700153287569695,Feature Portability / Compactness,P10,-0.7345802635981606,wide,test_mrr20
0.7328824663787504,diag_entropy_mean,22,0.697917595396751,Feature Portability / Compactness,P10,0.7328824663787504,wide,test_mrr20
0.6853441442352639,diag_family_top_expert_mean_share,22,-0.64537772141928,Feature Portability / Compactness,P10,-0.6853441442352639,wide,test_mrr20
0.49236119362896746,diag_route_consistency_intra_group_knn_mean_score,22,0.5194582914181538,Feature Portability / Compactness,P10,0.49236119362896746,wide,test_mrr20
0.2292026246203814,diag_route_consistency_knn_score,22,0.22212834980700902,Feature Portability / Compactness,P10,0.2292026246203814,wide,test_mrr20
0.0933788470675628,diag_route_consistency_group_knn_score,22,0.017634094524235824,Feature Portability / Compactness,P10,0.0933788470675628,wide,test_mrr20
0.0,diag_route_jitter_adjacent,22,,Feature Portability / Compactness,P10,,wide,test_mrr20
0.5160803109421148,diag_top1_max_frac,28,0.6896307542769766,Stage Semantics / Necessity / Granularity,P11,0.5160803109421148,verification,best_valid_mrr20
0.39017331819216183,diag_family_top_expert_mean_share,28,0.6759854723036813,Stage Semantics / Necessity / Granularity,P11,0.39017331819216183,verification,best_valid_mrr20
0.3561369223498669,diag_entropy_mean,28,-0.681318506417991,Stage Semantics / Necessity / Granularity,P11,-0.3561369223498669,verification,best_valid_mrr20
0.3384269277652581,diag_route_consistency_intra_group_knn_mean_score,28,-0.4331153004655359,Stage Semantics / Necessity / Granularity,P11,-0.3384269277652581,verification,best_valid_mrr20
0.31407568521142104,diag_cv_usage,28,0.6710315467169401,Stage Semantics / Necessity / Granularity,P11,0.31407568521142104,verification,best_valid_mrr20
0.31407568521142104,diag_n_eff,28,-0.6880121770636453,Stage Semantics / Necessity / Granularity,P11,-0.31407568521142104,verification,best_valid_mrr20
0.04455170512690643,diag_route_consistency_group_knn_score,28,-0.09237370322055832,Stage Semantics / Necessity / Granularity,P11,0.04455170512690643,verification,best_valid_mrr20
0.035973426499986555,diag_route_consistency_knn_score,28,-0.09620250602500459,Stage Semantics / Necessity / Granularity,P11,-0.035973426499986555,verification,best_valid_mrr20
0.0,diag_route_jitter_adjacent,28,,Stage Semantics / Necessity / Granularity,P11,,verification,best_valid_mrr20
0.8483853311439519,diag_family_top_expert_mean_share,28,-0.9206886172411536,Stage Semantics / Necessity / Granularity,P11,-0.8483853311439519,verification,cold_item_mrr20
0.7629994526546251,diag_cv_usage,28,-0.9366928014600162,Stage Semantics / Necessity / Granularity,P11,-0.7629994526546251,verification,cold_item_mrr20
0.7629994526546251,diag_n_eff,28,0.9207321815976317,Stage Semantics / Necessity / Granularity,P11,0.7629994526546251,verification,cold_item_mrr20
0.7422003284072249,diag_route_consistency_intra_group_knn_mean_score,28,0.833492782225992,Stage Semantics / Necessity / Granularity,P11,0.7422003284072249,verification,cold_item_mrr20
0.7328954570333881,diag_entropy_mean,28,0.9411126272378966,Stage Semantics / Necessity / Granularity,P11,0.7328954570333881,verification,cold_item_mrr20
0.7038861521620142,diag_top1_max_frac,28,-0.8613584606090812,Stage Semantics / Necessity / Granularity,P11,-0.7038861521620142,verification,cold_item_mrr20
0.30158730158730157,diag_route_consistency_knn_score,28,-0.015683721244984686,Stage Semantics / Necessity / Granularity,P11,0.30158730158730157,verification,cold_item_mrr20
0.1839080459770115,diag_route_consistency_group_knn_score,28,-0.2902995463026376,Stage Semantics / Necessity / Granularity,P11,-0.1839080459770115,verification,cold_item_mrr20
0.0,diag_route_jitter_adjacent,28,,Stage Semantics / Necessity / Granularity,P11,,verification,cold_item_mrr20
0.7148330596606459,diag_cv_usage,28,-0.9222856218152592,Stage Semantics / Necessity / Granularity,P11,-0.7148330596606459,verification,long_session_mrr20
0.7148330596606459,diag_n_eff,28,0.8846303360870743,Stage Semantics / Necessity / Granularity,P11,0.7148330596606459,verification,long_session_mrr20
0.7126436781609196,diag_route_consistency_intra_group_knn_mean_score,28,0.7097512687984581,Stage Semantics / Necessity / Granularity,P11,0.7126436781609196,verification,long_session_mrr20
0.5998905309250137,diag_family_top_expert_mean_share,28,-0.9286301991282535,Stage Semantics / Necessity / Granularity,P11,-0.5998905309250137,verification,long_session_mrr20
0.5873015873015873,diag_entropy_mean,28,0.9049050988554687,Stage Semantics / Necessity / Granularity,P11,0.5873015873015873,verification,long_session_mrr20
0.24794745484400657,diag_route_consistency_knn_score,28,-0.2037724538790904,Stage Semantics / Necessity / Granularity,P11,0.24794745484400657,verification,long_session_mrr20
0.13355227148330598,diag_top1_max_frac,28,-0.8374092354969648,Stage Semantics / Necessity / Granularity,P11,-0.13355227148330598,verification,long_session_mrr20
0.02736726874657909,diag_route_consistency_group_knn_score,28,-0.3734378622952916,Stage Semantics / Necessity / Granularity,P11,-0.02736726874657909,verification,long_session_mrr20
0.0,diag_route_jitter_adjacent,28,,Stage Semantics / Necessity / Granularity,P11,,verification,long_session_mrr20
0.8489326765188834,diag_cv_usage,28,-0.9497910160592574,Stage Semantics / Necessity / Granularity,P11,-0.8489326765188834,verification,sess_3_5_mrr20
0.8489326765188834,diag_n_eff,28,0.938677230995642,Stage Semantics / Necessity / Granularity,P11,0.8489326765188834,verification,sess_3_5_mrr20
0.7865353037766831,diag_entropy_mean,28,0.9421927250100214,Stage Semantics / Necessity / Granularity,P11,0.7865353037766831,verification,sess_3_5_mrr20
0.7416529830322933,diag_route_consistency_intra_group_knn_mean_score,28,0.7940402586382647,Stage Semantics / Necessity / Granularity,P11,0.7416529830322933,verification,sess_3_5_mrr20
0.7115489874110563,diag_family_top_expert_mean_share,28,-0.9370951321603003,Stage Semantics / Necessity / Granularity,P11,-0.7115489874110563,verification,sess_3_5_mrr20
0.36836343732895455,diag_route_consistency_knn_score,28,-0.03947177538154339,Stage Semantics / Necessity / Granularity,P11,0.36836343732895455,verification,sess_3_5_mrr20
0.30103995621237,diag_top1_max_frac,28,-0.8798299381009383,Stage Semantics / Necessity / Granularity,P11,-0.30103995621237,verification,sess_3_5_mrr20
0.042692939244663386,diag_route_consistency_group_knn_score,28,-0.25849387017130193,Stage Semantics / Necessity / Granularity,P11,0.042692939244663386,verification,sess_3_5_mrr20
0.0,diag_route_jitter_adjacent,28,,Stage Semantics / Necessity / Granularity,P11,,verification,sess_3_5_mrr20
