diag_max,diag_mean,diag_metric,diag_min,diag_quantile,n_pairs,phase_title,source_phase,split,target_mean,target_metric,target_std
0.1551527276862752,0.13958460182318497,diag_cv_usage,0.12481977789519894,1,13,Aux Loss Concept Study,P9,wide,0.08041538461538461,best_valid_mrr20,0.00024781092875467733
0.3739326372106455,0.24680905686109997,diag_cv_usage,0.1591179851748961,2,13,Aux Loss Concept Study,P9,wide,0.08059230769230769,best_valid_mrr20,0.0002531848417709177
0.5608202498906776,0.5079792554814554,diag_cv_usage,0.4404499995574355,3,12,Aux Loss Concept Study,P9,wide,0.08075833333333333,best_valid_mrr20,0.0004461111425588388
0.956845318455062,0.7656991343472803,diag_cv_usage,0.5622624736350037,4,13,Aux Loss Concept Study,P9,wide,0.08106923076923077,best_valid_mrr20,0.0006329621044272929
3.194237613849711,2.0381279628348525,diag_cv_usage,0.9778468317435136,5,12,Aux Loss Concept Study,P9,wide,0.081825,best_valid_mrr20,0.0006743683913653761
1.5720347415888645,1.0685675677582342,diag_entropy_mean,0.10869975499763698,1,13,Aux Loss Concept Study,P9,wide,0.08166923076923077,best_valid_mrr20,0.0007888648124410747
1.8880390922491201,1.7471624921172764,diag_entropy_mean,1.5768824520497318,2,13,Aux Loss Concept Study,P9,wide,0.08107692307692307,best_valid_mrr20,0.0006710114829542123
2.0313622146601427,1.9587816453935405,diag_entropy_mean,1.8971759065825888,3,12,Aux Loss Concept Study,P9,wide,0.080775,best_valid_mrr20,0.000435107092355644
2.2836260405550073,2.1892939118795294,diag_entropy_mean,2.0429940070379917,4,13,Aux Loss Concept Study,P9,wide,0.08052307692307692,best_valid_mrr20,0.00028911890908369205
2.365410392084315,2.3108315268433546,diag_entropy_mean,2.2838789168160067,5,12,Aux Loss Concept Study,P9,wide,0.08051666666666667,best_valid_mrr20,0.00027247463045653136
0.11168850213289261,0.10757485032081604,diag_family_top_expert_mean_share,0.1012604832649231,1,13,Aux Loss Concept Study,P9,wide,0.08041538461538461,best_valid_mrr20,0.00024781092875467733
0.15555857121944427,0.13619235100654456,diag_family_top_expert_mean_share,0.12263407558202744,2,13,Aux Loss Concept Study,P9,wide,0.08062307692307692,best_valid_mrr20,0.000416641024852023
0.19351089000701904,0.17385133852561316,diag_family_top_expert_mean_share,0.1575160026550293,3,12,Aux Loss Concept Study,P9,wide,0.08069166666666666,best_valid_mrr20,0.0002874917653629686
0.31073617935180664,0.24309262404075035,diag_family_top_expert_mean_share,0.1937379091978073,4,13,Aux Loss Concept Study,P9,wide,0.08125384615384615,best_valid_mrr20,0.0006752967059194371
0.9627775549888611,0.6263066927591959,diag_family_top_expert_mean_share,0.31661489605903625,5,12,Aux Loss Concept Study,P9,wide,0.08165833333333333,best_valid_mrr20,0.0007609304511682718
6.264509408545062,3.309568501008625,diag_n_eff,1.0711266981579948,1,13,Aux Loss Concept Study,P9,wide,0.08188461538461539,best_valid_mrr20,0.0006804975555260444
9.128811395985663,7.832957653977756,diag_n_eff,6.292844555481445,2,13,Aux Loss Concept Study,P9,wide,0.08094615384615385,best_valid_mrr20,0.0004351539662682331
10.527927640176294,9.653720287624783,diag_n_eff,9.135777568434408,3,12,Aux Loss Concept Study,P9,wide,0.08074166666666667,best_valid_mrr20,0.0004399552318822984
11.717923453128472,11.378621104143603,diag_n_eff,10.865958178872793,4,13,Aux Loss Concept Study,P9,wide,0.08058461538461538,best_valid_mrr20,0.0002478109287546796
11.815908168538446,11.774579406051183,diag_n_eff,11.759527178749504,5,12,Aux Loss Concept Study,P9,wide,0.08039166666666667,best_valid_mrr20,0.00024293034292807296
0.9903679461440179,0.9871437700247212,diag_route_consistency_group_knn_score,0.9792261500935777,1,13,Aux Loss Concept Study,P9,wide,0.08136153846153847,best_valid_mrr20,0.0007697818538807628
0.993400634216448,0.9922095224622927,diag_route_consistency_group_knn_score,0.9904353069607066,2,13,Aux Loss Concept Study,P9,wide,0.08068461538461538,best_valid_mrr20,0.0004524860105501506
0.9959223302741604,0.9947556592912449,diag_route_consistency_group_knn_score,0.9935266867370732,3,12,Aux Loss Concept Study,P9,wide,0.08071666666666667,best_valid_mrr20,0.0006478402347006326
0.9978076841280518,0.9969377120587611,diag_route_consistency_group_knn_score,0.9960015560640998,4,13,Aux Loss Concept Study,P9,wide,0.08085384615384615,best_valid_mrr20,0.0006863130779940298
0.9997263925289069,0.9986016541062933,diag_route_consistency_group_knn_score,0.9979080087929726,5,12,Aux Loss Concept Study,P9,wide,0.080975,best_valid_mrr20,0.0006716668546506997
0.9894402939077618,0.9868372655396355,diag_route_consistency_intra_group_knn_mean_score,0.9758346290677615,1,13,Aux Loss Concept Study,P9,wide,0.08151538461538463,best_valid_mrr20,0.0008142953537119815
0.9910559096984572,0.9903321112444948,diag_route_consistency_intra_group_knn_mean_score,0.9896994036835943,2,13,Aux Loss Concept Study,P9,wide,0.0808076923076923,best_valid_mrr20,0.0004310095483504192
0.9950012406643818,0.9930762134396014,diag_route_consistency_intra_group_knn_mean_score,0.9911125074049257,3,12,Aux Loss Concept Study,P9,wide,0.08116666666666666,best_valid_mrr20,0.0007691002220225624
0.996079452294401,0.9955693293688193,diag_route_consistency_intra_group_knn_mean_score,0.9950168560070679,4,13,Aux Loss Concept Study,P9,wide,0.08063076923076923,best_valid_mrr20,0.00041509961733021764
0.9973972455310629,0.9966862135892512,diag_route_consistency_intra_group_knn_mean_score,0.9960811894170221,5,12,Aux Loss Concept Study,P9,wide,0.08046666666666667,best_valid_mrr20,0.0002741377667369356
