0, NVIDIA GeForce RTX 4090, 24564, 18049, 6033, 95
1, NVIDIA GeForce RTX 4090, 24564, 14125, 9957, 72
2, NVIDIA GeForce RTX 4090, 24564, 15, 24067, 0
3, NVIDIA GeForce RTX 4090, 24564, 14527, 9555, 89
4, NVIDIA GeForce RTX 4090, 24564, 13779, 10303, 81
5, NVIDIA GeForce RTX 4090, 24564, 14277, 9805, 66
6, NVIDIA GeForce RTX 4090, 24564, 21843, 2239, 83
7, NVIDIA GeForce RTX 4090, 24564, 14723, 9359, 91
