early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,4,0.0912,ok,0.121,0.0914,1
True,4,0.1736,ok,0.2089,0.1761,2
True,4,0.0791,ok,0.1007,0.079,3
True,4,0.1394,ok,0.1801,0.141,4
