early_stopped,epochs_run,feature_ablation.early_family_exposure_route_change_under_shuffle,feature_ablation.early_family_exposure_route_change_under_zero,feature_ablation.early_family_exposure_shuffle_delta_mrr,feature_ablation.early_family_exposure_zero_delta_mrr,feature_ablation.early_family_focus_route_change_under_shuffle,feature_ablation.early_family_focus_route_change_under_zero,feature_ablation.early_family_focus_shuffle_delta_mrr,feature_ablation.early_family_focus_zero_delta_mrr,feature_ablation.early_family_memory_route_change_under_shuffle,feature_ablation.early_family_memory_route_change_under_zero,feature_ablation.early_family_memory_shuffle_delta_mrr,feature_ablation.early_family_memory_zero_delta_mrr,feature_ablation.early_family_tempo_route_change_under_shuffle,feature_ablation.early_family_tempo_route_change_under_zero,feature_ablation.early_family_tempo_shuffle_delta_mrr,feature_ablation.early_family_tempo_zero_delta_mrr,feature_ablation.early_feature_shuffle_delta_mrr,feature_ablation.early_feature_zero_delta_mrr,feature_ablation.early_route_change_under_feature_shuffle,feature_ablation.early_route_change_under_feature_zero,feature_ablation.family_exposure_route_change_under_shuffle,feature_ablation.family_exposure_route_change_under_zero,feature_ablation.family_exposure_shuffle_delta_mrr,feature_ablation.family_exposure_zero_delta_mrr,feature_ablation.family_focus_route_change_under_shuffle,feature_ablation.family_focus_route_change_under_zero,feature_ablation.family_focus_shuffle_delta_mrr,feature_ablation.family_focus_zero_delta_mrr,feature_ablation.family_memory_route_change_under_shuffle,feature_ablation.family_memory_route_change_under_zero,feature_ablation.family_memory_shuffle_delta_mrr,feature_ablation.family_memory_zero_delta_mrr,feature_ablation.family_tempo_route_change_under_shuffle,feature_ablation.family_tempo_route_change_under_zero,feature_ablation.family_tempo_shuffle_delta_mrr,feature_ablation.family_tempo_zero_delta_mrr,feature_ablation.feature_shuffle_delta_mrr,feature_ablation.feature_zero_delta_mrr,feature_ablation.route_change_under_feature_shuffle,feature_ablation.route_change_under_feature_zero,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,micro_1.alpha_effective,micro_1.alpha_value,micro_1.condition_norm,micro_1.cv_usage,micro_1.dead_expert_frac,micro_1.entropy_mean,micro_1.expert_similarity_max,micro_1.expert_similarity_mean,micro_1.factored_group_entropy_mean,micro_1.group_cv_usage,micro_1.group_entropy_mean,micro_1.group_n_eff,micro_1.group_top1_max_frac,micro_1.moe_delta_norm,micro_1.n_eff,micro_1.residual_delta_norm,micro_1.route_consistency_knn_js,micro_1.route_consistency_knn_score,micro_1.route_jitter_adjacent,micro_1.route_jitter_session,micro_1.shared_delta_norm,micro_1.stage_delta_norm,micro_1.top1_max_frac,mid_1.alpha_effective,mid_1.alpha_value,mid_1.condition_norm,mid_1.cv_usage,mid_1.dead_expert_frac,mid_1.entropy_mean,mid_1.expert_similarity_max,mid_1.expert_similarity_mean,mid_1.factored_group_entropy_mean,mid_1.group_cv_usage,mid_1.group_entropy_mean,mid_1.group_n_eff,mid_1.group_top1_max_frac,mid_1.moe_delta_norm,mid_1.n_eff,mid_1.residual_delta_norm,mid_1.route_consistency_knn_js,mid_1.route_consistency_knn_score,mid_1.route_jitter_adjacent,mid_1.route_jitter_session,mid_1.shared_delta_norm,mid_1.stage_delta_norm,mid_1.top1_max_frac,mrr@20,status,test_hr@10,test_mrr@20,trial
False,2,0.11835027343554817,0.3305933845973715,-0.0005000000000000004,-0.0011000000000000038,0.12365044100944067,0.3534444377325396,-0.00010000000000000286,-0.003599999999999999,0.06154518491670897,0.2238509778126797,0.006199999999999997,0.005600000000000001,0.1096963907104253,0.3621453037920026,9.999999999999593e-05,0.0,0.005999999999999998,-0.00030000000000000165,0.19520083883895978,0.6187406825708983,0.13554393650239652,0.37618810038921585,0.0002999999999999947,0.000999999999999994,0.1172875551588074,0.320340576970261,0.0003999999999999976,-0.0023000000000000034,0.05490711096494073,0.21772599170259402,0.0058,0.0049999999999999975,0.10964120393675596,0.3589817592797679,0.0003999999999999976,0.0004999999999999935,0.005699999999999997,0.0015999999999999973,0.20966350237638723,0.7037573989429496,1.0,1.0,1.772646969025236,0.3903686087884177,0.0,2.327840897650162,0.5413336753845215,0.3059733510017395,1.2555717681268974,0.3639294374591299,1.2734109844798385,3.532181183803378,0.756807549550638,2.1056652367853754,10.413159937035857,2.1056652367853754,0.016514026957104952,0.9836215820761661,0.0,0.0,6.464110357279416,2.1056652367853754,0.4434108110889618,1.0,1.0,1.2677002635549615,0.436643190784074,0.0,2.2166055026853213,0.543839693069458,0.2672160565853119,1.1911121671873985,0.30039801596090987,1.225427764207145,3.6689205405842182,0.4505858374331886,2.526738148370339,10.078465584333376,2.526738148370339,0.01183264399246289,0.9882370864367,0.48931535650111846,0.3901964763493886,6.343487454511893,2.526738148370339,0.40923155400734285,1.0,1.0,2.148764270657534,0.4529020609201229,0.0,2.275541695297136,0.5973963141441345,0.1885201334953308,1.2284594783423608,0.36880721898932134,1.275274361785238,3.5210682653877905,0.7570223305076214,2.4530068864626733,9.957513888229428,2.4530068864626733,0.015802750839700955,0.9843214574888868,0.0,0.0,6.565329183092928,2.4530068864626733,0.6038342875424808,0.059,ok,0.1531,0.1179,1
False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0453,ok,0.1236,0.0921,2
