question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_ORIGINAL_SCOPE_R01_S3,,A06_BEAUTY_ORIGINAL_SCOPE_R01_S3,original_scope,Correct Temporal Roles,1,beauty_top01_rfmoe,3,860005,4,ok,overall_seen_target,0.11655555555555555,0.09366666666666666,0.0885,0.0588,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_original_scope_r01_s3_20260419_092554_447876_pid808883_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_original_scope_r01_s3_20260419_092554_447876_pid808883.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_ORIGINAL_SCOPE_R01_S3.log,223.3133726119995,,2026-04-19T09:29:33.090175Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_FLAT_RANDOM_R01_S3,,A06_BEAUTY_FLAT_RANDOM_R01_S3,flat_random,Flattened Scalar Bag,1,beauty_top01_rfmoe,3,860004,3,ok,overall_seen_target,0.11925811974256101,0.09415555555555556,0.0891,0.0591,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_flat_random_r01_s3_20260419_092554_333639_pid808880_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_flat_random_r01_s3_20260419_092554_333639_pid808880.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_FLAT_RANDOM_R01_S3.log,266.77647376060486,,2026-04-19T09:30:16.546542Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_SHUFFLED_FAMILY_R01_S3,,A06_BEAUTY_SHUFFLED_FAMILY_R01_S3,shuffled_family,Family Groups Shuffled,1,beauty_top01_rfmoe,3,860003,2,ok,overall_seen_target,0.1212,0.08724753995091244,0.0902,0.0526,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_shuffled_family_r01_s3_20260419_092554_360378_pid808876_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_shuffled_family_r01_s3_20260419_092554_360378_pid808876.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_SHUFFLED_FAMILY_R01_S3.log,268.7863554954529,,2026-04-19T09:30:18.551208Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_FULL_SEMANTIC_R01_S3,,A06_BEAUTY_FULL_SEMANTIC_R01_S3,full_semantic,Family Prior Intact,1,beauty_top01_rfmoe,3,860001,0,ok,overall_seen_target,0.12149498133684501,0.08762042446667433,0.0902,0.0533,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_full_semantic_r01_s3_20260419_092554_256730_pid808882_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_full_semantic_r01_s3_20260419_092554_256730_pid808882.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_FULL_SEMANTIC_R01_S3.log,271.17983651161194,,2026-04-19T09:30:20.950414Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_REDUCED_FAMILY_R01_S3,,A06_BEAUTY_REDUCED_FAMILY_R01_S3,reduced_family,Fewer Semantic Family Groups,1,beauty_top01_rfmoe,3,860002,1,ok,overall_seen_target,0.12165555555555557,0.08973822887869481,0.0919,0.0569,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_reduced_family_r01_s3_20260419_092554_465948_pid808878_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_reduced_family_r01_s3_20260419_092554_465948_pid808878.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_REDUCED_FAMILY_R01_S3.log,273.3884069919586,,2026-04-19T09:30:23.156326Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_SCOPE_SWAP_R01_S3,,A06_BEAUTY_SCOPE_SWAP_R01_S3,scope_swap,Wrong Temporal Scope Assignment,1,beauty_top01_rfmoe,3,860007,6,ok,overall_seen_target,0.12145555555555558,0.08743333333333334,0.0902,0.053,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_scope_swap_r01_s3_20260419_092554_416247_pid808885_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_scope_swap_r01_s3_20260419_092554_416247_pid808885.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_SCOPE_SWAP_R01_S3.log,280.77918553352356,,2026-04-19T09:30:30.566369Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_IDENTICAL_SCOPE_R01_S3,,A06_BEAUTY_IDENTICAL_SCOPE_R01_S3,identical_scope,All Stages Same Scope,1,beauty_top01_rfmoe,3,860006,5,ok,overall_seen_target,0.12194682809988446,0.09019046180977332,0.0928,0.0569,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_identical_scope_r01_s3_20260419_092554_533982_pid808884_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_identical_scope_r01_s3_20260419_092554_533982_pid808884.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_IDENTICAL_SCOPE_R01_S3.log,287.9938497543335,,2026-04-19T09:30:37.773659Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_EXTRA_ATTN_R01_S3,,A06_BEAUTY_EXTRA_ATTN_R01_S3,extra_attn,Extra Attention Without New Role,1,beauty_top01_rfmoe,3,860008,7,ok,overall_seen_target,0.11629871076861432,0.09883333333333331,0.0914,0.0642,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_extra_attn_r01_s3_20260419_092554_405447_pid808886_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_extra_attn_r01_s3_20260419_092554_405447_pid808886.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_EXTRA_ATTN_R01_S3.log,420.36433935165405,,2026-04-19T09:32:50.159783Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_REDUCED_FAMILY_R02_S3,,A06_BEAUTY_REDUCED_FAMILY_R02_S3,reduced_family,Fewer Semantic Family Groups,2,beauty_top02_rfmoe,3,860010,3,ok,overall_seen_target,0.1179888888888889,0.09643333333333333,0.09,0.0734,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_reduced_family_r02_s3_20260419_093021_239217_pid810418_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_reduced_family_r02_s3_20260419_093021_239217_pid810418.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_REDUCED_FAMILY_R02_S3.log,187.04562377929688,,2026-04-19T09:33:23.598959Z
a06,a06,beauty,featured_moe_n3,route,A06_BEAUTY_SHUFFLED_FAMILY_R02_S3,,A06_BEAUTY_SHUFFLED_FAMILY_R02_S3,shuffled_family,Family Groups Shuffled,2,beauty_top02_rfmoe,3,860011,2,ok,overall_seen_target,0.11689999999999998,0.09566743743766914,0.0893,0.07,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_shuffled_family_r02_s3_20260419_093023_330925_pid810461_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a06_beauty_shuffled_family_r02_s3_20260419_093023_330925_pid810461.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a06/beauty/featured_moe_n3/route/A06_BEAUTY_SHUFFLED_FAMILY_R02_S3.log,219.2873570919037,,2026-04-19T09:33:57.843752Z
