avg_epoch_time_sec,early_stopped,epochs_run,mrr@20,status,test_hr@10,test_inference_time_sec,test_mrr@20,trial
1.916222906112671,True,40,0.2058,ok,0.2966,0.1050412654876709,0.1705,1
1.9234360043819134,True,52,0.2048,ok,0.3058,0.10541200637817383,0.1741,2
1.924416880274928,True,43,0.2033,ok,0.297,0.10146546363830566,0.167,3
1.9161035951815153,True,38,0.2029,ok,0.3002,0.10419273376464844,0.1722,4
1.9159355414541144,True,57,0.2066,ok,0.297,0.10398173332214355,0.1714,5
1.9099726210469785,True,46,0.2041,ok,0.2998,0.10576868057250977,0.1702,6
1.9050095731561834,True,33,0.203,ok,0.2978,0.10094261169433594,0.168,7
1.9008803481147403,True,42,0.2005,ok,0.2974,0.10867452621459961,0.1689,8
1.911566811800003,True,40,0.2024,ok,0.3018,0.10603713989257812,0.1704,9
1.9181369689472936,True,57,0.2062,ok,0.291,0.10651278495788574,0.1704,10
1.921653243730653,True,53,0.2042,ok,0.2998,0.10638236999511719,0.1662,11
1.9279043769836426,True,50,0.2039,ok,0.2922,0.1032404899597168,0.1673,12
1.9247265573133503,True,57,0.2034,ok,0.2966,0.11693668365478516,0.1693,13
1.922149043083191,True,50,0.2036,ok,0.2994,0.1039743423461914,0.1689,14
1.9294507455825807,True,50,0.202,ok,0.297,0.10880827903747559,0.167,15
