global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,pair_id,phase_kind,architecture_id,architecture_key,architecture_name,setting_id,setting_key,setting_desc,setting_group,setting_detail,hparam_id,source_hparam_id,target_hparam_id,transfer_mode,source_dataset,target_dataset,source_checkpoint,source_run_phase,run_id
0.118300,0.077200,P15A_TGT_foursquare_to_movielens_A12_feature_init_H3_H5_S1,A12 feature_init H5,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.070200,,,False,False,,2026-04-14T00:51:57.525392Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_feature_init_H3_H5_S1,feature_init_foursquare_to_movielens_A12_H3_H5,foursquare_to_movielens A12 feature_init H3->H5,target_feature_init,source=foursquare target=movielens1m mode=macro_feature_encoder,H5,H3,H5,macro_feature_encoder,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_feature_init_H3_H5_S1
0.118300,0.078500,P15A_TGT_foursquare_to_movielens_A12_group_init_H3_H5_S1,A12 group_init H5,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.067400,,,False,False,,2026-04-14T01:34:30.065527Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_H3_H5_S1,group_init_foursquare_to_movielens_A12_H3_H5,foursquare_to_movielens A12 group_init H3->H5,target_group_init,source=foursquare target=movielens1m mode=macro_group_router,H5,H3,H5,macro_group_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_group_init_H3_H5_S1
0.118300,0.077000,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H3_H5_S1,A12 encoder_all_init H5,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.067900,,,False,False,,2026-04-14T01:50:48.679311Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H3_H5_S1,encoder_all_init_foursquare_to_movielens_A12_H3_H5,foursquare_to_movielens A12 encoder_all_init H3->H5,target_encoder_all_init,source=foursquare target=movielens1m mode=macro_encoder_all,H5,H3,H5,macro_encoder_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_encoder_all_init_H3_H5_S1
0.118300,0.077200,P15A_TGT_foursquare_to_movielens_A12_feature_init_H5_H5_S1,A12 feature_init H5,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.070200,,,False,False,,2026-04-14T02:32:12.283065Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_feature_init_H5_H5_S1,feature_init_foursquare_to_movielens_A12_H5_H5,foursquare_to_movielens A12 feature_init H5->H5,target_feature_init,source=foursquare target=movielens1m mode=macro_feature_encoder,H5,H5,H5,macro_feature_encoder,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_feature_init_H5_H5_S1
0.118300,0.076700,P15A_TGT_foursquare_to_movielens_A12_group_init_H5_H5_S1,A12 group_init H5,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.071100,,,False,False,,2026-04-14T02:44:44.176401Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_H5_H5_S1,group_init_foursquare_to_movielens_A12_H5_H5,foursquare_to_movielens A12 group_init H5->H5,target_group_init,source=foursquare target=movielens1m mode=macro_group_router,H5,H5,H5,macro_group_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_group_init_H5_H5_S1
0.118300,0.000000,P15A_TGT_foursquare_to_movielens_A12_full_arch_init_H5_H5_S1,A12 full_arch_init H5,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.000000,,,False,False,,2026-04-14T02:45:16.787568Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_full_arch_init_H5_H5_S1,full_arch_init_foursquare_to_movielens_A12_H5_H5,foursquare_to_movielens A12 full_arch_init H5->H5,target_full_arch_init,source=foursquare target=movielens1m mode=full_model,H5,H5,H5,full_model,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_full_arch_init_H5_H5_S1
0.118300,0.077000,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H3_H3_S1,A12 group_init_all_routers H3,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.069500,,,False,False,,2026-04-14T03:46:07.262750Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H3_H3_S1,group_init_all_routers_foursquare_to_movielens_A12_H3_H3,foursquare_to_movielens A12 group_init_all_routers H3->H3,target_group_init_all_routers,source=foursquare target=movielens1m mode=macro_group_router_all,H3,H3,H3,macro_group_router_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_group_init_all_routers_H3_H3_S1
0.118300,0.075700,P15A_TGT_foursquare_to_movielens_A12_group_init_H5_H3_S1,A12 group_init H3,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.067600,,,False,False,,2026-04-14T03:53:07.437539Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_H5_H3_S1,group_init_foursquare_to_movielens_A12_H5_H3,foursquare_to_movielens A12 group_init H5->H3,target_group_init,source=foursquare target=movielens1m mode=macro_group_router,H3,H5,H3,macro_group_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_group_init_H5_H3_S1
0.118300,0.077000,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H3_H5_S1,A12 group_init_all_routers H5,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.067900,,,False,False,,2026-04-14T04:37:58.426695Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H3_H5_S1,group_init_all_routers_foursquare_to_movielens_A12_H3_H5,foursquare_to_movielens A12 group_init_all_routers H3->H5,target_group_init_all_routers,source=foursquare target=movielens1m mode=macro_group_router_all,H5,H3,H5,macro_group_router_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_group_init_all_routers_H3_H5_S1
0.118300,0.076700,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H5_H3_S1,A12 group_init_all_routers H3,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.073900,,,False,False,,2026-04-14T04:41:22.475115Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H5_H3_S1,group_init_all_routers_foursquare_to_movielens_A12_H5_H3,foursquare_to_movielens A12 group_init_all_routers H5->H3,target_group_init_all_routers,source=foursquare target=movielens1m mode=macro_group_router_all,H3,H5,H3,macro_group_router_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_group_init_all_routers_H5_H3_S1
0.118300,0.077500,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H5_H5_S1,A12 group_init_all_routers H5,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.069300,,,False,False,,2026-04-14T05:34:42.496765Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_group_init_all_routers_H5_H5_S1,group_init_all_routers_foursquare_to_movielens_A12_H5_H5,foursquare_to_movielens A12 group_init_all_routers H5->H5,target_group_init_all_routers,source=foursquare target=movielens1m mode=macro_group_router_all,H5,H5,H5,macro_group_router_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_group_init_all_routers_H5_H5_S1
0.118300,0.076700,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H5_H3_S1,A12 encoder_all_init H3,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.073900,,,False,False,,2026-04-14T05:35:54.529408Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H5_H3_S1,encoder_all_init_foursquare_to_movielens_A12_H5_H3,foursquare_to_movielens A12 encoder_all_init H5->H3,target_encoder_all_init,source=foursquare target=movielens1m mode=macro_encoder_all,H3,H5,H3,macro_encoder_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_encoder_all_init_H5_H3_S1
0.118300,0.074600,P15A_TGT_foursquare_to_movielens_A12_feature_init_H5_H3_S1,A12 feature_init H3,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.073400,,,False,False,,2026-04-14T06:22:36.973869Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_feature_init_H5_H3_S1,feature_init_foursquare_to_movielens_A12_H5_H3,foursquare_to_movielens A12 feature_init H5->H3,target_feature_init,source=foursquare target=movielens1m mode=macro_feature_encoder,H3,H5,H3,macro_feature_encoder,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_feature_init_H5_H3_S1
0.118300,0.077500,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H5_H5_S1,A12 encoder_all_init H5,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.069200,,,False,False,,2026-04-14T06:35:20.164894Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_encoder_all_init_H5_H5_S1,encoder_all_init_foursquare_to_movielens_A12_H5_H5,foursquare_to_movielens A12 encoder_all_init H5->H5,target_encoder_all_init,source=foursquare target=movielens1m mode=macro_encoder_all,H5,H5,H5,macro_encoder_all,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H5_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H5_S1,foursquare_to_movielens_A12_encoder_all_init_H5_H5_S1
0.118300,0.075800,P15A_TGT_foursquare_to_movielens_A12_all_stage_full_router_H3_H3_S1,A12 all_stage_full_router H3,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.072800,,,False,False,,2026-04-14T08:09:35.912198Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_all_stage_full_router_H3_H3_S1,all_stage_full_router_foursquare_to_movielens_A12_H3_H3,foursquare_to_movielens A12 all_stage_full_router H3->H3,target_all_stage_full_router,source=foursquare target=movielens1m mode=all_stage_full_router,H3,H3,H3,all_stage_full_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_all_stage_full_router_H3_H3_S1
0.118300,0.073700,P15A_TGT_foursquare_to_movielens_A12_all_stage_group_router_H3_H3_S1,A12 all_stage_group_router H3,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.067900,,,False,False,,2026-04-14T08:13:27.876091Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_all_stage_group_router_H3_H3_S1,all_stage_group_router_foursquare_to_movielens_A12_H3_H3,foursquare_to_movielens A12 all_stage_group_router H3->H3,target_all_stage_group_router,source=foursquare target=movielens1m mode=all_stage_group_router,H3,H3,H3,all_stage_group_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_all_stage_group_router_H3_H3_S1
0.118300,0.074300,P15A_TGT_foursquare_to_movielens_A12_all_stage_feature_encoder_H3_H3_S1,A12 all_stage_feature_encoder H3,transfer_stageA,run_complete,movielens1m,1,3,run_complete_no_result,0.063500,,,False,False,,2026-04-14T08:53:40.192729Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_all_stage_feature_encoder_H3_H3_S1,all_stage_feature_encoder_foursquare_to_movielens_A12_H3_H3,foursquare_to_movielens A12 all_stage_feature_encoder H3->H3,target_all_stage_feature_encoder,source=foursquare target=movielens1m mode=all_stage_feature_encoder,H3,H3,H3,all_stage_feature_encoder,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_all_stage_feature_encoder_H3_H3_S1
0.118300,0.074800,P15A_TGT_foursquare_to_movielens_A12_all_stage_group_router_H3_H5_S1,A12 all_stage_group_router H5,transfer_stageA,run_complete,movielens1m,1,2,run_complete_no_result,0.071700,,,False,False,,2026-04-14T09:22:21.793515Z,P15A,TLA,transfer_learning_stageA_v1,foursquare_to_movielens,target_sweep,A12,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,A12_ATTN_MICRO_BEFORE_NO_BIAS_ALL_W5,P15A_TGT_foursquare_to_movielens_A12_all_stage_group_router_H3_H5_S1,all_stage_group_router_foursquare_to_movielens_A12_H3_H5,foursquare_to_movielens A12 all_stage_group_router H3->H5,target_all_stage_group_router,source=foursquare target=movielens1m mode=all_stage_group_router,H5,H3,H5,all_stage_group_router,foursquare,movielens1m,/workspace/FeaturedMoE/experiments/run/fmoe_n3/transfer_learning/ckpt/stageA/A12/foursquare_to_movielens/foursquare_H3_s1_best.pth,P15A_SRC_foursquare_to_movielens_A12_H3_S1,foursquare_to_movielens_A12_all_stage_group_router_H3_H5_S1
