early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,51,0.005,ok,0.0029,0.0007,1
True,13,0.0033,ok,0.0057,0.0011,2
True,11,0.0009,ok,0.0057,0.0014,3
True,20,0.0022,ok,0.0029,0.0006,4
True,12,0.0011,ok,0.0057,0.0008,5
True,17,0.0003,ok,0.0057,0.0037,6
True,12,0.0019,ok,0.0029,0.0006,7
True,9,0.0033,ok,0.0029,0.001,8
True,52,0.0123,ok,0.0172,0.0099,9
True,15,0.0033,ok,0.0029,0.0007,10
True,8,0.0011,ok,0.0057,0.0013,11
