best_mrr20,epoch,eval,lr,patience_used,train_loss,trial,valid_mrr20
0.0522,1,1,0.00040330946786464614,0,378.15128469467163,1,0.0522
0.0705,3,1,0.00040257887707168525,0,342.7759819030762,1,0.0705
0.0799,10,1,0.0003943372513856687,0,286.50126934051514,1,0.0799
0.0811,17,1,0.000377620534718888,0,263.6043310165405,1,0.0811
0.0811,27,1,0.0003407475960730659,10,244.53487920761108,1,0.0805
0.0446,1,1,0.0062308860141391306,0,353.9839930534363,2,0.0446
0.0803,3,1,0.00621959883068167,0,283.50583267211914,2,0.0803
0.0808,6,1,0.006181616393607661,0,263.01240253448486,2,0.0808
0.0808,10,1,0.006092270725808108,4,247.5330367088318,2,0.0788
0.0808,16,1,0.0058785042556826145,10,228.1201491355896,2,0.0786
0.0647,1,1,0.001411190101950954,0,360.50692319869995,3,0.0647
0.0789,3,1,0.0014086337461553372,0,297.8007583618164,3,0.0789
0.0808,4,1,0.0014063997503252327,0,283.8499069213867,3,0.0808
0.0808,10,1,0.001379796087933055,6,245.28754234313965,3,0.0801
0.0808,14,1,0.001349850819906119,10,228.68461322784424,3,0.0789
0.0667,1,1,0.0007393182952260676,0,369.45118951797485,4,0.0667
0.0755,3,1,0.0007379790280315247,0,319.76232624053955,4,0.0755
0.0811,10,1,0.0007228710646992034,1,263.89038467407227,4,0.0811
0.0813,12,1,0.0007156489257915279,0,256.2631850242615,4,0.0813
0.0813,22,1,0.0006616327614876809,10,228.3443512916565,4,0.0792
0.0622,1,1,0.0010652566486322478,0,364.65013456344604,5,0.0622
0.0778,3,1,0.0010633269475921216,0,306.82190990448,5,0.0778
0.0809,7,1,0.0010537172622286008,0,267.5431513786316,5,0.0809
0.0809,10,1,0.001041558436666626,3,252.7679123878479,5,0.0807
0.0809,17,1,0.0009974047656237084,10,227.6582522392273,5,0.0791
0.0402,1,1,0.00020717428030384732,0,387.7691469192505,6,0.0402
0.0669,3,1,0.0002067989863080736,0,356.12990283966064,6,0.0669
0.0762,10,1,0.00020256538157998623,0,312.1917142868042,6,0.0762
0.0811,38,1,0.0001472511555381392,0,258.6478657722473,6,0.0811
0.0811,48,1,0.00011840866747742627,10,251.09291982650757,6,0.0809
0.0726,1,1,0.0026356512832854846,0,350.05527687072754,7,0.0726
0.0793,3,1,0.0026308768291393447,0,282.60517168045044,7,0.0793
0.0803,4,1,0.0026267044401973236,0,270.9725341796875,7,0.0803
0.0803,10,1,0.0025770173166644278,6,234.18455934524536,7,0.0782
0.0803,14,1,0.002521089143702891,10,215.8673300743103,7,0.0773
0.0736,1,1,0.0030387215977522456,0,347.18064641952515,8,0.0736
0.0792,3,1,0.00303321698603697,0,280.4443497657776,8,0.0792
0.0799,4,1,0.0030284065133948774,0,269.59346199035645,8,0.0799
0.0799,10,1,0.002971120734973772,6,233.59640741348267,8,0.0775
0.0799,14,1,0.00290663946304724,10,215.607807636261,8,0.0768
0.0423,1,1,0.006629123341496931,0,354.2459545135498,9,0.0423
0.0795,3,1,0.0066171147553748585,0,283.91451930999756,9,0.0795
0.0812,5,1,0.006593145937468672,0,269.3289122581482,9,0.0812
0.0812,10,1,0.0064816486739651645,5,249.82213735580444,9,0.0793
0.0812,15,1,0.006298934817586305,10,234.128005027771,9,0.0788
0.0471,1,1,0.0003185122649729889,0,381.74287605285645,10,0.0471
0.0675,3,1,0.0003179352834072784,0,349.4243059158325,10,0.0675
0.079,10,1,0.0003114264878706617,0,295.7362060546875,10,0.079
0.081,23,1,0.00028206478972674705,0,260.478786945343,10,0.081
0.081,33,1,0.00024690294267926404,10,246.402334690094,10,0.0806
0.0413,1,1,0.00018761967439190845,0,388.98488998413086,11,0.0413
0.0664,3,1,0.0001872798033558656,0,357.48232984542847,11,0.0664
0.0752,10,1,0.00018344579684008167,0,316.10376930236816,11,0.0752
0.081,43,1,0.00012050971527493181,0,258.63006591796875,11,0.081
0.081,53,1,9.385414198871806e-05,10,252.51953077316284,11,0.0809
0.0728,1,1,0.004476909649947857,0,346.3461375236511,12,0.0728
0.08,3,1,0.004468799775938484,0,278.7853116989136,12,0.08
0.0808,5,1,0.004452612683520043,0,262.26940393447876,12,0.0808
0.0808,10,1,0.004377314163759976,5,237.19537734985352,12,0.0784
0.0808,15,1,0.004253920257105497,10,217.90662145614624,12,0.0779
0.0669,1,1,0.001565169934022615,0,358.82955265045166,13,0.0669
0.0791,3,1,0.001562334645405984,0,294.74357318878174,13,0.0791
0.0809,4,1,0.0015598568905654578,0,280.94603538513184,13,0.0809
0.0809,10,1,0.0015303504105713317,6,242.8078064918518,13,0.0796
0.0809,14,1,0.0014971377107960056,10,225.68110609054565,13,0.0785
0.0661,1,1,0.0007934712254029886,0,368.5260076522827,14,0.0661
0.0759,3,1,0.0007920338607538816,0,317.12852334976196,14,0.0759
0.0812,9,1,0.000779184232270885,0,266.18471002578735,14,0.0812
0.0812,10,1,0.0007758192827351207,1,261.5649313926697,14,0.0811
0.0812,19,1,0.0007306783633673026,10,233.0487504005432,14,0.0793
0.0398,1,1,0.0002179867903612846,0,387.11581802368164,15,0.0398
0.067,3,1,0.00021759190961903905,0,355.4575524330139,15,0.067
0.0766,10,1,0.00021313735133612565,0,310.2237639427185,15,0.0766
0.0811,38,1,0.00015493625331132943,0,256.5892882347107,15,0.0811
0.0811,48,1,0.00012458846405309052,10,248.96075916290283,15,0.0809
0.0633,1,1,0.00134818716771216,0,361.2208218574524,16,0.0633
0.0788,3,1,0.0013457449410589311,0,299.1918649673462,16,0.0788
0.0808,6,1,0.0013375266179913269,0,267.4856128692627,16,0.0808
0.0808,10,1,0.0013181947472839033,4,246.4035415649414,16,0.0802
0.0808,16,1,0.0012719417406879972,10,222.50427675247192,16,0.0786
0.0419,1,1,0.00017643020989858974,0,389.6985492706299,17,0.0419
0.0658,3,1,0.00017611060845795277,0,358.3630166053772,17,0.0658
0.0747,10,1,0.0001725052585578173,0,318.5658702850342,17,0.0747
0.081,43,1,0.00011332262690299423,0,261.1691131591797,17,0.081
0.081,53,1,8.825676744504416e-05,10,255.09782075881958,17,0.081
0.0738,1,1,0.0034405192692902827,0,345.7447600364685,18,0.0738
0.0796,3,1,0.003434286805384943,0,279.21522998809814,18,0.0796
0.0803,4,1,0.0034288402637103928,0,268.65466117858887,18,0.0803
0.0803,10,1,0.003363979822181331,6,233.51801204681396,18,0.0778
0.0803,14,1,0.003290972456605069,10,215.69779300689697,18,0.0773
0.0668,1,1,0.0006970628549225592,0,370.2307252883911,19,0.0668
0.0751,3,1,0.0006958001330067614,0,321.9678635597229,19,0.0751
0.0812,10,1,0.0006815556592523644,0,265.87875843048096,19,0.0812
0.0814,13,1,0.0006708998960960072,0,254.78648138046265,19,0.0814
0.0814,23,1,0.0006172976968931843,10,228.53715133666992,19,0.0794
0.0159,1,1,0.007923090224972045,0,369.2409620285034,20,0.0159
0.022,3,1,0.007908737631662468,0,345.0715684890747,20,0.022
0.026,10,1,0.007746829347543855,1,321.3560104370117,20,0.0257
0.027,20,1,0.007230440730598335,0,310.0102529525757,20,0.027
0.027,30,1,0.006427285216866642,10,304.98247814178467,20,0.0253
