early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,13,0.1172,ok,0.1787,0.0893,1
True,18,0.1215,ok,0.1802,0.0922,2
True,80,0.1241,ok,0.1813,0.096,3
True,81,0.1247,ok,0.1834,0.0964,4
True,13,0.1194,ok,0.1863,0.0924,5
True,13,0.1189,ok,0.1881,0.0916,6
True,18,0.1205,ok,0.1779,0.0917,7
True,13,0.1182,ok,0.1855,0.0963,8
True,81,0.1247,ok,0.1842,0.0961,9
True,22,0.119,ok,0.1742,0.0902,10
True,25,0.1212,ok,0.1758,0.0922,11
True,13,0.1195,ok,0.1818,0.0908,12
True,95,0.1233,ok,0.1784,0.095,13
True,31,0.1253,ok,0.1873,0.0971,14
True,18,0.1212,ok,0.18,0.0922,15
True,13,0.1148,ok,0.1745,0.0856,16
True,22,0.1202,ok,0.175,0.0903,17
True,18,0.1213,ok,0.1787,0.0919,18
True,36,0.1258,ok,0.1834,0.0969,19
True,28,0.1211,ok,0.1797,0.0926,20
