dataset,split,tier,group,selected_session_rows,selected_unique_sessions,full_sessions,session_pct_of_split,selection_score_mean,selection_score_median,selection_score_min,selection_score_max,core_score_mean,balance_score_mean,balanced_quota_before_cap,effective_quota_after_cap
movielens1m,valid,permissive,tempo_plus,128,128,2181,0.058688674919761576,0.6420191915505779,0.6417642847024333,0.6413468414621999,0.6460515775360001,0.7528091654898177,0.01420933922821873,441,128
movielens1m,valid,pure,exposure_minus,363,363,2181,0.16643741403026135,0.5914958852690576,0.5856902973673667,0.5721599925355,0.6840655885952334,0.693799206588528,0.011832567842842966,363,363
movielens1m,valid,pure,exposure_plus,363,363,2181,0.16643741403026135,0.5747449460782103,0.5719866899259333,0.5686357102699998,0.641145206967,0.6724238417501378,0.021262055547173527,363,363
movielens1m,valid,pure,focus_minus,363,363,2181,0.16643741403026135,0.7490409561354474,0.7433581885142,0.7281239046529999,0.8316666666629999,0.8776959997374655,0.019995709057344328,363,363
movielens1m,valid,pure,focus_plus,363,363,2181,0.16643741403026135,0.7214153873026534,0.7018819984058001,0.6349066575232001,0.91,0.8429888844545177,0.032498903442087036,363,363
movielens1m,valid,pure,memory_minus,363,363,2181,0.16643741403026135,0.9849409575950808,0.9842427671641,0.9801169458441,0.9950169773881,0.9959183673460003,0.9227356356732049,363,363
movielens1m,valid,pure,memory_plus,363,363,2181,0.16643741403026135,0.14539922667494376,0.1417498590204,0.1272429083478999,0.2299999999999999,0.021776910487261707,0.845925685071809,363,363
movielens1m,valid,pure,tempo_minus,363,363,2181,0.16643741403026135,0.8502796471658416,0.8507373151791999,0.8446258730712,0.8649506044883334,0.9979028112054177,0.013748384274909074,363,363
movielens1m,valid,pure,tempo_plus,363,363,2181,0.16643741403026135,0.7151920151781643,0.7133659744352,0.7004554730718665,0.8018497579998334,0.8390822938077227,0.013147102943999988,363,363
retail_rocket,test,permissive,exposure_minus,128,128,22964,0.005573941821982233,0.5862127783021931,0.5836420621581666,0.56361421536,0.6402436992583332,0.5918569535338541,0.6018142368607813,1637,128
retail_rocket,test,permissive,exposure_plus,128,128,22964,0.005573941821982233,0.6423180999361473,0.6422643727896666,0.6073714378683334,0.7061986764303333,0.6556943281395833,0.5720141952881042,1637,128
retail_rocket,test,permissive,focus_minus,128,128,22964,0.005573941821982233,0.7186339036350797,0.714495716084,0.643878618598,0.8269136307499999,0.8353430670740625,0.1008753401117812,1637,128
retail_rocket,test,permissive,focus_plus,128,128,22964,0.005573941821982233,0.8614216736622773,0.8613998520855,0.86105771285,0.861791254087,1.0,0.07614449108184893,1637,128
retail_rocket,test,permissive,memory_minus,128,128,22964,0.005573941821982233,0.9216485539915071,0.917499999998,0.911176687472,0.94787554471,0.9472094442340935,0.7768035092835155,1637,128
retail_rocket,test,permissive,memory_plus,128,128,22964,0.005573941821982233,0.5437331419679383,0.5395518158054999,0.51789011151,0.5946409012599999,0.5280477148953282,0.6848142463168854,1637,128
retail_rocket,test,permissive,tempo_minus,128,128,22964,0.005573941821982233,0.7983188895707214,0.7945854558593333,0.7798631589856667,0.8451189817616666,0.8196800301671876,0.7285730537445834,1637,128
retail_rocket,test,permissive,tempo_plus,128,128,22964,0.005573941821982233,0.6672887035318136,0.6616769761012333,0.6308140686659334,0.7499690375916667,0.6976970234629584,0.5166021045318229,1637,128
retail_rocket,test,pure,exposure_minus,1367,1367,22964,0.05952795680195088,0.6294053687774477,0.6210061085894999,0.6114955456011667,0.7475570539809999,0.7244608383983614,0.10365688012664422,1367,1367
retail_rocket,test,pure,exposure_plus,1367,1367,22964,0.05952795680195088,0.7502088357934672,0.7545020573483332,0.7005151968733333,0.806112347885,0.8818807679653254,0.004107248643784442,1367,1367
retail_rocket,test,pure,focus_minus,1367,1367,22964,0.05952795680195088,0.7055470467166767,0.702255939815,0.560001228991,0.854572385388,0.7782252171848223,0.37063019986741425,1367,1367
retail_rocket,test,pure,focus_plus,1367,1367,22964,0.05952795680195088,0.9746212603875355,0.97165573953,0.96767666411,0.99858101441,1.0,0.8308084025835694,1367,1367
retail_rocket,test,pure,memory_minus,1367,1367,22964,0.05952795680195088,0.8485526542022304,0.8257142857069999,0.8159999999932,0.9848248935311,0.9688806178111559,0.1666941937516518,1367,1367
retail_rocket,test,pure,memory_plus,1367,1367,22964,0.05952795680195088,0.6814627441584951,0.680000000017,0.595,0.8429166666728999,0.797169328435782,0.02893411694880663,1367,1367
retail_rocket,test,pure,tempo_minus,1367,1367,22964,0.05952795680195088,0.8452224575790364,0.8370507633679999,0.8266217272166666,0.9560633859683334,0.9669913290509388,0.1866682114511524,1367,1367
retail_rocket,test,pure,tempo_plus,1367,1367,22964,0.05952795680195088,0.816687597274082,0.8170029175242166,0.7758834705525499,0.9480598250243666,0.9582392373461643,0.01647367963409412,1367,1367
retail_rocket,valid,permissive,exposure_minus,128,128,22964,0.005573941821982233,0.5920253165068503,0.5871801843541666,0.5689543335063332,0.6472613759786666,0.5984127940661459,0.6028700002247969,1606,128
retail_rocket,valid,permissive,exposure_plus,128,128,22964,0.005573941821982233,0.6427362869084333,0.6414199431635998,0.6131897855283333,0.6967585351783333,0.6541145817177083,0.5880050352853333,1606,128
retail_rocket,valid,permissive,focus_minus,128,128,22964,0.005573941821982233,0.716875852155943,0.7161869739085,0.6325457500730001,0.8253103829899999,0.8331625073651563,0.0681906969800885,1606,128
retail_rocket,valid,permissive,focus_plus,128,128,22964,0.005573941821982233,0.8616915083278001,0.86171208919,0.8613564739099999,0.861992575946,1.0,0.07794338885199995,1606,128
retail_rocket,valid,permissive,memory_minus,128,128,22964,0.005573941821982233,0.9211758969403516,0.917499999998,0.91091521516,0.94900262527,0.9450866426055311,0.7856816715043332,1606,128
retail_rocket,valid,permissive,memory_plus,128,128,22964,0.005573941821982233,0.5392811088887985,0.5335062547034999,0.5109429513578,0.5969227423799999,0.5273461112112812,0.6580625842923751,1606,128
retail_rocket,valid,permissive,tempo_minus,128,128,22964,0.005573941821982233,0.79835977840945,0.7971852116891,0.7766176363646666,0.8322368475076667,0.820362922389323,0.7252681789901563,1606,128
retail_rocket,valid,permissive,tempo_plus,128,128,22964,0.005573941821982233,0.6587665087288065,0.6534990289957499,0.6237100336096666,0.7186320113816667,0.6906723787519948,0.5002927127701146,1606,128
retail_rocket,valid,pure,exposure_minus,1341,1341,22964,0.05839574986936074,0.6302429134640466,0.6237136175166333,0.6127062323033334,0.7367810967600001,0.7251402751841287,0.10720848002627342,1341,1341
retail_rocket,valid,pure,exposure_plus,1341,1341,22964,0.05839574986936074,0.7484171540039322,0.7496399793749999,0.6996474187549999,0.7905239630583333,0.8800198087063883,0.0027316575022520505,1341,1341
retail_rocket,valid,pure,focus_minus,1341,1341,22964,0.05839574986936074,0.6967567783246261,0.6919251472769999,0.5433778238968999,0.877175532016,0.7678910088161447,0.36943398870994526,1341,1341
retail_rocket,valid,pure,focus_plus,1341,1341,22964,0.05839574986936074,0.9756569955992818,0.97305170207,0.969755102044,0.99737041578,1.0,0.8377133039952119,1341,1341
retail_rocket,valid,pure,memory_minus,1341,1341,22964,0.05839574986936074,0.8485512576800538,0.8257142857069999,0.8075000000068,0.9884256704241,0.9683366475215839,0.16976738191138305,1341,1341
retail_rocket,valid,pure,memory_plus,1341,1341,22964,0.05839574986936074,0.68857192817605,0.680000000017,0.595,0.8430612244831,0.8057150827023534,0.02810946413269351,1341,1341
retail_rocket,valid,pure,tempo_minus,1341,1341,22964,0.05839574986936074,0.8442067084865124,0.83672632384,0.8271866064466666,0.9555316916896668,0.969365957376162,0.16218610906430422,1341,1341
retail_rocket,valid,pure,tempo_plus,1341,1341,22964,0.05839574986936074,0.8166644813797677,0.8162186483475,0.7766484331358334,0.9436242127032166,0.9573487985806547,0.02158253006633358,1341,1341
